Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders,Additional Notes
Atlanta Falcons,4-10 (28.6%),7-6-1  (53.8%),2-2 (50.0%),1-3-0  (25.0%),3-4 (42.9%),4-2-1 (66.7%),2-1 (66.7%),1-2-0 (33.3%),--
Baltimore Colts,10-4 (71.4%),10-4  (71.4%),6-0 (100.%),4-2-0  (66.7%),5-2 (71.4%),4-3-0 (57.1%),5-0 (100.%),3-2-0 (60.0%),--
Buffalo Bills,8-6 (57.1%),6-8  (42.9%),5-3 (62.5%),3-5-0  (37.5%),3-4 (42.9%),3-4-0 (42.9%),2-2 (50.0%),2-2-0 (50.0%),--
Chicago Bears,4-10 (28.6%),5-9  (35.7%),0-1 (0.0%),0-1-0  (0.0%),3-4 (42.9%),4-3-0 (57.1%),0-1 (0.0%),0-1-0 (0.0%),--
Cincinnati Bengals,11-3 (78.6%),7-6-1  (53.8%),11-1 (91.7%),7-4-1  (63.6%),6-1 (85.7%),5-2-0 (71.4%),6-0 (100.%),5-1-0 (83.3%),--
Cleveland Browns,3-11 (21.4%),6-8  (42.9%),2-0 (100.%),1-1-0  (50.0%),3-4 (42.9%),2-5-0 (28.6%),2-0 (100.%),1-1-0 (50.0%),--
Dallas Cowboys,10-4 (71.4%),7-7  (50.0%),8-2 (80.0%),5-5-0  (50.0%),5-2 (71.4%),4-3-0 (57.1%),4-2 (66.7%),3-3-0 (50.0%),--
Denver Broncos,6-8 (42.9%),6-8  (42.9%),6-1 (85.7%),2-5-0  (28.6%),5-2 (71.4%),2-5-0 (28.6%),5-0 (100.%),1-4-0 (20.0%),--
Detroit Lions,7-7 (50.0%),7-7  (50.0%),3-1 (75.0%),2-2-0  (50.0%),4-3 (57.1%),3-4-0 (42.9%),3-0 (100.%),2-1-0 (66.7%),--
Green Bay Packers,4-10 (28.6%),8-6  (57.1%),3-2 (60.0%),3-2-0  (60.0%),3-4 (42.9%),4-3-0 (57.1%),3-1 (75.0%),3-1-0 (75.0%),--
Houston Oilers,10-4 (71.4%),12-2  (85.7%),7-0 (100.%),7-0-0  (100.%),5-2 (71.4%),6-1-0 (85.7%),3-0 (100.%),3-0-0 (100.%),--
Kansas City Chiefs,5-9 (35.7%),6-8  (42.9%),3-1 (75.0%),2-2-0  (50.0%),3-4 (42.9%),3-4-0 (42.9%),2-1 (66.7%),2-1-0 (66.7%),--
Los Angeles Rams,12-2 (85.7%),9-5  (64.3%),10-2 (83.3%),7-5-0  (58.3%),6-1 (85.7%),5-2-0 (71.4%),5-1 (83.3%),4-2-0 (66.7%),--
Miami Dolphins,10-4 (71.4%),8-5-1  (61.5%),7-2 (77.8%),4-4-1  (50.0%),5-2 (71.4%),3-4-0 (42.9%),4-1 (80.0%),2-3-0 (40.0%),--
Minnesota Vikings,12-2 (85.7%),8-6  (57.1%),12-2 (85.7%),8-6-0  (57.1%),7-0 (100.%),5-2-0 (71.4%),7-0 (100.%),5-2-0 (71.4%),--
New England Patriots,3-11 (21.4%),6-7-1  (46.2%),3-1 (75.0%),3-1-0  (75.0%),2-5 (28.6%),3-3-1 (50.0%),2-1 (66.7%),2-1-0 (66.7%),--
New Orleans Saints,2-12 (14.3%),5-9  (35.7%),1-1 (50.0%),0-2-0  (0.0%),2-5 (28.6%),3-4-0 (42.9%),1-1 (50.0%),0-2-0 (0.0%),--
New York Giants,5-9 (35.7%),6-8  (42.9%),2-2 (50.0%),2-2-0  (50.0%),2-5 (28.6%),2-5-0 (28.6%),2-2 (50.0%),2-2-0 (50.0%),--
New York Jets,3-11 (21.4%),5-9  (35.7%),1-2 (33.3%),1-2-0  (33.3%),1-6 (14.3%),3-4-0 (42.9%),1-1 (50.0%),1-1-0 (50.0%),--
Oakland Raiders,11-3 (78.6%),5-9  (35.7%),11-2 (84.6%),5-8-0  (38.5%),6-1 (85.7%),2-5-0 (28.6%),6-1 (85.7%),2-5-0 (28.6%),--
Philadelphia Eagles,4-10 (28.6%),7-7  (50.0%),0-2 (0.0%),0-2-0  (0.0%),2-5 (28.6%),4-3-0 (57.1%),0-1 (0.0%),0-1-0 (0.0%),--
Pittsburgh Steelers,12-2 (85.7%),7-7  (50.0%),12-2 (85.7%),7-7-0  (50.0%),6-1 (85.7%),3-4-0 (42.9%),6-1 (85.7%),3-4-0 (42.9%),--
San Diego Chargers,2-12 (14.3%),6-8  (42.9%),0-1 (0.0%),0-1-0  (0.0%),1-6 (14.3%),3-4-0 (42.9%),0-1 (0.0%),0-1-0 (0.0%),--
San Francisco 49ers,5-9 (35.7%),5-9  (35.7%),3-4 (42.9%),3-4-0  (42.9%),2-5 (28.6%),2-5-0 (28.6%),2-3 (40.0%),2-3-0 (40.0%),--
St Louis Cardinals,11-3 (78.6%),7-7  (50.0%),11-1 (91.7%),7-5-0  (58.3%),6-1 (85.7%),3-4-0 (42.9%),6-1 (85.7%),3-4-0 (42.9%),--
Washington Redskins,8-6 (57.1%),9-5  (64.3%),7-3 (70.0%),6-4-0  (60.0%),5-2 (71.4%),6-1-0 (85.7%),4-1 (80.0%),4-1-0 (80.0%),--
