1,5-3 (62.5%),5-4-0  (55.6%),3-7 (30.0%),3-6-0 (33.3%),2-3 (40.0%),2-3-0 (40.0%),0-3 (0.0%),1-3-0 (25.0%),--
2,5-3 (62.5%),5-3-0  (62.5%),5-5 (50.0%),3-5-0 (37.5%),2-2 (50.0%),2-2-0 (50.0%),1-3 (25.0%),1-3-0 (25.0%),--
3,7-2 (77.8%),6-4-0  (60.0%),6-3 (66.7%),6-4-0 (60.0%),5-1 (83.3%),4-2-0 (66.7%),1-2 (33.3%),2-2-0 (50.0%),--
4,6-5 (54.5%),5-6-0  (45.5%),8-3 (72.7%),7-4-0 (63.6%),5-2 (71.4%),4-3-0 (57.1%),3-1 (75.0%),3-1-0 (75.0%),--
5,6-5 (54.5%),4-7-0  (36.4%),7-4 (63.6%),7-4-0 (63.6%),4-2 (66.7%),3-3-0 (50.0%),3-2 (60.0%),4-1-0 (80.0%),--
6,6-3 (66.7%),5-4-0  (55.6%),7-4 (63.6%),6-5-0 (54.5%),5-1 (83.3%),4-2-0 (66.7%),2-1 (66.7%),2-1-0 (66.7%),--
7,8-2 (80.0%),6-4-0  (60.0%),7-4 (63.6%),5-6-0 (45.5%),6-2 (75.0%),4-4-0 (50.0%),0-2 (0.0%),0-2-0 (0.0%),--
8,9-1 (90.0%),8-3-0  (72.7%),5-5 (50.0%),6-5-0 (54.5%),5-1 (83.3%),5-2-0 (71.4%),0-4 (0.0%),1-3-0 (25.0%),--
9,8-3 (72.7%),4-6-1  (40.0%),9-2 (81.8%),6-4-1 (60.0%),6-0 (100.%),3-3-0 (50.0%),3-2 (60.0%),3-1-1 (75.0%),--
10,6-4 (60.0%),3-6-1  (33.3%),5-6 (45.5%),5-5-1 (50.0%),4-3 (57.1%),3-4-0 (42.9%),1-2 (33.3%),2-0-1 (100.%),--
11,2-4 (33.3%),1-7-0  (12.5%),4-4 (50.0%),4-6-0 (40.0%),2-3 (40.0%),1-5-0 (16.7%),1-0 (100.%),2-0-0 (100.%),--
12,3-1 (75.0%),2-5-0  (28.6%),0-4 (0.0%),2-5-0 (28.6%),0-1 (0.0%),0-3-0 (0.0%),0-3 (0.0%),2-2-0 (50.0%),--
13,9-2 (81.8%),9-2-0  (81.8%),8-3 (72.7%),8-3-0 (72.7%),6-0 (100.%),6-0-0 (100.%),2-3 (40.0%),2-3-0 (40.0%),--
14,8-3 (72.7%),5-6-0  (45.5%),6-5 (54.5%),7-4-0 (63.6%),5-2 (71.4%),4-3-0 (57.1%),1-3 (25.0%),3-1-0 (75.0%),--
15,3-1 (75.0%),2-2-0  (50.0%),2-2 (50.0%),1-3-0 (25.0%),1-0 (100.%),0-1-0 (0.0%),1-2 (33.3%),1-2-0 (33.3%),--
16,3-0 (100.%),2-1-0  (66.7%),3-0 (100.%),2-1-0 (66.7%),3-0 (100.%),2-1-0 (66.7%),0-0,0-0-0,--
17,0-1 (0.0%),0-1-0  (0.0%),0-1 (0.0%),0-1-0 (0.0%),0-1 (0.0%),0-1-0 (0.0%),0-0,0-0-0,--
Playoffs,1-1 (50.0%),1-1-0  (50.0%),2-0 (100.%),2-0-0 (100.%),1-0 (100.%),1-0-0 (100.%),1-0 (100.%),1-0-0 (100.%),--
