Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
Arizona Cardinals,5-11 (31.3%),8-8  (50.0%),2-2 (50.0%),1-3-0  (25.0%),3-5 (37.5%),4-4-0 (50.0%),2-1 (66.7%),1-2-0 (33.3%),9-6-1 (60.0%)
Atlanta Falcons,7-9 (43.8%),8-8  (50.0%),3-5 (37.5%),3-5-0  (37.5%),3-5 (37.5%),3-5-0 (37.5%),2-4 (33.3%),2-4-0 (33.3%),3-12-1 (20.0%)
Baltimore Ravens,13-3 (81.3%),10-6  (62.5%),8-1 (88.9%),5-4-0  (55.6%),7-1 (87.5%),6-2-0 (75.0%),6-1 (85.7%),5-2-0 (71.4%),6-9-1 (40.0%)
Buffalo Bills,7-9 (43.8%),10-6  (62.5%),3-3 (50.0%),3-3-0  (50.0%),4-4 (50.0%),5-3-0 (62.5%),3-2 (60.0%),3-2-0 (60.0%),7-9-0 (43.8%)
Carolina Panthers,8-8 (50.0%),6-9-1  (40.0%),6-4 (60.0%),4-6-0  (40.0%),4-4 (50.0%),3-5-0 (37.5%),4-2 (66.7%),3-3-0 (50.0%),7-9-0 (43.8%)
Chicago Bears,13-3 (81.3%),9-7  (56.3%),12-2 (85.7%),8-6-0  (57.1%),6-2 (75.0%),5-3-0 (62.5%),6-2 (75.0%),5-3-0 (62.5%),11-4-1 (73.3%)
Cincinnati Bengals,8-8 (50.0%),8-7-1  (53.3%),6-4 (60.0%),5-4-1  (55.6%),4-4 (50.0%),3-4-1 (42.9%),4-3 (57.1%),3-3-1 (50.0%),7-9-0 (43.8%)
Cleveland Browns,4-12 (25.0%),7-8-1  (46.7%),2-2 (50.0%),2-2-0  (50.0%),2-6 (25.0%),3-4-1 (42.9%),1-2 (33.3%),1-2-0 (33.3%),6-10-0 (37.5%)
Dallas Cowboys,9-7 (56.3%),8-8  (50.0%),7-6 (53.8%),6-7-0  (46.2%),4-4 (50.0%),4-4-0 (50.0%),3-4 (42.9%),3-4-0 (42.9%),10-5-1 (66.7%)
Denver Broncos,9-7 (56.3%),5-11  (31.3%),7-5 (58.3%),3-9-0  (25.0%),4-4 (50.0%),1-7-0 (12.5%),4-4 (50.0%),1-7-0 (12.5%),8-8-0 (50.0%)
Detroit Lions,3-13 (18.8%),6-10  (37.5%),1-3 (25.0%),1-3-0  (25.0%),2-6 (25.0%),4-4-0 (50.0%),1-3 (25.0%),1-3-0 (25.0%),9-7-0 (56.3%)
Green Bay Packers,8-8 (50.0%),7-8-1  (46.7%),3-0 (100.%),2-1-0  (66.7%),3-5 (37.5%),2-6-0 (25.0%),3-0 (100.%),2-1-0 (66.7%),6-10-0 (37.5%)
Houston Texans,6-10 (37.5%),7-9  (43.8%),1-2 (33.3%),1-2-0  (33.3%),4-4 (50.0%),4-4-0 (50.0%),1-2 (33.3%),1-2-0 (33.3%),8-8-0 (50.0%)
Indianapolis Colts,12-4 (75.0%),8-8  (50.0%),10-4 (71.4%),6-8-0  (42.9%),8-0 (100.%),5-3-0 (62.5%),8-0 (100.%),5-3-0 (62.5%),8-8-0 (50.0%)
Jacksonville Jaguars,8-8 (50.0%),8-8  (50.0%),3-6 (33.3%),3-6-0  (33.3%),6-2 (75.0%),6-2-0 (75.0%),3-2 (60.0%),3-2-0 (60.0%),8-7-1 (53.3%)
Kansas City Chiefs,9-7 (56.3%),8-8  (50.0%),7-2 (77.8%),5-4-0  (55.6%),6-2 (75.0%),5-3-0 (62.5%),5-1 (83.3%),4-2-0 (66.7%),7-9-0 (43.8%)
Miami Dolphins,6-10 (37.5%),6-10  (37.5%),4-4 (50.0%),3-5-0  (37.5%),4-4 (50.0%),3-5-0 (37.5%),3-3 (50.0%),2-4-0 (33.3%),6-10-0 (37.5%)
Minnesota Vikings,6-10 (37.5%),7-9  (43.8%),3-3 (50.0%),2-4-0  (33.3%),3-5 (37.5%),3-5-0 (37.5%),3-2 (60.0%),2-3-0 (40.0%),7-8-1 (46.7%)
New England Patriots,12-4 (75.0%),10-6  (62.5%),9-4 (69.2%),7-6-0  (53.8%),5-3 (62.5%),3-5-0 (37.5%),5-3 (62.5%),3-5-0 (37.5%),6-10-0 (37.5%)
