Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,9-7 (56.3%),6-10-0  (37.5%),5-11 (31.3%),4-12-0 (25.0%),3-5 (37.5%),1-7-0 (12.5%),2-6 (25.0%),3-5-0 (37.5%),4-12-0 (25.0%)
2,12-4 (75.0%),11-5-0  (68.8%),12-4 (75.0%),11-5-0 (68.8%),10-2 (83.3%),9-3-0 (75.0%),2-2 (50.0%),2-2-0 (50.0%),7-7-2 (50.0%)
3,8-6 (57.1%),4-10-0  (28.6%),4-10 (28.6%),6-8-0 (42.9%),3-5 (37.5%),2-6-0 (25.0%),1-5 (16.7%),4-2-0 (66.7%),7-6-1 (53.8%)
4,10-4 (71.4%),8-6-0  (57.1%),10-4 (71.4%),10-4-0 (71.4%),7-1 (87.5%),6-2-0 (75.0%),3-3 (50.0%),4-2-0 (66.7%),8-5-1 (61.5%)
5,14-0 (100.%),11-3-0  (78.6%),12-2 (85.7%),11-3-0 (78.6%),12-0 (100.%),10-2-0 (83.3%),0-2 (0.0%),1-1-0 (50.0%),7-7-0 (50.0%)
6,7-6 (53.8%),4-9-0  (30.8%),7-6 (53.8%),8-5-0 (61.5%),4-3 (57.1%),3-4-0 (42.9%),3-3 (50.0%),5-1-0 (83.3%),8-5-0 (61.5%)
7,5-8 (38.5%),4-8-1  (33.3%),8-5 (61.5%),7-5-1 (58.3%),3-3 (50.0%),2-3-1 (40.0%),5-2 (71.4%),5-2-0 (71.4%),8-5-0 (61.5%)
8,8-6 (57.1%),8-6-0  (57.1%),8-6 (57.1%),8-6-0 (57.1%),7-5 (58.3%),7-5-0 (58.3%),1-1 (50.0%),1-1-0 (50.0%),8-6-0 (57.1%)
9,7-7 (50.0%),5-9-0  (35.7%),9-5 (64.3%),7-7-0 (50.0%),7-5 (58.3%),5-7-0 (41.7%),2-0 (100.%),2-0-0 (100.%),7-7-0 (50.0%)
10,10-6 (62.5%),6-10-0  (37.5%),6-10 (37.5%),6-10-0 (37.5%),6-6 (50.0%),4-8-0 (33.3%),0-4 (0.0%),2-2-0 (50.0%),5-11-0 (31.3%)
11,10-6 (62.5%),7-7-2  (50.0%),9-7 (56.3%),7-7-2 (50.0%),7-4 (63.6%),5-5-1 (50.0%),2-3 (40.0%),2-2-1 (50.0%),6-10-0 (37.5%)
12,12-4 (75.0%),8-7-1  (53.3%),13-3 (81.3%),9-6-1 (60.0%),10-1 (90.9%),6-4-1 (60.0%),3-2 (60.0%),3-2-0 (60.0%),5-10-1 (33.3%)
13,7-7 (50.0%),4-10-0  (28.6%),8-8 (50.0%),9-7-0 (56.3%),5-4 (55.6%),4-5-0 (44.4%),3-2 (60.0%),5-0-0 (100.%),9-7-0 (56.3%)
14,7-9 (43.8%),6-9-1  (40.0%),6-10 (37.5%),6-9-1 (40.0%),3-6 (33.3%),3-6-0 (33.3%),3-4 (42.9%),3-3-1 (50.0%),10-6-0 (62.5%)
15,10-6 (62.5%),8-8-0  (50.0%),8-8 (50.0%),6-10-0 (37.5%),7-5 (58.3%),5-7-0 (41.7%),1-3 (25.0%),1-3-0 (25.0%),7-7-2 (50.0%)
16,6-10 (37.5%),2-14-0  (12.5%),4-12 (25.0%),4-12-0 (25.0%),3-9 (25.0%),1-11-0 (8.3%),1-3 (25.0%),3-1-0 (75.0%),8-8-0 (50.0%)
17,10-6 (62.5%),7-9-0  (43.8%),7-9 (43.8%),4-12-0 (25.0%),7-6 (53.8%),4-9-0 (30.8%),0-3 (0.0%),0-3-0 (0.0%),9-7-0 (56.3%)
Playoffs,9-2 (81.8%),5-6-0  (45.5%),8-2 (80.0%),4-6-0 (40.0%),8-2 (80.0%),4-6-0 (40.0%),0-0,0-0-0,5-6-0 (45.5%)
