Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
Atlanta Falcons,9-5 (64.3%),9-5  (64.3%),5-2 (71.4%),4-3-0  (57.1%),4-3 (57.1%),4-3-0 (57.1%),1-2 (33.3%),0-3-0 (0.0%),--
Baltimore Colts,4-10 (28.6%),5-9  (35.7%),2-1 (66.7%),1-2-0  (33.3%),3-4 (42.9%),2-5-0 (28.6%),2-1 (66.7%),1-2-0 (33.3%),--
Buffalo Bills,9-5 (64.3%),9-5  (64.3%),4-1 (80.0%),3-2-0  (60.0%),5-2 (71.4%),5-2-0 (71.4%),3-0 (100.%),2-1-0 (66.7%),--
Chicago Bears,3-11 (21.4%),4-10  (28.6%),1-2 (33.3%),1-2-0  (33.3%),1-6 (14.3%),2-5-0 (28.6%),1-1 (50.0%),1-1-0 (50.0%),--
Cincinnati Bengals,10-4 (71.4%),9-5  (64.3%),7-2 (77.8%),5-4-0  (55.6%),7-0 (100.%),7-0-0 (100.%),4-0 (100.%),4-0-0 (100.%),--
Cleveland Browns,7-5-2 (58.3%),9-5  (64.3%),3-1 (75.0%),3-2-0  (60.0%),5-1 (83.3%),6-1-0 (85.7%),2-0 (100.%),2-1-0 (66.7%),--
Dallas Cowboys,10-4 (71.4%),9-5  (64.3%),10-2 (83.3%),9-3-0  (75.0%),6-1 (85.7%),6-1-0 (85.7%),6-1 (85.7%),6-1-0 (85.7%),--
Denver Broncos,7-5-2 (58.3%),11-3  (78.6%),5-1 (83.3%),5-2-0  (71.4%),3-3 (50.0%),5-2-0 (71.4%),2-1 (66.7%),2-1-0 (66.7%),--
Detroit Lions,6-7-1 (46.2%),6-7-1  (46.2%),6-2 (75.0%),5-2-1  (71.4%),4-3 (57.1%),4-3-0 (57.1%),4-1 (80.0%),4-1-0 (80.0%),--
Green Bay Packers,5-7-2 (41.7%),4-10  (28.6%),5-2 (71.4%),4-5-0  (44.4%),3-2 (60.0%),3-4-0 (42.9%),3-1 (75.0%),3-3-0 (50.0%),--
Houston Oilers,1-13 (7.1%),4-10  (28.6%),0-0,0-0-0,0-7 (0.0%),3-4-0 (42.9%),0-0,0-0-0,--
Kansas City Chiefs,7-5-2 (58.3%),6-8  (42.9%),6-2 (75.0%),4-5-0  (44.4%),5-1 (83.3%),4-3-0 (57.1%),4-1 (80.0%),3-3-0 (50.0%),--
Los Angeles Rams,12-2 (85.7%),11-3  (78.6%),9-1 (90.0%),7-3-0  (70.0%),7-0 (100.%),7-0-0 (100.%),6-0 (100.%),6-0-0 (100.%),--
Miami Dolphins,12-2 (85.7%),9-5  (64.3%),11-2 (84.6%),8-5-0  (61.5%),7-0 (100.%),6-1-0 (85.7%),7-0 (100.%),6-1-0 (85.7%),--
Minnesota Vikings,12-2 (85.7%),9-5  (64.3%),12-2 (85.7%),9-5-0  (64.3%),7-0 (100.%),5-2-0 (71.4%),7-0 (100.%),5-2-0 (71.4%),--
New England Patriots,5-9 (35.7%),7-7  (50.0%),3-1 (75.0%),3-1-0  (75.0%),3-4 (42.9%),4-3-0 (57.1%),2-1 (66.7%),2-1-0 (66.7%),--
New Orleans Saints,5-9 (35.7%),8-6  (57.1%),0-0,0-0-0,5-2 (71.4%),6-1-0 (85.7%),0-0,0-0-0,--
New York Giants,2-11-1 (15.4%),4-10  (28.6%),2-3 (40.0%),2-4-0  (33.3%),2-4 (33.3%),3-4-0 (42.9%),2-0 (100.%),2-1-0 (66.7%),--
New York Jets,4-10 (28.6%),5-9  (35.7%),3-3 (50.0%),2-4-0  (33.3%),2-4 (33.3%),2-4-0 (33.3%),2-1 (66.7%),1-2-0 (33.3%),--
Oakland Raiders,9-4-1 (69.2%),5-9  (35.7%),8-3 (72.7%),4-8-0  (33.3%),5-2 (71.4%),4-3-0 (57.1%),4-2 (66.7%),3-3-0 (50.0%),--
Philadelphia Eagles,5-8-1 (38.5%),7-7  (50.0%),1-0 (100.%),0-1-0  (0.0%),4-3 (57.1%),3-4-0 (42.9%),1-0 (100.%),0-1-0 (0.0%),--
Pittsburgh Steelers,10-4 (71.4%),8-6  (57.1%),8-3 (72.7%),5-6-0  (45.5%),7-1 (87.5%),4-4-0 (50.0%),6-1 (85.7%),3-4-0 (42.9%),--
San Diego Chargers,2-11-1 (15.4%),5-9  (35.7%),2-0 (100.%),2-0-0  (100.%),2-5 (28.6%),3-4-0 (42.9%),2-0 (100.%),2-0-0 (100.%),--
San Francisco 49ers,5-9 (35.7%),4-10  (28.6%),5-3 (62.5%),3-5-0  (37.5%),3-4 (42.9%),4-3-0 (57.1%),3-2 (60.0%),3-2-0 (60.0%),--
St Louis Cardinals,4-9-1 (30.8%),6-7-1  (46.2%),1-1 (50.0%),1-1-0  (50.0%),2-4 (33.3%),4-2-1 (66.7%),0-1 (0.0%),0-1-0 (0.0%),--
Washington Redskins,10-4 (71.4%),8-6  (57.1%),10-3 (76.9%),8-5-0  (61.5%),7-0 (100.%),5-2-0 (71.4%),7-0 (100.%),5-2-0 (71.4%),--
