Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,10-6 (62.5%),9-7-0  (56.3%),8-8 (50.0%),9-7-0 (56.3%),6-4 (60.0%),6-4-0 (60.0%),2-4 (33.3%),3-3-0 (50.0%),9-7-0 (56.3%)
2,14-2 (87.5%),7-9-0  (43.8%),11-5 (68.8%),8-8-0 (50.0%),10-1 (90.9%),5-6-0 (45.5%),1-4 (20.0%),3-2-0 (60.0%),11-5-0 (68.8%)
3,9-6 (60.0%),8-8-0  (50.0%),6-9 (40.0%),7-9-0 (43.8%),6-6 (50.0%),6-7-0 (46.2%),0-3 (0.0%),1-2-0 (33.3%),9-7-0 (56.3%)
4,10-5 (66.7%),7-8-0  (46.7%),6-9 (40.0%),5-10-0 (33.3%),5-4 (55.6%),3-6-0 (33.3%),1-5 (16.7%),2-4-0 (33.3%),7-7-1 (50.0%)
5,9-5 (64.3%),6-8-0  (42.9%),9-5 (64.3%),6-8-0 (42.9%),7-3 (70.0%),4-6-0 (40.0%),2-2 (50.0%),2-2-0 (50.0%),7-7-0 (50.0%)
6,8-6 (57.1%),5-9-0  (35.7%),7-7 (50.0%),6-8-0 (42.9%),5-4 (55.6%),3-6-0 (33.3%),2-3 (40.0%),3-2-0 (60.0%),4-10-0 (28.6%)
7,9-5 (64.3%),5-9-0  (35.7%),6-8 (42.9%),6-8-0 (42.9%),4-3 (57.1%),2-5-0 (28.6%),2-5 (28.6%),4-3-0 (57.1%),6-7-1 (46.2%)
8,7-7 (50.0%),4-10-0  (28.6%),7-7 (50.0%),8-6-0 (57.1%),4-4 (50.0%),3-5-0 (37.5%),3-3 (50.0%),5-1-0 (83.3%),9-5-0 (64.3%)
9,9-5 (64.3%),5-9-0  (35.7%),5-9 (35.7%),7-7-0 (50.0%),4-4 (50.0%),3-5-0 (37.5%),1-5 (16.7%),4-2-0 (66.7%),9-5-0 (64.3%)
10,12-2 (85.7%),9-5-0  (64.3%),11-3 (78.6%),8-6-0 (57.1%),9-0 (100.%),6-3-0 (66.7%),2-3 (40.0%),2-3-0 (40.0%),5-8-1 (38.5%)
11,8-6 (57.1%),6-8-0  (42.9%),9-5 (64.3%),9-5-0 (64.3%),6-3 (66.7%),5-4-0 (55.6%),3-2 (60.0%),4-1-0 (80.0%),6-8-0 (42.9%)
12,11-5 (68.8%),5-11-0  (31.3%),6-10 (37.5%),8-8-0 (50.0%),4-3 (57.1%),2-5-0 (28.6%),2-7 (22.2%),6-3-0 (66.7%),6-10-0 (37.5%)
13,9-6 (60.0%),6-9-0  (40.0%),5-10 (33.3%),4-11-0 (26.7%),5-6 (45.5%),3-8-0 (27.3%),0-4 (0.0%),1-3-0 (25.0%),6-9-0 (40.0%)
14,12-4 (75.0%),10-6-0  (62.5%),7-9 (43.8%),9-7-0 (56.3%),5-2 (71.4%),5-2-0 (71.4%),2-7 (22.2%),4-5-0 (44.4%),5-11-0 (31.3%)
15,10-6 (62.5%),6-9-1  (40.0%),8-8 (50.0%),8-7-1 (53.3%),5-3 (62.5%),3-4-1 (42.9%),3-5 (37.5%),5-3-0 (62.5%),10-6-0 (62.5%)
16,11-5 (68.8%),9-7-0  (56.3%),9-7 (56.3%),9-7-0 (56.3%),6-2 (75.0%),5-3-0 (62.5%),3-5 (37.5%),4-4-0 (50.0%),7-8-1 (46.7%)
17,14-2 (87.5%),7-9-0  (43.8%),7-9 (43.8%),10-6-0 (62.5%),5-0 (100.%),3-2-0 (60.0%),2-9 (18.2%),7-4-0 (63.6%),10-6-0 (62.5%)
Playoffs,8-5 (61.5%),5-8-0  (38.5%),6-6 (50.0%),5-7-0 (41.7%),6-4 (60.0%),4-6-0 (40.0%),0-2 (0.0%),1-1-0 (50.0%),7-6-0 (53.8%)
