Arizona Cardinals,7-9 (43.8%),10-6  (62.5%),3-1 (75.0%),3-1-0  (75.0%),5-3 (62.5%),6-2-0 (75.0%),3-1 (75.0%),3-1-0 (75.0%),10-6-0 (62.5%)
Atlanta Falcons,3-13 (18.8%),6-10  (37.5%),1-6 (14.3%),0-7-0  (0.0%),2-6 (25.0%),2-6-0 (25.0%),1-4 (20.0%),0-5-0 (0.0%),8-7-1 (53.3%)
Baltimore Ravens,4-12 (25.0%),5-9-2  (35.7%),3-3 (50.0%),2-3-1  (40.0%),4-4 (50.0%),3-4-1 (42.9%),3-3 (50.0%),2-3-1 (40.0%),10-4-2 (71.4%)
Buffalo Bills,10-6 (62.5%),8-8  (50.0%),8-4 (66.7%),5-7-0  (41.7%),7-1 (87.5%),6-2-0 (75.0%),6-1 (85.7%),5-2-0 (71.4%),8-8-0 (50.0%)
Carolina Panthers,12-4 (75.0%),12-4  (75.0%),7-2 (77.8%),6-3-0  (66.7%),8-0 (100.%),7-1-0 (87.5%),6-0 (100.%),5-1-0 (83.3%),4-11-1 (26.7%)
Chicago Bears,7-9 (43.8%),7-8-1  (46.7%),5-1 (83.3%),3-2-1  (60.0%),6-2 (75.0%),4-3-1 (57.1%),5-1 (83.3%),3-2-1 (60.0%),8-8-0 (50.0%)
Cincinnati Bengals,8-8 (50.0%),9-5-2  (64.3%),4-1 (80.0%),4-1-0  (80.0%),6-2 (75.0%),6-2-0 (75.0%),4-1 (80.0%),4-1-0 (80.0%),9-5-2 (64.3%)
Dallas Cowboys,10-6 (62.5%),7-9  (43.8%),8-6 (57.1%),5-9-0  (35.7%),6-2 (75.0%),4-4-0 (50.0%),6-2 (75.0%),4-4-0 (50.0%),5-11-0 (31.3%)
Denver Broncos,13-3 (81.3%),9-6-1  (60.0%),11-1 (91.7%),6-5-1  (54.5%),8-0 (100.%),4-3-1 (57.1%),8-0 (100.%),4-3-1 (57.1%),6-10-0 (37.5%)
Detroit Lions,5-11 (31.3%),5-11  (31.3%),5-2 (71.4%),3-4-0  (42.9%),4-4 (50.0%),2-6-0 (25.0%),4-2 (66.7%),2-4-0 (33.3%),9-7-0 (56.3%)
Green Bay Packers,13-3 (81.3%),10-6  (62.5%),13-2 (86.7%),10-5-0  (66.7%),8-0 (100.%),5-3-0 (62.5%),8-0 (100.%),5-3-0 (62.5%),9-7-0 (56.3%)
Houston Oilers,8-8 (50.0%),10-6  (62.5%),3-4 (42.9%),3-4-0  (42.9%),2-6 (25.0%),4-4-0 (50.0%),1-4 (20.0%),1-4-0 (20.0%),8-8-0 (50.0%)
Indianapolis Colts,9-7 (56.3%),7-9  (43.8%),5-3 (62.5%),2-6-0  (25.0%),6-2 (75.0%),3-5-0 (37.5%),4-2 (66.7%),1-5-0 (16.7%),9-7-0 (56.3%)
Jacksonville Jaguars,9-7 (56.3%),6-9-1  (40.0%),5-1 (83.3%),1-4-1  (20.0%),7-1 (87.5%),3-4-1 (42.9%),5-1 (83.3%),1-4-1 (20.0%),6-10-0 (37.5%)
Kansas City Chiefs,9-7 (56.3%),6-10  (37.5%),8-3 (72.7%),5-6-0  (45.5%),5-3 (62.5%),3-5-0 (37.5%),4-3 (57.1%),2-5-0 (28.6%),8-8-0 (50.0%)
Miami Dolphins,8-8 (50.0%),6-10  (37.5%),5-3 (62.5%),3-5-0  (37.5%),4-4 (50.0%),3-5-0 (37.5%),3-3 (50.0%),2-4-0 (33.3%),7-9-0 (43.8%)
Minnesota Vikings,9-7 (56.3%),9-7  (56.3%),4-3 (57.1%),3-4-0  (42.9%),5-3 (62.5%),5-3-0 (62.5%),4-1 (80.0%),3-2-0 (60.0%),5-11-0 (31.3%)
New England Patriots,11-5 (68.8%),7-9  (43.8%),9-2 (81.8%),5-6-0  (45.5%),6-2 (75.0%),4-4-0 (50.0%),6-2 (75.0%),4-4-0 (50.0%),9-7-0 (56.3%)
New Orleans Saints,3-13 (18.8%),6-10  (37.5%),2-4 (33.3%),2-4-0  (33.3%),2-6 (25.0%),3-5-0 (37.5%),2-4 (33.3%),2-4-0 (33.3%),6-9-1 (40.0%)
New York Giants,6-10 (37.5%),8-8  (50.0%),1-1 (50.0%),1-1-0  (50.0%),3-5 (37.5%),5-3-0 (62.5%),1-1 (50.0%),1-1-0 (50.0%),7-9-0 (43.8%)
New York Jets,1-15 (6.3%),8-8  (50.0%),0-1 (0.0%),0-1-0  (0.0%),0-8 (0.0%),4-4-0 (50.0%),0-1 (0.0%),0-1-0 (0.0%),12-4-0 (75.0%)
Oakland Raiders,7-9 (43.8%),8-7-1  (53.3%),5-5 (50.0%),5-5-0  (50.0%),4-4 (50.0%),4-4-0 (50.0%),4-4 (50.0%),4-4-0 (50.0%),6-9-1 (40.0%)
Philadelphia Eagles,10-6 (62.5%),9-7  (56.3%),7-5 (58.3%),6-6-0  (50.0%),5-3 (62.5%),5-3-0 (62.5%),5-3 (62.5%),5-3-0 (62.5%),11-5-0 (68.8%)
Pittsburgh Steelers,10-6 (62.5%),9-6-1  (60.0%),8-4 (66.7%),6-5-1  (54.5%),7-1 (87.5%),6-1-1 (85.7%),7-0 (100.%),6-0-1 (100.%),6-10-0 (37.5%)
