Baltimore Colts,10-4-1 (71.4%),8-7  (53.3%),9-1 (90.0%),5-6-0  (45.5%),5-2 (71.4%),2-5-0 (28.6%),5-1 (83.3%),2-4-0 (33.3%),--
Boston Patriots,4-8-2 (33.3%),6-8  (42.9%),1-1 (50.0%),1-1-0  (50.0%),1-4 (20.0%),3-4-0 (42.9%),1-1 (50.0%),1-1-0 (50.0%),--
Buffalo Bills,10-3-1 (76.9%),10-4  (71.4%),8-2 (80.0%),7-3-0  (70.0%),5-2 (71.4%),4-3-0 (57.1%),5-1 (83.3%),4-2-0 (66.7%),--
Chicago Bears,9-5 (64.3%),11-3  (78.6%),6-1 (85.7%),6-1-0  (85.7%),5-2 (71.4%),5-2-0 (71.4%),4-1 (80.0%),4-1-0 (80.0%),--
Cleveland Browns,11-3 (78.6%),6-7-1  (46.2%),11-3 (78.6%),6-7-1  (46.2%),5-2 (71.4%),1-5-1 (16.7%),5-2 (71.4%),1-5-1 (16.7%),--
Dallas Cowboys,7-7 (50.0%),8-5-1  (61.5%),5-3 (62.5%),4-3-1  (57.1%),5-2 (71.4%),4-2-1 (66.7%),5-1 (83.3%),4-1-1 (80.0%),--
Denver Broncos,4-10 (28.6%),4-9  (30.8%),2-0 (100.%),2-0-0  (100.%),2-5 (28.6%),2-5-0 (28.6%),2-0 (100.%),2-0-0 (100.%),--
Detroit Lions,6-7-1 (46.2%),7-7  (50.0%),1-2 (33.3%),0-3-0  (0.0%),2-4 (33.3%),2-5-0 (28.6%),1-2 (33.3%),0-3-0 (0.0%),--
Green Bay Packers,11-3-1 (78.6%),6-9  (40.0%),10-3 (76.9%),5-9-0  (35.7%),7-1 (87.5%),2-6-0 (25.0%),7-1 (87.5%),2-6-0 (25.0%),--
Houston Oilers,4-10 (28.6%),3-10-1  (23.1%),3-2 (60.0%),1-3-1  (25.0%),3-4 (42.9%),2-4-1 (33.3%),3-2 (60.0%),1-3-1 (25.0%),--
Kansas City Chiefs,7-5-2 (58.3%),8-4-1  (66.7%),5-2 (71.4%),5-3-0  (62.5%),5-2 (71.4%),5-2-0 (71.4%),4-2 (66.7%),4-2-0 (66.7%),--
Los Angeles Rams,4-10 (28.6%),8-6  (57.1%),1-1 (50.0%),0-2-0  (0.0%),3-4 (42.9%),3-4-0 (42.9%),1-1 (50.0%),0-2-0 (0.0%),--
Minnesota Vikings,7-7 (50.0%),6-8  (42.9%),3-3 (50.0%),1-5-0  (16.7%),2-5 (28.6%),1-6-0 (14.3%),2-3 (40.0%),1-4-0 (20.0%),--
New York Giants,7-7 (50.0%),7-6-1  (53.8%),2-2 (50.0%),2-2-0  (50.0%),3-4 (42.9%),3-4-0 (42.9%),1-2 (33.3%),1-2-0 (33.3%),--
New York Jets,5-8-1 (38.5%),7-7  (50.0%),3-1 (75.0%),3-1-0  (75.0%),3-3 (50.0%),4-3-0 (57.1%),2-1 (66.7%),2-1-0 (66.7%),--
Oakland Raiders,8-5-1 (61.5%),8-5  (61.5%),6-1 (85.7%),6-2-0  (75.0%),5-2 (71.4%),4-2-0 (66.7%),4-1 (80.0%),4-1-0 (80.0%),--
Philadelphia Eagles,5-9 (35.7%),9-5  (64.3%),1-4 (20.0%),1-4-0  (20.0%),2-5 (28.6%),3-4-0 (42.9%),0-3 (0.0%),0-3-0 (0.0%),--
Pittsburgh Steelers,2-12 (14.3%),4-9-1  (30.8%),1-0 (100.%),0-1-0  (0.0%),1-6 (14.3%),1-6-0 (14.3%),0-0,0-0-0,--
San Diego Chargers,9-2-3 (81.8%),7-6  (53.8%),7-2 (77.8%),6-6-0  (50.0%),4-1 (80.0%),3-3-0 (50.0%),3-1 (75.0%),3-3-0 (50.0%),--
San Francisco 49ers,7-6-1 (53.8%),7-7  (50.0%),4-0 (100.%),1-3-0  (25.0%),4-2 (66.7%),3-4-0 (42.9%),4-0 (100.%),1-3-0 (25.0%),--
St Louis Cardinals,5-9 (35.7%),5-9  (35.7%),3-6 (33.3%),2-7-0  (22.2%),2-5 (28.6%),2-5-0 (28.6%),1-4 (20.0%),0-5-0 (0.0%),--
Washington Redskins,6-8 (42.9%),5-9  (35.7%),4-1 (80.0%),2-3-0  (40.0%),3-4 (42.9%),1-6-0 (14.3%),3-1 (75.0%),1-3-0 (25.0%),--
