Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,9-6 (60.0%),5-8-2  (38.5%),10-5 (66.7%),8-5-2 (61.5%),7-3 (70.0%),4-4-2 (50.0%),3-2 (60.0%),4-1-0 (80.0%),11-4-0 (73.3%)
2,8-7 (53.3%),4-11-0  (26.7%),6-9 (40.0%),6-9-0 (40.0%),3-4 (42.9%),1-6-0 (14.3%),3-5 (37.5%),5-3-0 (62.5%),7-8-0 (46.7%)
3,8-4 (66.7%),4-8-0  (33.3%),7-6 (53.8%),3-10-0 (23.1%),7-4 (63.6%),3-8-0 (27.3%),0-1 (0.0%),0-1-0 (0.0%),6-6-1 (50.0%)
4,9-3 (75.0%),6-6-0  (50.0%),11-2 (84.6%),8-5-0 (61.5%),9-2 (81.8%),6-5-0 (54.5%),1-0 (100.%),1-0-0 (100.%),10-2-1 (83.3%)
5,11-2 (84.6%),7-5-1  (58.3%),10-3 (76.9%),8-4-1 (66.7%),9-1 (90.0%),6-3-1 (66.7%),1-2 (33.3%),2-1-0 (66.7%),5-8-0 (38.5%)
6,10-3 (76.9%),6-5-2  (54.5%),8-5 (61.5%),5-6-2 (45.5%),7-2 (77.8%),4-4-1 (50.0%),1-3 (25.0%),1-2-1 (33.3%),2-11-0 (15.4%)
7,7-5 (58.3%),5-7-0  (41.7%),7-5 (58.3%),7-5-0 (58.3%),6-4 (60.0%),5-5-0 (50.0%),1-1 (50.0%),2-0-0 (100.%),6-6-0 (50.0%)
8,9-4 (69.2%),6-7-0  (46.2%),6-7 (46.2%),5-8-0 (38.5%),3-1 (75.0%),1-3-0 (25.0%),3-6 (33.3%),4-5-0 (44.4%),5-8-0 (38.5%)
9,8-6 (57.1%),6-8-0  (42.9%),6-8 (42.9%),6-8-0 (42.9%),5-5 (50.0%),4-6-0 (40.0%),1-3 (25.0%),2-2-0 (50.0%),6-7-1 (46.2%)
10,12-2 (85.7%),5-5-4  (50.0%),11-3 (78.6%),6-4-4 (60.0%),9-0 (100.%),3-2-4 (60.0%),2-3 (40.0%),3-2-0 (60.0%),7-7-0 (50.0%)
11,14-1 (93.3%),12-3-0  (80.0%),9-6 (60.0%),7-8-0 (46.7%),9-1 (90.0%),7-3-0 (70.0%),0-5 (0.0%),0-5-0 (0.0%),4-11-0 (26.7%)
12,7-6 (53.8%),5-9-0  (35.7%),11-3 (78.6%),9-6-0 (60.0%),6-1 (85.7%),4-4-0 (50.0%),5-1 (83.3%),5-1-0 (83.3%),7-8-0 (46.7%)
13,9-5 (64.3%),6-9-0  (40.0%),11-3 (78.6%),8-7-0 (53.3%),8-2 (80.0%),5-6-0 (45.5%),3-1 (75.0%),3-1-0 (75.0%),6-9-0 (40.0%)
14,8-7 (53.3%),5-10-0  (33.3%),6-9 (40.0%),3-12-0 (20.0%),4-5 (44.4%),1-8-0 (11.1%),2-4 (33.3%),2-4-0 (33.3%),9-6-0 (60.0%)
15,8-7 (53.3%),7-8-0  (46.7%),7-8 (46.7%),6-9-0 (40.0%),5-5 (50.0%),4-6-0 (40.0%),2-3 (40.0%),2-3-0 (40.0%),9-6-0 (60.0%)
16,8-6 (57.1%),8-6-0  (57.1%),8-7 (53.3%),8-7-0 (53.3%),5-4 (55.6%),5-4-0 (55.6%),2-3 (40.0%),2-3-0 (40.0%),5-9-1 (35.7%)
17,9-6 (60.0%),6-9-0  (40.0%),11-4 (73.3%),8-7-0 (53.3%),8-3 (72.7%),5-6-0 (45.5%),3-1 (75.0%),3-1-0 (75.0%),8-7-0 (53.3%)
Playoffs,8-2 (80.0%),6-3-1  (66.7%),6-4 (60.0%),4-5-1 (44.4%),6-1 (85.7%),4-2-1 (66.7%),0-2 (0.0%),0-2-0 (0.0%),5-6-0 (45.5%)
