Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
Arizona Cardinals,4-12 (25.0%),8-7-1  (53.3%),0-2 (0.0%),0-2-0  (0.0%),3-5 (37.5%),3-4-1 (42.9%),0-2 (0.0%),0-2-0 (0.0%),8-8-0 (50.0%)
Atlanta Falcons,7-9 (43.8%),9-6-1  (60.0%),4-1 (80.0%),3-1-1  (75.0%),3-5 (37.5%),5-2-1 (71.4%),3-0 (100.%),2-0-1 (100.%),10-6-0 (62.5%)
Baltimore Ravens,6-9-1 (40.0%),10-6  (62.5%),1-1 (50.0%),1-2-0  (33.3%),3-4 (42.9%),4-4-0 (50.0%),1-1 (50.0%),1-2-0 (33.3%),6-10-0 (37.5%)
Buffalo Bills,6-10 (37.5%),6-10  (37.5%),4-2 (66.7%),3-3-0  (50.0%),4-4 (50.0%),4-4-0 (50.0%),3-1 (75.0%),2-2-0 (50.0%),6-9-1 (40.0%)
Carolina Panthers,7-9 (43.8%),7-9  (43.8%),5-4 (55.6%),4-5-0  (44.4%),2-6 (25.0%),2-6-0 (25.0%),2-4 (33.3%),2-4-0 (33.3%),6-10-0 (37.5%)
Chicago Bears,4-12 (25.0%),6-9-1  (40.0%),0-2 (0.0%),0-2-0  (0.0%),2-6 (25.0%),3-5-0 (37.5%),0-2 (0.0%),0-2-0 (0.0%),7-9-0 (43.8%)
Cincinnati Bengals,7-9 (43.8%),7-9  (43.8%),4-2 (66.7%),2-4-0  (33.3%),6-2 (75.0%),4-4-0 (50.0%),3-1 (75.0%),1-3-0 (25.0%),9-7-0 (56.3%)
Dallas Cowboys,6-10 (37.5%),3-12-1  (20.0%),6-7 (46.2%),3-10-0  (23.1%),5-3 (62.5%),2-6-0 (25.0%),5-3 (62.5%),2-6-0 (25.0%),6-10-0 (37.5%)
Denver Broncos,12-4 (75.0%),9-7  (56.3%),12-2 (85.7%),9-5-0  (64.3%),8-0 (100.%),7-1-0 (87.5%),8-0 (100.%),7-1-0 (87.5%),11-4-1 (73.3%)
Detroit Lions,9-7 (56.3%),9-6-1  (60.0%),4-3 (57.1%),3-4-0  (42.9%),6-2 (75.0%),5-3-0 (62.5%),4-2 (66.7%),3-3-0 (50.0%),7-9-0 (43.8%)
Green Bay Packers,13-3 (81.3%),6-8-2  (42.9%),12-3 (80.0%),5-8-2  (38.5%),8-0 (100.%),2-4-2 (33.3%),8-0 (100.%),2-4-2 (33.3%),7-8-1 (46.7%)
Indianapolis Colts,3-13 (18.8%),7-8-1  (46.7%),0-1 (0.0%),0-1-0  (0.0%),2-6 (25.0%),3-5-0 (37.5%),0-1 (0.0%),0-1-0 (0.0%),7-8-1 (46.7%)
Jacksonville Jaguars,11-5 (68.8%),10-6  (62.5%),11-2 (84.6%),9-4-0  (69.2%),7-1 (87.5%),6-2-0 (75.0%),7-1 (87.5%),6-2-0 (75.0%),9-7-0 (56.3%)
Kansas City Chiefs,13-3 (81.3%),11-3-2  (78.6%),8-0 (100.%),6-1-1  (85.7%),8-0 (100.%),6-1-1 (85.7%),6-0 (100.%),4-1-1 (80.0%),6-10-0 (37.5%)
Miami Dolphins,9-7 (56.3%),7-7-2  (50.0%),8-3 (72.7%),4-5-2  (44.4%),6-2 (75.0%),2-4-2 (33.3%),6-2 (75.0%),2-4-2 (33.3%),7-7-2 (50.0%)
Minnesota Vikings,9-7 (56.3%),9-6-1  (60.0%),7-3 (70.0%),5-4-1  (55.6%),5-3 (62.5%),4-4-0 (50.0%),5-2 (71.4%),4-3-0 (57.1%),10-6-0 (62.5%)
New England Patriots,10-6 (62.5%),7-9  (43.8%),8-4 (66.7%),5-7-0  (41.7%),6-2 (75.0%),3-5-0 (37.5%),6-2 (75.0%),3-5-0 (37.5%),6-10-0 (37.5%)
New Orleans Saints,6-10 (37.5%),6-9-1  (40.0%),1-3 (25.0%),1-3-0  (25.0%),3-5 (37.5%),3-5-0 (37.5%),1-3 (25.0%),1-3-0 (25.0%),6-10-0 (37.5%)
New York Giants,10-5-1 (66.7%),9-6-1  (60.0%),4-2 (66.7%),2-3-1  (40.0%),6-2 (75.0%),4-3-1 (57.1%),4-2 (66.7%),2-3-1 (40.0%),8-8-0 (50.0%)
New York Jets,9-7 (56.3%),9-7  (56.3%),4-4 (50.0%),2-6-0  (25.0%),5-3 (62.5%),3-5-0 (37.5%),2-3 (40.0%),0-5-0 (0.0%),5-10-1 (33.3%)
Oakland Raiders,4-12 (25.0%),4-12  (25.0%),2-5 (28.6%),2-5-0  (28.6%),2-6 (25.0%),2-6-0 (25.0%),1-4 (20.0%),1-4-0 (20.0%),9-6-1 (60.0%)
Philadelphia Eagles,6-9-1 (40.0%),7-9  (43.8%),3-3 (50.0%),1-5-0  (16.7%),6-2 (75.0%),4-4-0 (50.0%),3-1 (75.0%),1-3-0 (25.0%),8-8-0 (50.0%)
Pittsburgh Steelers,11-5 (68.8%),9-6-1  (60.0%),10-2 (83.3%),8-4-0  (66.7%),7-1 (87.5%),5-3-0 (62.5%),7-0 (100.%),5-2-0 (71.4%),9-7-0 (56.3%)
San Diego Chargers,4-12 (25.0%),6-10  (37.5%),2-1 (66.7%),2-1-0  (66.7%),2-6 (25.0%),2-6-0 (25.0%),2-0 (100.%),2-0-0 (100.%),7-9-0 (43.8%)
San Francisco 49ers,13-3 (81.3%),8-7-1  (53.3%),13-3 (81.3%),8-7-1  (53.3%),8-0 (100.%),5-2-1 (71.4%),8-0 (100.%),5-2-1 (71.4%),9-7-0 (56.3%)
Seattle Seahawks,8-8 (50.0%),8-8  (50.0%),5-4 (55.6%),3-6-0  (33.3%),4-4 (50.0%),2-6-0 (25.0%),3-3 (50.0%),1-5-0 (16.7%),8-8-0 (50.0%)
St Louis Rams,5-11 (31.3%),7-8-1  (46.7%),2-2 (50.0%),2-2-0  (50.0%),2-6 (25.0%),3-5-0 (37.5%),2-2 (50.0%),2-2-0 (50.0%),9-7-0 (56.3%)
Tampa Bay Buccaneers,10-6 (62.5%),9-7  (56.3%),5-4 (55.6%),3-6-0  (33.3%),5-3 (62.5%),4-4-0 (50.0%),3-2 (60.0%),2-3-0 (40.0%),6-10-0 (37.5%)
Tennessee Oilers,8-8 (50.0%),10-6  (62.5%),3-2 (60.0%),3-2-0  (60.0%),6-2 (75.0%),6-2-0 (75.0%),3-1 (75.0%),3-1-0 (75.0%),9-7-0 (56.3%)
Washington Redskins,8-7-1 (53.3%),8-8  (50.0%),6-3 (66.7%),4-6-0  (40.0%),5-2 (71.4%),3-5-0 (37.5%),4-2 (66.7%),2-5-0 (28.6%),5-11-0 (31.3%)
