Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,8-8 (50.0%),6-10-0  (37.5%),7-9 (43.8%),5-11-0 (31.3%),5-6 (45.5%),3-8-0 (27.3%),2-3 (40.0%),2-3-0 (40.0%),9-7-0 (56.3%)
2,8-8 (50.0%),7-9-0  (43.8%),10-6 (62.5%),9-7-0 (56.3%),7-5 (58.3%),6-6-0 (50.0%),3-1 (75.0%),3-1-0 (75.0%),9-7-0 (56.3%)
3,8-7 (53.3%),6-9-0  (40.0%),9-7 (56.3%),9-7-0 (56.3%),6-5 (54.5%),5-6-0 (45.5%),2-2 (50.0%),3-1-0 (75.0%),9-7-0 (56.3%)
4,8-7 (53.3%),8-7-0  (53.3%),7-7 (50.0%),7-7-0 (50.0%),5-4 (55.6%),5-4-0 (55.6%),2-3 (40.0%),2-3-0 (40.0%),8-7-0 (53.3%)
5,8-6 (57.1%),6-7-1  (46.2%),7-7 (50.0%),5-8-1 (38.5%),5-4 (55.6%),3-5-1 (37.5%),2-3 (40.0%),2-3-0 (40.0%),7-7-0 (50.0%)
6,9-6 (60.0%),6-8-1  (42.9%),12-3 (80.0%),9-5-1 (64.3%),8-2 (80.0%),5-4-1 (55.6%),4-1 (80.0%),4-1-0 (80.0%),9-6-0 (60.0%)
7,7-7 (50.0%),6-9-0  (40.0%),8-5 (61.5%),7-7-0 (50.0%),5-4 (55.6%),4-6-0 (40.0%),3-1 (75.0%),3-1-0 (75.0%),6-8-1 (42.9%)
8,9-3 (75.0%),8-5-0  (61.5%),8-4 (66.7%),7-5-0 (58.3%),6-1 (85.7%),5-2-0 (71.4%),2-3 (40.0%),2-3-0 (40.0%),9-4-0 (69.2%)
9,10-3 (76.9%),8-4-1  (66.7%),7-6 (53.8%),6-6-1 (50.0%),6-2 (75.0%),5-3-0 (62.5%),1-4 (20.0%),1-3-1 (25.0%),8-5-0 (61.5%)
10,5-9 (35.7%),4-10-0  (28.6%),7-7 (50.0%),6-8-0 (42.9%),4-6 (40.0%),3-7-0 (30.0%),3-1 (75.0%),3-1-0 (75.0%),7-7-0 (50.0%)
11,11-3 (78.6%),9-5-0  (64.3%),8-5 (61.5%),6-7-0 (46.2%),8-3 (72.7%),6-5-0 (54.5%),0-2 (0.0%),0-2-0 (0.0%),3-11-0 (21.4%)
12,13-3 (81.3%),7-9-0  (43.8%),9-7 (56.3%),7-9-0 (43.8%),8-2 (80.0%),4-6-0 (40.0%),1-5 (16.7%),3-3-0 (50.0%),8-8-0 (50.0%)
13,10-4 (71.4%),9-5-0  (64.3%),9-6 (60.0%),10-5-0 (66.7%),8-4 (66.7%),8-4-0 (66.7%),0-2 (0.0%),1-1-0 (50.0%),7-7-1 (50.0%)
14,11-5 (68.8%),10-6-0  (62.5%),9-7 (56.3%),8-8-0 (50.0%),6-2 (75.0%),5-3-0 (62.5%),3-5 (37.5%),3-5-0 (37.5%),7-9-0 (43.8%)
15,12-4 (75.0%),8-8-0  (50.0%),7-9 (43.8%),5-11-0 (31.3%),7-4 (63.6%),4-7-0 (36.4%),0-5 (0.0%),1-4-0 (20.0%),7-9-0 (43.8%)
16,11-5 (68.8%),9-7-0  (56.3%),11-5 (68.8%),9-7-0 (56.3%),9-3 (75.0%),7-5-0 (58.3%),2-2 (50.0%),2-2-0 (50.0%),12-3-1 (80.0%)
17,13-3 (81.3%),8-7-1  (53.3%),10-6 (62.5%),7-8-1 (46.7%),8-1 (88.9%),4-4-1 (50.0%),2-5 (28.6%),3-4-0 (42.9%),8-8-0 (50.0%)
Playoffs,9-2 (81.8%),9-2-0  (81.8%),8-2 (80.0%),8-2-0 (80.0%),8-2 (80.0%),8-2-0 (80.0%),0-0,0-0-0,8-3-0 (72.7%)
