Atlanta Falcons,7-6-1 (53.8%),8-6  (57.1%),5-2 (71.4%),4-3-0  (57.1%),4-3 (57.1%),4-3-0 (57.1%),3-2 (60.0%),3-2-0 (60.0%),--
Baltimore Colts,10-4 (71.4%),9-4-1  (69.2%),9-2 (81.8%),8-3-0  (72.7%),5-2 (71.4%),5-2-0 (71.4%),5-2 (71.4%),5-2-0 (71.4%),--
Buffalo Bills,1-13 (7.1%),3-10-1  (23.1%),0-0,0-0-0,1-6 (14.3%),2-5-0 (28.6%),0-0,0-0-0,--
Chicago Bears,6-8 (42.9%),5-8-1  (38.5%),2-1 (66.7%),1-2-0  (33.3%),4-3 (57.1%),3-4-0 (42.9%),2-1 (66.7%),1-2-0 (33.3%),--
Cincinnati Bengals,4-10 (28.6%),7-7  (50.0%),3-4 (42.9%),3-4-0  (42.9%),3-4 (42.9%),5-2-0 (71.4%),3-1 (75.0%),3-1-0 (75.0%),--
Cleveland Browns,9-5 (64.3%),9-5  (64.3%),6-2 (75.0%),5-3-0  (62.5%),4-3 (57.1%),4-3-0 (57.1%),4-2 (66.7%),4-2-0 (66.7%),--
Dallas Cowboys,11-3 (78.6%),8-5-1  (61.5%),11-3 (78.6%),8-5-1  (61.5%),6-1 (85.7%),4-2-1 (66.7%),6-1 (85.7%),4-2-1 (66.7%),--
Denver Broncos,4-9-1 (30.8%),6-7-1  (46.2%),1-2 (33.3%),0-2-1  (0.0%),2-4 (33.3%),3-3-1 (50.0%),1-1 (50.0%),0-1-1 (0.0%),--
Detroit Lions,7-6-1 (53.8%),6-8  (42.9%),6-3 (66.7%),3-6-0  (33.3%),3-4 (42.9%),1-6-0 (14.3%),2-3 (40.0%),0-5-0 (0.0%),--
Green Bay Packers,4-8-2 (33.3%),7-7  (50.0%),2-2 (50.0%),2-3-0  (40.0%),3-3 (50.0%),3-4-0 (42.9%),2-2 (50.0%),2-3-0 (40.0%),--
Houston Oilers,4-9-1 (30.8%),6-7-1  (46.2%),0-1 (0.0%),0-2-0  (0.0%),3-3 (50.0%),4-3-0 (57.1%),0-0,0-1-0 (0.0%),--
Kansas City Chiefs,10-3-1 (76.9%),6-6-2  (50.0%),9-2 (81.8%),5-5-1  (50.0%),7-0 (100.%),4-2-1 (66.7%),7-0 (100.%),4-2-1 (66.7%),--
Los Angeles Rams,8-5-1 (61.5%),8-6  (57.1%),6-3 (66.7%),6-4-0  (60.0%),4-2 (66.7%),4-3-0 (57.1%),4-2 (66.7%),4-3-0 (57.1%),--
Miami Dolphins,10-3-1 (76.9%),8-5-1  (61.5%),9-2 (81.8%),7-4-1  (63.6%),6-1 (85.7%),4-2-1 (66.7%),6-1 (85.7%),4-2-1 (66.7%),--
Minnesota Vikings,11-3 (78.6%),8-6  (57.1%),11-3 (78.6%),8-6-0  (57.1%),5-2 (71.4%),4-3-0 (57.1%),5-2 (71.4%),4-3-0 (57.1%),--
New England Patriots,6-8 (42.9%),6-8  (42.9%),1-0 (100.%),0-1-0  (0.0%),5-2 (71.4%),4-3-0 (57.1%),1-0 (100.%),0-1-0 (0.0%),--
New Orleans Saints,4-8-2 (33.3%),7-7  (50.0%),0-1 (0.0%),0-1-0  (0.0%),2-4 (33.3%),3-4-0 (42.9%),0-1 (0.0%),0-1-0 (0.0%),--
New York Giants,4-10 (28.6%),6-8  (42.9%),0-2 (0.0%),0-2-0  (0.0%),1-6 (14.3%),2-5-0 (28.6%),0-1 (0.0%),0-1-0 (0.0%),--
New York Jets,6-8 (42.9%),7-7  (50.0%),4-2 (66.7%),4-2-0  (66.7%),4-3 (57.1%),5-2-0 (71.4%),3-1 (75.0%),3-1-0 (75.0%),--
Oakland Raiders,8-4-2 (66.7%),6-7-1  (46.2%),8-2 (80.0%),5-6-0  (45.5%),5-1 (83.3%),2-4-1 (33.3%),5-1 (83.3%),2-4-0 (33.3%),--
Philadelphia Eagles,6-7-1 (46.2%),8-5-1  (61.5%),1-1 (50.0%),1-1-0  (50.0%),3-4 (42.9%),4-3-0 (57.1%),0-1 (0.0%),0-1-0 (0.0%),--
Pittsburgh Steelers,6-8 (42.9%),7-6-1  (53.8%),4-2 (66.7%),3-2-1  (60.0%),5-2 (71.4%),4-2-1 (66.7%),4-1 (80.0%),3-1-1 (75.0%),--
San Diego Chargers,6-8 (42.9%),7-7  (50.0%),4-2 (66.7%),4-2-0  (66.7%),6-1 (85.7%),6-1-0 (85.7%),4-0 (100.%),4-0-0 (100.%),--
San Francisco 49ers,9-5 (64.3%),7-7  (50.0%),7-4 (63.6%),5-6-0  (45.5%),4-3 (57.1%),2-5-0 (28.6%),4-3 (57.1%),2-5-0 (28.6%),--
St Louis Cardinals,4-9-1 (30.8%),4-10  (28.6%),2-3 (40.0%),1-5-0  (16.7%),1-5 (16.7%),2-5-0 (28.6%),1-3 (25.0%),1-4-0 (20.0%),--
Washington Redskins,9-4-1 (69.2%),7-7  (50.0%),5-1 (83.3%),3-4-0  (42.9%),4-2 (66.7%),2-5-0 (28.6%),4-1 (80.0%),2-4-0 (33.3%),--
