Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,6-6 (50.0%),5-8-0  (38.5%),8-4 (66.7%),8-5-0 (61.5%),4-2 (66.7%),3-3-0 (50.0%),4-2 (66.7%),5-2-0 (71.4%),--
2,9-3 (75.0%),8-5-0  (61.5%),3-9 (25.0%),4-9-0 (30.8%),2-2 (50.0%),2-3-0 (40.0%),1-7 (12.5%),2-6-0 (25.0%),--
3,8-4 (66.7%),7-6-0  (53.8%),5-7 (41.7%),4-9-0 (30.8%),4-3 (57.1%),3-5-0 (37.5%),1-4 (20.0%),1-4-0 (20.0%),--
4,10-3 (76.9%),6-7-0  (46.2%),7-6 (53.8%),5-8-0 (38.5%),6-2 (75.0%),3-5-0 (37.5%),1-4 (20.0%),2-3-0 (40.0%),--
5,11-2 (84.6%),10-3-0  (76.9%),8-5 (61.5%),9-4-0 (69.2%),6-0 (100.%),6-0-0 (100.%),2-5 (28.6%),3-4-0 (42.9%),--
6,10-3 (76.9%),8-4-1  (66.7%),9-4 (69.2%),7-5-1 (58.3%),8-2 (80.0%),6-3-1 (66.7%),1-2 (33.3%),1-2-0 (33.3%),--
7,6-5 (54.5%),2-10-0  (16.7%),7-4 (63.6%),7-5-1 (58.3%),4-2 (66.7%),2-5-0 (28.6%),3-2 (60.0%),5-0-0 (100.%),--
8,6-5 (54.5%),3-10-0  (23.1%),6-5 (54.5%),10-3-0 (76.9%),3-2 (60.0%),3-3-0 (50.0%),3-3 (50.0%),7-0-0 (100.%),--
9,8-4 (66.7%),2-9-1  (18.2%),8-5 (61.5%),4-8-1 (33.3%),7-4 (63.6%),2-8-1 (20.0%),0-1 (0.0%),1-0-0 (100.%),--
10,12-1 (92.3%),10-2-1  (83.3%),8-5 (61.5%),6-6-1 (50.0%),8-1 (88.9%),6-2-1 (75.0%),0-4 (0.0%),0-4-0 (0.0%),--
11,5-6 (45.5%),5-6-0  (45.5%),6-7 (46.2%),6-7-0 (46.2%),4-6 (40.0%),4-6-0 (40.0%),0-1 (0.0%),0-1-0 (0.0%),--
12,7-5 (58.3%),6-6-1  (50.0%),10-2 (83.3%),9-3-1 (75.0%),7-2 (77.8%),6-3-1 (66.7%),3-0 (100.%),3-0-0 (100.%),--
13,8-3 (72.7%),7-4-0  (63.6%),8-5 (61.5%),7-6-0 (53.8%),7-3 (70.0%),6-4-0 (60.0%),0-1 (0.0%),0-1-0 (0.0%),--
14,10-2 (83.3%),7-4-1  (63.6%),7-6 (53.8%),4-8-1 (33.3%),6-2 (75.0%),3-4-1 (42.9%),0-4 (0.0%),0-4-0 (0.0%),--
Playoffs,6-1 (85.7%),5-2-0  (71.4%),3-3 (50.0%),2-4-0 (33.3%),3-1 (75.0%),2-2-0 (50.0%),0-2 (0.0%),0-2-0 (0.0%),0-1-0 (0.0%)
