Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,12-2 (85.7%),7-5-2  (58.3%),7-8 (46.7%),8-5-2 (61.5%),6-2 (75.0%),5-3-0 (62.5%),0-6 (0.0%),2-2-2 (50.0%),5-10-0 (33.3%)
2,10-4 (71.4%),9-5-0  (64.3%),8-6 (57.1%),9-5-0 (64.3%),5-1 (83.3%),5-1-0 (83.3%),3-5 (37.5%),4-4-0 (50.0%),5-9-0 (35.7%)
3,9-5 (64.3%),9-5-0  (64.3%),7-7 (50.0%),7-7-0 (50.0%),5-3 (62.5%),5-3-0 (62.5%),2-4 (33.3%),2-4-0 (33.3%),8-6-0 (57.1%)
4,11-4 (73.3%),9-5-1  (64.3%),11-4 (73.3%),9-5-1 (64.3%),9-2 (81.8%),7-3-1 (70.0%),2-2 (50.0%),2-2-0 (50.0%),5-9-1 (35.7%)
5,8-5 (61.5%),2-9-2  (18.2%),10-4 (71.4%),6-6-2 (50.0%),6-2 (75.0%),1-5-2 (16.7%),3-2 (60.0%),4-1-0 (80.0%),9-4-1 (69.2%)
6,2-11 (15.4%),1-12-0  (7.7%),5-8 (38.5%),6-7-0 (46.2%),0-6 (0.0%),0-6-0 (0.0%),5-2 (71.4%),6-1-0 (85.7%),5-8-0 (38.5%)
7,9-5 (64.3%),6-8-0  (42.9%),8-6 (57.1%),7-7-0 (50.0%),6-3 (66.7%),4-5-0 (44.4%),2-3 (40.0%),3-2-0 (60.0%),11-3-0 (78.6%)
8,9-5 (64.3%),6-8-0  (42.9%),8-6 (57.1%),5-9-0 (35.7%),7-4 (63.6%),4-7-0 (36.4%),1-2 (33.3%),1-2-0 (33.3%),7-7-0 (50.0%)
9,13-2 (86.7%),10-4-1  (71.4%),9-6 (60.0%),9-5-1 (64.3%),8-1 (88.9%),7-2-0 (77.8%),1-5 (16.7%),2-3-1 (40.0%),6-9-0 (40.0%)
10,9-6 (60.0%),6-9-0  (40.0%),5-10 (33.3%),8-7-0 (53.3%),5-6 (45.5%),5-6-0 (45.5%),0-4 (0.0%),3-1-0 (75.0%),9-5-1 (64.3%)
11,8-6 (57.1%),4-8-2  (33.3%),3-12 (20.0%),5-8-2 (38.5%),2-6 (25.0%),2-6-0 (25.0%),0-6 (0.0%),2-2-2 (50.0%),7-8-0 (46.7%)
12,11-4 (73.3%),6-8-1  (42.9%),7-8 (46.7%),4-10-1 (28.6%),7-4 (63.6%),3-7-1 (30.0%),0-4 (0.0%),1-3-0 (25.0%),5-10-0 (33.3%)
13,11-4 (73.3%),8-7-0  (53.3%),12-3 (80.0%),9-6-0 (60.0%),10-2 (83.3%),7-5-0 (58.3%),2-1 (66.7%),2-1-0 (66.7%),6-9-0 (40.0%)
14,10-5 (66.7%),7-8-0  (46.7%),9-6 (60.0%),8-7-0 (53.3%),6-2 (75.0%),4-4-0 (50.0%),3-4 (42.9%),4-3-0 (57.1%),6-9-0 (40.0%)
15,11-4 (73.3%),7-7-1  (50.0%),10-5 (66.7%),8-6-1 (57.1%),10-4 (71.4%),7-6-1 (53.8%),0-1 (0.0%),1-0-0 (100.%),7-7-1 (50.0%)
16,7-8 (46.7%),4-10-1  (28.6%),8-7 (53.3%),5-9-1 (35.7%),6-6 (50.0%),3-8-1 (27.3%),2-1 (66.7%),2-1-0 (66.7%),8-7-0 (53.3%)
17,11-4 (73.3%),9-6-0  (60.0%),9-6 (60.0%),7-8-0 (46.7%),8-3 (72.7%),6-5-0 (54.5%),1-3 (25.0%),1-3-0 (25.0%),8-7-0 (53.3%)
Playoffs,7-4 (63.6%),5-5-1  (50.0%),7-3 (70.0%),5-4-1 (55.6%),7-3 (70.0%),5-4-1 (55.6%),0-0,0-0-0,7-4-0 (63.6%)
