Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,10-5 (66.7%),8-7-1  (53.3%),8-7 (53.3%),7-8-1 (46.7%),7-4 (63.6%),5-5-1 (50.0%),1-3 (25.0%),2-3-0 (40.0%),9-7-0 (56.3%)
2,9-6 (60.0%),6-10-0  (37.5%),11-4 (73.3%),9-7-0 (56.3%),8-3 (72.7%),5-6-0 (45.5%),3-1 (75.0%),4-1-0 (80.0%),8-8-0 (50.0%)
3,9-7 (56.3%),7-9-0  (43.8%),10-6 (62.5%),10-6-0 (62.5%),8-5 (61.5%),7-6-0 (53.8%),2-1 (66.7%),3-0-0 (100.%),8-8-0 (50.0%)
4,12-3 (80.0%),8-7-0  (53.3%),9-6 (60.0%),7-8-0 (46.7%),8-2 (80.0%),5-5-0 (50.0%),1-4 (20.0%),2-3-0 (40.0%),9-6-0 (60.0%)
5,11-4 (73.3%),8-7-0  (53.3%),12-3 (80.0%),11-4-0 (73.3%),10-2 (83.3%),8-4-0 (66.7%),2-1 (66.7%),3-0-0 (100.%),8-7-0 (53.3%)
6,10-5 (66.7%),5-9-1  (35.7%),9-5 (64.3%),6-7-1 (46.2%),6-2 (75.0%),2-5-1 (28.6%),3-3 (50.0%),4-2-0 (66.7%),9-6-0 (60.0%)
7,10-4 (71.4%),7-7-0  (50.0%),5-8 (38.5%),3-10-0 (23.1%),4-3 (57.1%),2-5-0 (28.6%),1-5 (16.7%),1-5-0 (16.7%),4-10-0 (28.6%)
8,11-3 (78.6%),8-6-0  (57.1%),8-6 (57.1%),5-9-0 (35.7%),6-1 (85.7%),3-4-0 (42.9%),2-5 (28.6%),2-5-0 (28.6%),5-8-1 (38.5%)
9,6-7 (46.2%),6-7-0  (46.2%),6-7 (46.2%),6-7-0 (46.2%),4-5 (44.4%),4-5-0 (44.4%),2-2 (50.0%),2-2-0 (50.0%),6-7-0 (46.2%)
10,8-6 (57.1%),5-8-1  (38.5%),8-6 (57.1%),5-8-1 (38.5%),6-4 (60.0%),3-6-1 (33.3%),2-2 (50.0%),2-2-0 (50.0%),8-6-0 (57.1%)
11,9-4 (69.2%),3-6-4  (33.3%),8-5 (61.5%),5-4-4 (55.6%),7-3 (70.0%),3-4-3 (42.9%),1-2 (33.3%),2-0-1 (100.%),7-6-0 (53.8%)
12,12-3 (80.0%),10-5-0  (66.7%),11-4 (73.3%),9-6-0 (60.0%),9-1 (90.0%),7-3-0 (70.0%),2-3 (40.0%),2-3-0 (40.0%),7-8-0 (46.7%)
13,9-7 (56.3%),7-9-0  (43.8%),10-6 (62.5%),10-6-0 (62.5%),6-3 (66.7%),5-4-0 (55.6%),4-3 (57.1%),5-2-0 (71.4%),5-11-0 (31.3%)
14,9-7 (56.3%),7-9-0  (43.8%),11-5 (68.8%),9-7-0 (56.3%),6-2 (75.0%),4-4-0 (50.0%),5-3 (62.5%),5-3-0 (62.5%),7-9-0 (43.8%)
15,10-6 (62.5%),6-9-1  (40.0%),9-7 (56.3%),8-7-1 (53.3%),7-4 (63.6%),5-6-0 (45.5%),2-3 (40.0%),3-1-1 (75.0%),6-9-1 (40.0%)
16,12-4 (75.0%),6-10-0  (37.5%),9-7 (56.3%),3-13-0 (18.8%),7-2 (77.8%),1-8-0 (11.1%),2-5 (28.6%),2-5-0 (28.6%),6-9-1 (40.0%)
17,12-4 (75.0%),8-8-0  (50.0%),8-8 (50.0%),6-10-0 (37.5%),8-4 (66.7%),5-7-0 (41.7%),0-4 (0.0%),1-3-0 (25.0%),8-8-0 (50.0%)
Playoffs,6-5 (54.5%),4-7-0  (36.4%),5-5 (50.0%),3-7-0 (30.0%),5-5 (50.0%),3-7-0 (30.0%),0-0,0-0-0,4-7-0 (36.4%)
