Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders,Additional Notes
Atlanta Falcons,6-10 (37.5%),7-8-1  (46.7%),3-3 (50.0%),3-3-0  (50.0%),3-5 (37.5%),3-4-1 (42.9%),3-1 (75.0%),3-1-0 (75.0%),8-7-1 (53.3%)
Baltimore Colts,5-11 (31.3%),7-8-1  (46.7%),1-1 (50.0%),1-1-0  (50.0%),3-5 (37.5%),3-4-1 (42.9%),1-1 (50.0%),1-1-0 (50.0%),9-7-0 (56.3%)
Buffalo Bills,7-9 (43.8%),7-7-2  (50.0%),3-2 (60.0%),1-2-2  (33.3%),3-5 (37.5%),3-4-1 (42.9%),2-2 (50.0%),1-2-1 (33.3%),4-12-0 (25.0%)
Chicago Bears,10-6 (62.5%),8-7-1  (53.3%),7-2 (77.8%),4-4-1  (50.0%),6-2 (75.0%),5-2-1 (71.4%),5-1 (83.3%),4-1-1 (80.0%),8-8-0 (50.0%)
Cincinnati Bengals,4-12 (25.0%),6-8-2  (42.9%),3-1 (75.0%),3-1-0  (75.0%),4-4 (50.0%),5-1-2 (83.3%),3-0 (100.%),3-0-0 (100.%),11-4-1 (73.3%)
Cleveland Browns,9-7 (56.3%),8-8  (50.0%),3-2 (60.0%),1-4-0  (20.0%),5-3 (62.5%),3-5-0 (37.5%),3-2 (60.0%),1-4-0 (20.0%),10-6-0 (62.5%)
Dallas Cowboys,11-5 (68.8%),5-11  (31.3%),11-4 (73.3%),5-10-0  (33.3%),6-2 (75.0%),3-5-0 (37.5%),6-2 (75.0%),3-5-0 (37.5%),9-7-0 (56.3%)
Denver Broncos,10-6 (62.5%),8-7-1  (53.3%),8-4 (66.7%),6-5-1  (54.5%),6-2 (75.0%),5-3-0 (62.5%),4-2 (66.7%),3-3-0 (50.0%),6-9-1 (40.0%)
Detroit Lions,2-14 (12.5%),4-11-1  (26.7%),0-2 (0.0%),0-2-0  (0.0%),2-6 (25.0%),3-4-1 (42.9%),0-2 (0.0%),0-2-0 (0.0%),8-8-0 (50.0%)
Green Bay Packers,5-11 (31.3%),6-8-2  (42.9%),3-1 (75.0%),3-1-0  (75.0%),4-4 (50.0%),5-3-0 (62.5%),3-1 (75.0%),3-1-0 (75.0%),6-10-0 (37.5%)
Houston Oilers,11-5 (68.8%),8-7-1  (53.3%),8-3 (72.7%),5-5-1  (50.0%),6-2 (75.0%),5-3-0 (62.5%),5-2 (71.4%),4-3-0 (57.1%),12-4-0 (75.0%)
Kansas City Chiefs,7-9 (43.8%),7-7-2  (50.0%),1-1 (50.0%),1-1-0  (50.0%),3-5 (37.5%),3-4-1 (42.9%),1-1 (50.0%),1-1-0 (50.0%),5-10-1 (33.3%)
Los Angeles Rams,9-7 (56.3%),5-10-1  (33.3%),7-4 (63.6%),3-7-1  (30.0%),4-4 (50.0%),1-7-0 (12.5%),4-3 (57.1%),1-6-0 (14.3%),9-7-0 (56.3%)
Miami Dolphins,10-6 (62.5%),8-7-1  (53.3%),10-4 (71.4%),8-5-1  (61.5%),6-2 (75.0%),6-2-0 (75.0%),6-2 (75.0%),6-2-0 (75.0%),9-7-0 (56.3%)
Minnesota Vikings,7-9 (43.8%),8-8  (50.0%),5-0 (100.%),4-1-0  (80.0%),5-3 (62.5%),4-4-0 (50.0%),5-0 (100.%),4-1-0 (80.0%),10-6-0 (62.5%)
New England Patriots,9-7 (56.3%),6-9-1  (40.0%),9-5 (64.3%),6-7-1  (46.2%),6-2 (75.0%),4-4-0 (50.0%),6-1 (85.7%),4-3-0 (57.1%),11-5-0 (68.8%)
New Orleans Saints,8-8 (50.0%),8-8  (50.0%),4-4 (50.0%),4-4-0  (50.0%),3-5 (37.5%),3-5-0 (37.5%),3-4 (42.9%),3-4-0 (42.9%),9-6-1 (60.0%)
