Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders,Additional Notes
1,5-9 (35.7%),3-11-0  (21.4%),2-12 (14.3%),4-10-0 (28.6%),2-9 (18.2%),2-9-0 (18.2%),0-3 (0.0%),2-1-0 (66.7%),6-8-0 (42.9%)
2,7-6 (53.8%),5-7-1  (41.7%),4-10 (28.6%),4-9-1 (30.8%),4-6 (40.0%),3-6-1 (33.3%),0-3 (0.0%),1-2-0 (33.3%),6-8-0 (42.9%)
3,10-4 (71.4%),7-4-3  (63.6%),9-5 (64.3%),6-5-3 (54.5%),7-2 (77.8%),4-2-3 (66.7%),2-3 (40.0%),2-3-0 (40.0%),10-3-1 (76.9%)
4,9-5 (64.3%),6-8-0  (42.9%),8-6 (57.1%),5-9-0 (35.7%),7-4 (63.6%),4-7-0 (36.4%),1-2 (33.3%),1-2-0 (33.3%),7-7-0 (50.0%)
5,9-5 (64.3%),7-6-1  (53.8%),7-7 (50.0%),5-8-1 (38.5%),6-4 (60.0%),4-5-1 (44.4%),1-3 (25.0%),1-3-0 (25.0%),8-5-1 (61.5%)
6,6-7 (46.2%),4-9-0  (30.8%),6-8 (42.9%),4-10-0 (28.6%),3-5 (37.5%),1-7-0 (12.5%),2-3 (40.0%),2-3-0 (40.0%),6-8-0 (42.9%)
7,8-6 (57.1%),8-6-0  (57.1%),10-4 (71.4%),10-4-0 (71.4%),7-3 (70.0%),7-3-0 (70.0%),3-1 (75.0%),3-1-0 (75.0%),13-1-0 (92.9%)
8,4-6 (40.0%),3-8-0  (27.3%),3-10 (23.1%),4-10-0 (28.6%),1-5 (16.7%),1-6-0 (14.3%),1-3 (25.0%),2-2-0 (50.0%),7-7-0 (50.0%)
9,9-5 (64.3%),6-8-0  (42.9%),8-6 (57.1%),7-7-0 (50.0%),7-4 (63.6%),5-6-0 (45.5%),1-2 (33.3%),2-1-0 (66.7%),8-6-0 (57.1%)
10,11-3 (78.6%),11-3-0  (78.6%),8-6 (57.1%),8-6-0 (57.1%),8-3 (72.7%),8-3-0 (72.7%),0-3 (0.0%),0-3-0 (0.0%),5-8-1 (38.5%)
11,5-8 (38.5%),4-9-0  (30.8%),9-5 (64.3%),8-6-0 (57.1%),3-3 (50.0%),2-4-0 (33.3%),5-2 (71.4%),5-2-0 (71.4%),6-7-1 (46.2%)
12,6-7 (46.2%),6-7-0  (46.2%),6-8 (42.9%),6-8-0 (42.9%),4-5 (44.4%),4-5-0 (44.4%),2-2 (50.0%),2-2-0 (50.0%),8-6-0 (57.1%)
13,12-2 (85.7%),9-5-0  (64.3%),14-0 (100.%),11-3-0 (78.6%),12-0 (100.%),9-3-0 (75.0%),2-0 (100.%),2-0-0 (100.%),8-6-0 (57.1%)
14,9-4 (69.2%),7-5-1  (58.3%),7-7 (50.0%),7-6-1 (53.8%),4-2 (66.7%),3-2-1 (60.0%),2-5 (28.6%),3-4-0 (42.9%),3-11-0 (21.4%)
15,7-7 (50.0%),3-11-0  (21.4%),5-9 (35.7%),3-11-0 (21.4%),4-6 (40.0%),1-9-0 (10.0%),1-3 (25.0%),2-2-0 (50.0%),7-7-0 (50.0%)
16,9-4 (69.2%),7-6-0  (53.8%),13-1 (92.9%),11-3-0 (78.6%),9-1 (90.0%),7-3-0 (70.0%),3-0 (100.%),3-0-0 (100.%),9-5-0 (64.3%)
Playoffs,6-3 (66.7%),4-5-0  (44.4%),6-2 (75.0%),4-4-0 (50.0%),6-2 (75.0%),4-4-0 (50.0%),0-0,0-0-0,4-5-0 (44.4%)
