Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders,Additional Notes
Atlanta Falcons,7-9 (43.8%),9-7  (56.3%),3-4 (42.9%),3-4-0  (42.9%),4-4 (50.0%),4-4-0 (50.0%),3-4 (42.9%),3-4-0 (42.9%),10-6-0 (62.5%)
Baltimore Colts,7-9 (43.8%),8-7-1  (53.3%),1-0 (100.%),1-0-0  (100.%),3-5 (37.5%),3-5-0 (37.5%),1-0 (100.%),1-0-0 (100.%),8-8-0 (50.0%)
Buffalo Bills,8-8 (50.0%),7-8-1  (46.7%),4-1 (80.0%),3-1-1  (75.0%),3-5 (37.5%),2-5-1 (28.6%),3-1 (75.0%),2-1-1 (66.7%),7-8-1 (46.7%)
Chicago Bears,8-8 (50.0%),8-6-2  (57.1%),2-4 (33.3%),2-4-0  (33.3%),5-3 (62.5%),5-3-0 (62.5%),2-3 (40.0%),2-3-0 (40.0%),7-9-0 (43.8%)
Cincinnati Bengals,7-9 (43.8%),7-9  (43.8%),4-5 (44.4%),4-5-0  (44.4%),4-4 (50.0%),4-4-0 (50.0%),3-3 (50.0%),3-3-0 (50.0%),7-9-0 (43.8%)
Cleveland Browns,9-7 (56.3%),8-8  (50.0%),5-4 (55.6%),4-5-0  (44.4%),6-2 (75.0%),5-3-0 (62.5%),5-2 (71.4%),4-3-0 (57.1%),10-6-0 (62.5%)
Dallas Cowboys,12-4 (75.0%),9-7  (56.3%),12-3 (80.0%),9-6-0  (60.0%),6-2 (75.0%),4-4-0 (50.0%),6-2 (75.0%),4-4-0 (50.0%),12-4-0 (75.0%)
Denver Broncos,9-7 (56.3%),9-7  (56.3%),6-2 (75.0%),5-3-0  (62.5%),6-2 (75.0%),5-3-0 (62.5%),4-1 (80.0%),3-2-0 (60.0%),8-7-1 (53.3%)
Detroit Lions,9-7 (56.3%),8-8  (50.0%),4-3 (57.1%),3-4-0  (42.9%),6-2 (75.0%),5-3-0 (62.5%),4-2 (66.7%),3-3-0 (50.0%),9-7-0 (56.3%)
Green Bay Packers,8-8 (50.0%),4-10-2  (28.6%),6-5 (54.5%),2-7-2  (22.2%),5-3 (62.5%),3-3-2 (50.0%),4-3 (57.1%),2-3-2 (40.0%),10-6-0 (62.5%)
Houston Oilers,2-14 (12.5%),7-9  (43.8%),0-0,0-0-0,2-6 (25.0%),5-3-0 (62.5%),0-0,0-0-0,11-5-0 (68.8%)
Kansas City Chiefs,6-10 (37.5%),9-7  (56.3%),4-1 (80.0%),3-2-0  (60.0%),5-3 (62.5%),6-2-0 (75.0%),3-1 (75.0%),3-1-0 (75.0%),10-6-0 (62.5%)
Los Angeles Raiders,12-4 (75.0%),10-5-1  (66.7%),10-3 (76.9%),8-5-0  (61.5%),6-2 (75.0%),4-4-0 (50.0%),6-2 (75.0%),4-4-0 (50.0%),9-6-1 (60.0%)
Los Angeles Rams,9-7 (56.3%),9-5-2  (64.3%),5-2 (71.4%),4-2-1  (66.7%),5-3 (62.5%),4-3-1 (57.1%),5-1 (83.3%),4-1-1 (80.0%),9-7-0 (56.3%)
Miami Dolphins,12-4 (75.0%),10-6  (62.5%),10-3 (76.9%),8-5-0  (61.5%),7-1 (87.5%),6-2-0 (75.0%),7-1 (87.5%),6-2-0 (75.0%),7-9-0 (43.8%)
Minnesota Vikings,8-8 (50.0%),9-7  (56.3%),3-5 (37.5%),3-5-0  (37.5%),3-5 (37.5%),3-5-0 (37.5%),2-4 (33.3%),2-4-0 (33.3%),5-10-1 (33.3%)
New England Patriots,8-8 (50.0%),8-8  (50.0%),1-2 (33.3%),1-2-0  (33.3%),5-3 (62.5%),5-3-0 (62.5%),1-2 (33.3%),1-2-0 (33.3%),4-12-0 (25.0%)
New Orleans Saints,8-8 (50.0%),7-7-2  (50.0%),5-3 (62.5%),3-4-1  (42.9%),5-3 (62.5%),3-4-1 (42.9%),4-3 (57.1%),2-4-1 (33.3%),9-7-0 (56.3%)
New York Giants,3-12-1 (20.0%),5-11  (31.3%),1-3 (25.0%),1-3-0  (25.0%),1-7 (12.5%),1-7-0 (12.5%),1-3 (25.0%),1-3-0 (25.0%),6-10-0 (37.5%)
New York Jets,7-9 (43.8%),6-10  (37.5%),4-8 (33.3%),3-9-0  (25.0%),2-6 (25.0%),1-7-0 (12.5%),2-6 (25.0%),1-7-0 (12.5%),7-8-1 (46.7%)
Philadelphia Eagles,5-11 (31.3%),6-10  (37.5%),0-5 (0.0%),0-5-0  (0.0%),1-7 (12.5%),1-7-0 (12.5%),0-5 (0.0%),0-5-0 (0.0%),6-10-0 (37.5%)
Pittsburgh Steelers,10-6 (62.5%),8-8  (50.0%),7-5 (58.3%),5-7-0  (41.7%),4-4 (50.0%),2-6-0 (25.0%),4-4 (50.0%),2-6-0 (25.0%),9-7-0 (56.3%)
San Diego Chargers,6-10 (37.5%),5-11  (31.3%),4-6 (40.0%),2-8-0  (20.0%),4-4 (50.0%),4-4-0 (50.0%),3-2 (60.0%),2-3-0 (40.0%),8-8-0 (50.0%)
San Francisco 49ers,10-6 (62.5%),9-7  (56.3%),6-6 (50.0%),5-7-0  (41.7%),4-4 (50.0%),3-5-0 (37.5%),3-4 (42.9%),2-5-0 (28.6%),7-9-0 (43.8%)
