Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders,Additional Notes
1,7-7 (50.0%),3-11-0  (21.4%),7-8 (46.7%),7-8-0 (46.7%),4-5 (44.4%),2-7-0 (22.2%),2-3 (40.0%),4-1-0 (80.0%),8-7-0 (53.3%)
2,10-5 (66.7%),5-10-0  (33.3%),8-7 (53.3%),7-8-0 (46.7%),6-3 (66.7%),3-6-0 (33.3%),2-4 (33.3%),4-2-0 (66.7%),5-10-0 (33.3%)
3,10-3 (76.9%),7-5-1  (58.3%),9-5 (64.3%),6-7-1 (46.2%),7-2 (77.8%),4-4-1 (50.0%),1-3 (25.0%),1-3-0 (25.0%),6-8-0 (42.9%)
4,10-4 (71.4%),5-7-2  (41.7%),8-6 (57.1%),4-8-2 (33.3%),7-3 (70.0%),3-6-1 (33.3%),1-3 (25.0%),1-2-1 (33.3%),5-9-0 (35.7%)
5,9-5 (64.3%),4-10-0  (28.6%),7-7 (50.0%),4-10-0 (28.6%),6-4 (60.0%),2-8-0 (20.0%),1-3 (25.0%),2-2-0 (50.0%),6-8-0 (42.9%)
6,6-8 (42.9%),4-9-1  (30.8%),5-9 (35.7%),4-9-1 (30.8%),1-4 (20.0%),0-5-0 (0.0%),4-5 (44.4%),4-4-1 (50.0%),7-7-0 (50.0%)
7,13-1 (92.9%),8-6-0  (57.1%),11-3 (78.6%),6-8-0 (42.9%),11-1 (91.7%),6-6-0 (50.0%),0-2 (0.0%),0-2-0 (0.0%),6-7-1 (46.2%)
8,9-5 (64.3%),8-6-0  (57.1%),6-8 (42.9%),7-7-0 (50.0%),4-3 (57.1%),4-3-0 (57.1%),2-5 (28.6%),3-4-0 (42.9%),7-7-0 (50.0%)
9,9-4 (69.2%),8-5-0  (61.5%),7-7 (50.0%),6-8-0 (42.9%),6-3 (66.7%),5-4-0 (55.6%),1-3 (25.0%),1-3-0 (25.0%),7-7-0 (50.0%)
10,9-6 (60.0%),5-9-1  (35.7%),10-5 (66.7%),9-5-1 (64.3%),6-2 (75.0%),4-4-0 (50.0%),4-3 (57.1%),5-1-1 (83.3%),7-8-0 (46.7%)
11,11-3 (78.6%),10-4-0  (71.4%),9-6 (60.0%),10-5-0 (66.7%),7-1 (87.5%),7-1-0 (87.5%),2-4 (33.3%),3-3-0 (50.0%),9-6-0 (60.0%)
12,11-4 (73.3%),6-7-2  (46.2%),8-7 (53.3%),4-9-2 (30.8%),8-4 (66.7%),4-7-1 (36.4%),0-3 (0.0%),0-2-1 (0.0%),8-7-0 (53.3%)
13,10-5 (66.7%),9-6-0  (60.0%),11-4 (73.3%),10-5-0 (66.7%),8-2 (80.0%),7-3-0 (70.0%),3-2 (60.0%),3-2-0 (60.0%),11-4-0 (73.3%)
14,9-6 (60.0%),7-8-0  (46.7%),10-5 (66.7%),8-7-0 (53.3%),8-4 (66.7%),6-6-0 (50.0%),2-1 (66.7%),2-1-0 (66.7%),7-8-0 (46.7%)
15,11-4 (73.3%),7-8-0  (46.7%),12-3 (80.0%),10-5-0 (66.7%),9-1 (90.0%),6-4-0 (60.0%),3-2 (60.0%),4-1-0 (80.0%),8-7-0 (53.3%)
16,9-6 (60.0%),6-8-1  (42.9%),9-6 (60.0%),11-3-1 (78.6%),5-2 (71.4%),5-2-0 (71.4%),4-4 (50.0%),6-1-1 (85.7%),9-6-0 (60.0%)
17,10-5 (66.7%),8-6-1  (57.1%),11-4 (73.3%),9-5-1 (64.3%),8-2 (80.0%),6-3-1 (66.7%),3-2 (60.0%),3-2-0 (60.0%),7-8-0 (46.7%)
Playoffs,8-3 (72.7%),5-5-1  (50.0%),7-3 (70.0%),5-5-0 (50.0%),7-3 (70.0%),5-5-0 (50.0%),0-0,0-0-0,3-8-0 (27.3%)
