Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,10-4 (71.4%),6-7-1  (46.2%),8-7 (53.3%),6-8-1 (42.9%),7-3 (70.0%),4-5-1 (44.4%),1-3 (25.0%),2-2-0 (50.0%),6-8-1 (42.9%)
2,13-2 (86.7%),9-5-1  (64.3%),9-6 (60.0%),5-9-1 (35.7%),9-2 (81.8%),5-5-1 (50.0%),0-4 (0.0%),0-4-0 (0.0%),8-6-1 (57.1%)
3,12-3 (80.0%),8-7-0  (53.3%),8-7 (53.3%),8-7-0 (53.3%),8-3 (72.7%),6-5-0 (54.5%),0-4 (0.0%),2-2-0 (50.0%),7-7-1 (50.0%)
4,9-3 (75.0%),7-5-0  (58.3%),9-3 (75.0%),9-3-0 (75.0%),8-2 (80.0%),7-3-0 (70.0%),1-1 (50.0%),2-0-0 (100.%),9-3-0 (75.0%)
5,8-5 (61.5%),5-7-1  (41.7%),6-7 (46.2%),5-7-1 (41.7%),4-3 (57.1%),2-4-1 (33.3%),2-4 (33.3%),3-3-0 (50.0%),6-7-0 (46.2%)
6,9-4 (69.2%),5-7-1  (41.7%),11-2 (84.6%),7-5-1 (58.3%),9-2 (81.8%),5-5-1 (50.0%),2-0 (100.%),2-0-0 (100.%),10-3-0 (76.9%)
7,7-6 (53.8%),3-10-0  (23.1%),10-3 (76.9%),8-5-0 (61.5%),5-1 (83.3%),2-4-0 (33.3%),5-2 (71.4%),6-1-0 (85.7%),8-5-0 (61.5%)
8,5-7 (41.7%),4-8-0  (33.3%),7-6 (53.8%),6-7-0 (46.2%),3-4 (42.9%),2-5-0 (28.6%),3-2 (60.0%),3-2-0 (60.0%),9-4-0 (69.2%)
9,8-5 (61.5%),7-6-0  (53.8%),7-6 (53.8%),6-7-0 (46.2%),6-4 (60.0%),5-5-0 (50.0%),1-2 (33.3%),1-2-0 (33.3%),1-12-0 (7.7%)
10,7-6 (53.8%),6-7-0  (46.2%),7-7 (50.0%),8-6-0 (57.1%),5-5 (50.0%),5-5-0 (50.0%),1-2 (33.3%),2-1-0 (66.7%),7-7-0 (50.0%)
11,9-5 (64.3%),7-7-0  (50.0%),7-7 (50.0%),7-7-0 (50.0%),6-4 (60.0%),5-5-0 (50.0%),1-3 (25.0%),2-2-0 (50.0%),10-4-0 (71.4%)
12,10-4 (71.4%),6-8-0  (42.9%),7-8 (46.7%),5-10-0 (33.3%),6-4 (60.0%),3-7-0 (30.0%),0-4 (0.0%),1-3-0 (25.0%),9-6-0 (60.0%)
13,9-6 (60.0%),8-7-0  (53.3%),9-6 (60.0%),10-5-0 (66.7%),5-2 (71.4%),5-2-0 (71.4%),4-4 (50.0%),5-3-0 (62.5%),9-6-0 (60.0%)
14,9-6 (60.0%),6-9-0  (40.0%),10-5 (66.7%),7-8-0 (46.7%),8-4 (66.7%),5-7-0 (41.7%),2-1 (66.7%),2-1-0 (66.7%),6-9-0 (40.0%)
15,10-5 (66.7%),7-7-1  (50.0%),9-6 (60.0%),6-8-1 (42.9%),6-2 (75.0%),3-4-1 (42.9%),3-4 (42.9%),3-4-0 (42.9%),5-9-1 (35.7%)
16,10-5 (66.7%),5-10-0  (33.3%),12-3 (80.0%),7-8-0 (46.7%),9-2 (81.8%),4-7-0 (36.4%),3-1 (75.0%),3-1-0 (75.0%),9-6-0 (60.0%)
17,10-5 (66.7%),8-7-0  (53.3%),8-7 (53.3%),6-9-0 (40.0%),5-2 (71.4%),3-4-0 (42.9%),3-5 (37.5%),3-5-0 (37.5%),10-5-0 (66.7%)
Playoffs,7-4 (63.6%),5-6-0  (45.5%),7-3 (70.0%),6-4-0 (60.0%),6-3 (66.7%),5-4-0 (55.6%),1-0 (100.%),1-0-0 (100.%),6-5-0 (54.5%)
