Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders,Additional Notes
Arizona Cardinals,4-12 (25.0%),6-10  (37.5%),0-0,0-0-0,4-4 (50.0%),6-2-0 (75.0%),0-0,0-0-0,7-9-0 (43.8%)
Atlanta Falcons,5-11 (31.3%),6-10  (37.5%),1-1 (50.0%),1-1-0  (50.0%),2-6 (25.0%),2-6-0 (25.0%),1-1 (50.0%),1-1-0 (50.0%),7-9-0 (43.8%)
Baltimore Ravens,10-6 (62.5%),8-6-2  (57.1%),9-2 (81.8%),6-3-2  (66.7%),7-1 (87.5%),4-2-2 (66.7%),7-0 (100.%),4-1-2 (80.0%),9-7-0 (56.3%)
Buffalo Bills,6-10 (37.5%),6-8-2  (42.9%),5-4 (55.6%),4-5-0  (44.4%),4-4 (50.0%),3-4-1 (42.9%),4-3 (57.1%),3-4-0 (42.9%),2-14-0 (12.5%)
Carolina Panthers,11-5 (68.8%),6-10  (37.5%),7-3 (70.0%),2-8-0  (20.0%),6-2 (75.0%),2-6-0 (25.0%),5-1 (83.3%),1-5-0 (16.7%),8-7-1 (53.3%)
Chicago Bears,7-9 (43.8%),8-8  (50.0%),4-0 (100.%),3-1-0  (75.0%),6-2 (75.0%),6-2-0 (75.0%),4-0 (100.%),3-1-0 (75.0%),7-9-0 (43.8%)
Cincinnati Bengals,8-8 (50.0%),9-6-1  (60.0%),3-2 (60.0%),2-2-1  (50.0%),5-3 (62.5%),4-3-1 (57.1%),2-1 (66.7%),1-1-1 (50.0%),7-9-0 (43.8%)
Cleveland Browns,5-11 (31.3%),6-10  (37.5%),2-3 (40.0%),2-3-0  (40.0%),2-6 (25.0%),2-6-0 (25.0%),2-3 (40.0%),2-3-0 (40.0%),7-9-0 (43.8%)
Dallas Cowboys,10-6 (62.5%),9-6-1  (60.0%),8-3 (72.7%),7-3-1  (70.0%),6-2 (75.0%),5-2-1 (71.4%),6-2 (75.0%),5-2-1 (71.4%),7-9-0 (43.8%)
Denver Broncos,10-6 (62.5%),8-8  (50.0%),9-2 (81.8%),6-5-0  (54.5%),6-2 (75.0%),3-5-0 (37.5%),6-2 (75.0%),3-5-0 (37.5%),7-9-0 (43.8%)
Detroit Lions,5-11 (31.3%),9-7  (56.3%),1-1 (50.0%),1-1-0  (50.0%),5-3 (62.5%),5-3-0 (62.5%),1-1 (50.0%),1-1-0 (50.0%),6-10-0 (37.5%)
Green Bay Packers,10-6 (62.5%),10-6  (62.5%),8-5 (61.5%),8-5-0  (61.5%),5-3 (62.5%),5-3-0 (62.5%),5-3 (62.5%),5-3-0 (62.5%),9-7-0 (56.3%)
Houston Texans,5-11 (31.3%),9-7  (56.3%),1-0 (100.%),1-0-0  (100.%),3-5 (37.5%),6-2-0 (75.0%),1-0 (100.%),1-0-0 (100.%),9-7-0 (56.3%)
Indianapolis Colts,12-4 (75.0%),9-6-1  (60.0%),9-4 (69.2%),6-6-1  (50.0%),5-3 (62.5%),4-4-0 (50.0%),5-3 (62.5%),4-4-0 (50.0%),9-7-0 (56.3%)
Jacksonville Jaguars,5-11 (31.3%),7-8-1  (46.7%),3-1 (75.0%),2-2-0  (50.0%),5-3 (62.5%),4-4-0 (50.0%),3-0 (100.%),2-1-0 (66.7%),8-8-0 (50.0%)
Kansas City Chiefs,13-3 (81.3%),10-6  (62.5%),12-2 (85.7%),9-5-0  (64.3%),8-0 (100.%),6-2-0 (75.0%),8-0 (100.%),6-2-0 (75.0%),10-6-0 (62.5%)
Miami Dolphins,10-6 (62.5%),7-9  (43.8%),7-4 (63.6%),4-7-0  (36.4%),4-4 (50.0%),1-7-0 (12.5%),4-4 (50.0%),1-7-0 (12.5%),6-10-0 (37.5%)
Minnesota Vikings,9-7 (56.3%),8-8  (50.0%),5-6 (45.5%),4-7-0  (36.4%),6-2 (75.0%),5-3-0 (62.5%),3-2 (60.0%),2-3-0 (40.0%),8-7-1 (53.3%)
New England Patriots,14-2 (87.5%),14-2  (87.5%),10-0 (100.%),9-1-0  (90.0%),8-0 (100.%),8-0-0 (100.%),8-0 (100.%),8-0-0 (100.%),8-8-0 (50.0%)
New Orleans Saints,8-8 (50.0%),9-7  (56.3%),6-2 (75.0%),5-3-0  (62.5%),5-3 (62.5%),4-4-0 (50.0%),4-2 (66.7%),3-3-0 (50.0%),7-9-0 (43.8%)
New York Giants,4-12 (25.0%),3-12-1  (20.0%),1-6 (14.3%),0-7-0  (0.0%),1-7 (12.5%),1-7-0 (12.5%),0-6 (0.0%),0-6-0 (0.0%),6-9-1 (40.0%)
New York Jets,6-10 (37.5%),6-8-2  (42.9%),4-1 (80.0%),2-2-1  (50.0%),4-4 (50.0%),4-4-0 (50.0%),2-1 (66.7%),1-2-0 (33.3%),7-9-0 (43.8%)
Oakland Raiders,4-12 (25.0%),3-12-1  (20.0%),2-2 (50.0%),0-4-0  (0.0%),4-4 (50.0%),2-5-1 (28.6%),2-0 (100.%),0-2-0 (0.0%),5-10-1 (33.3%)
Philadelphia Eagles,12-4 (75.0%),11-5  (68.8%),7-3 (70.0%),6-4-0  (60.0%),5-3 (62.5%),4-4-0 (50.0%),5-3 (62.5%),4-4-0 (50.0%),9-6-1 (60.0%)
Pittsburgh Steelers,6-10 (37.5%),8-8  (50.0%),5-4 (55.6%),5-4-0  (55.6%),4-4 (50.0%),4-4-0 (50.0%),4-4 (50.0%),4-4-0 (50.0%),8-8-0 (50.0%)
