1,11-5 (68.8%),9-6-1  (60.0%),10-6 (62.5%),8-7-1 (53.3%),9-4 (69.2%),7-5-1 (58.3%),1-2 (33.3%),1-2-0 (33.3%),7-9-0 (43.8%)
2,12-4 (75.0%),10-5-1  (66.7%),8-8 (50.0%),6-9-1 (40.0%),8-4 (66.7%),6-5-1 (54.5%),0-4 (0.0%),0-4-0 (0.0%),9-7-0 (56.3%)
3,10-4 (71.4%),9-5-0  (64.3%),7-7 (50.0%),6-8-0 (42.9%),6-3 (66.7%),5-4-0 (55.6%),1-4 (20.0%),1-4-0 (20.0%),4-9-1 (30.8%)
4,8-5 (61.5%),5-8-0  (38.5%),7-7 (50.0%),4-10-0 (28.6%),5-4 (55.6%),2-7-0 (22.2%),1-3 (25.0%),1-3-0 (25.0%),5-9-0 (35.7%)
5,10-4 (71.4%),5-9-0  (35.7%),10-4 (71.4%),5-9-0 (35.7%),9-3 (75.0%),4-8-0 (33.3%),1-1 (50.0%),1-1-0 (50.0%),9-5-0 (64.3%)
6,11-3 (78.6%),9-5-0  (64.3%),9-5 (64.3%),7-7-0 (50.0%),8-2 (80.0%),6-4-0 (60.0%),1-3 (25.0%),1-3-0 (25.0%),6-8-0 (42.9%)
7,8-5 (61.5%),7-6-0  (53.8%),6-8 (42.9%),5-9-0 (35.7%),4-3 (57.1%),3-4-0 (42.9%),2-4 (33.3%),2-4-0 (33.3%),7-7-0 (50.0%)
8,9-5 (64.3%),8-6-0  (57.1%),9-5 (64.3%),8-6-0 (57.1%),7-3 (70.0%),6-4-0 (60.0%),2-2 (50.0%),2-2-0 (50.0%),8-6-0 (57.1%)
9,6-8 (42.9%),4-9-1  (30.8%),8-6 (57.1%),8-5-1 (61.5%),4-4 (50.0%),3-4-1 (42.9%),4-2 (66.7%),5-1-0 (83.3%),5-9-0 (35.7%)
10,7-6 (53.8%),5-6-2  (45.5%),11-3 (78.6%),10-2-2 (83.3%),6-2 (75.0%),5-2-1 (71.4%),4-1 (80.0%),4-0-1 (100.%),9-5-0 (64.3%)
11,12-4 (75.0%),7-9-0  (43.8%),13-3 (81.3%),10-6-0 (62.5%),11-2 (84.6%),7-6-0 (53.8%),2-1 (66.7%),3-0-0 (100.%),6-7-3 (46.2%)
12,14-2 (87.5%),5-8-3  (38.5%),9-7 (56.3%),5-8-3 (38.5%),9-2 (81.8%),3-6-2 (33.3%),0-5 (0.0%),2-2-1 (50.0%),9-7-0 (56.3%)
13,8-8 (50.0%),7-9-0  (43.8%),8-8 (50.0%),9-7-0 (56.3%),5-5 (50.0%),5-5-0 (50.0%),3-3 (50.0%),4-2-0 (66.7%),8-8-0 (50.0%)
14,10-6 (62.5%),10-6-0  (62.5%),11-5 (68.8%),11-5-0 (68.8%),9-4 (69.2%),9-4-0 (69.2%),2-1 (66.7%),2-1-0 (66.7%),7-9-0 (43.8%)
15,13-3 (81.3%),8-7-1  (53.3%),12-4 (75.0%),9-6-1 (60.0%),10-1 (90.9%),6-4-1 (60.0%),2-3 (40.0%),3-2-0 (60.0%),8-8-0 (50.0%)
16,11-5 (68.8%),7-9-0  (43.8%),8-8 (50.0%),6-10-0 (37.5%),7-4 (63.6%),4-7-0 (36.4%),1-4 (20.0%),2-3-0 (40.0%),8-8-0 (50.0%)
17,11-5 (68.8%),8-8-0  (50.0%),11-5 (68.8%),10-6-0 (62.5%),8-2 (80.0%),6-4-0 (60.0%),3-3 (50.0%),4-2-0 (66.7%),4-12-0 (25.0%)
Playoffs,8-3 (72.7%),4-7-0  (36.4%),6-4 (60.0%),3-7-0 (30.0%),6-3 (66.7%),3-6-0 (33.3%),0-1 (0.0%),0-1-0 (0.0%),6-5-0 (54.5%)
