Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
Atlanta Falcons,6-10 (37.5%),6-9-1  (40.0%),6-1 (85.7%),3-3-1  (50.0%),5-3 (62.5%),2-5-1 (28.6%),5-1 (83.3%),2-3-1 (40.0%),7-9-0 (43.8%)
Buffalo Bills,11-5 (68.8%),8-8  (50.0%),9-5 (64.3%),6-8-0  (42.9%),6-2 (75.0%),4-4-0 (50.0%),6-2 (75.0%),4-4-0 (50.0%),8-8-0 (50.0%)
Chicago Bears,5-11 (31.3%),5-11  (31.3%),4-5 (44.4%),3-6-0  (33.3%),4-4 (50.0%),3-5-0 (37.5%),3-4 (42.9%),2-5-0 (28.6%),10-5-1 (66.7%)
Cincinnati Bengals,5-11 (31.3%),7-9  (43.8%),1-2 (33.3%),1-2-0  (33.3%),3-5 (37.5%),3-5-0 (37.5%),1-2 (33.3%),1-2-0 (33.3%),8-8-0 (50.0%)
Cleveland Browns,7-9 (43.8%),7-9  (43.8%),4-4 (50.0%),3-5-0  (37.5%),4-4 (50.0%),4-4-0 (50.0%),3-1 (75.0%),3-1-0 (75.0%),8-8-0 (50.0%)
Dallas Cowboys,13-3 (81.3%),10-5-1  (66.7%),12-1 (92.3%),9-4-0  (69.2%),7-1 (87.5%),6-2-0 (75.0%),6-1 (85.7%),5-2-0 (71.4%),7-9-0 (43.8%)
Denver Broncos,8-8 (50.0%),8-7-1  (53.3%),7-1 (87.5%),5-2-1  (71.4%),7-1 (87.5%),6-1-1 (85.7%),6-0 (100.%),4-1-1 (80.0%),8-7-1 (53.3%)
Detroit Lions,5-11 (31.3%),8-8  (50.0%),2-2 (50.0%),2-2-0  (50.0%),3-5 (37.5%),3-5-0 (37.5%),2-2 (50.0%),2-2-0 (50.0%),9-7-0 (56.3%)
Green Bay Packers,9-7 (56.3%),9-7  (56.3%),3-0 (100.%),2-1-0  (66.7%),6-2 (75.0%),6-2-0 (75.0%),3-0 (100.%),2-1-0 (66.7%),7-9-0 (43.8%)
Houston Oilers,10-6 (62.5%),9-7  (56.3%),7-5 (58.3%),5-7-0  (41.7%),5-3 (62.5%),3-5-0 (37.5%),4-3 (57.1%),2-5-0 (28.6%),6-10-0 (37.5%)
Indianapolis Colts,9-7 (56.3%),9-7  (56.3%),2-3 (40.0%),2-3-0  (40.0%),4-4 (50.0%),4-4-0 (50.0%),1-3 (25.0%),1-3-0 (25.0%),6-10-0 (37.5%)
Kansas City Chiefs,10-6 (62.5%),8-7-1  (53.3%),9-3 (75.0%),6-6-0  (50.0%),7-1 (87.5%),5-3-0 (62.5%),6-1 (85.7%),4-3-0 (57.1%),9-6-1 (60.0%)
Los Angeles Raiders,7-9 (43.8%),7-9  (43.8%),3-2 (60.0%),3-2-0  (60.0%),5-3 (62.5%),5-3-0 (62.5%),2-1 (66.7%),2-1-0 (66.7%),7-9-0 (43.8%)
Los Angeles Rams,6-10 (37.5%),9-7  (56.3%),2-1 (66.7%),2-1-0  (66.7%),4-4 (50.0%),4-4-0 (50.0%),2-1 (66.7%),2-1-0 (66.7%),10-6-0 (62.5%)
Miami Dolphins,11-5 (68.8%),6-10  (37.5%),10-2 (83.3%),5-7-0  (41.7%),6-2 (75.0%),3-5-0 (37.5%),6-1 (85.7%),3-4-0 (42.9%),5-10-1 (33.3%)
Minnesota Vikings,11-5 (68.8%),9-7  (56.3%),8-1 (88.9%),4-5-0  (44.4%),5-3 (62.5%),4-4-0 (50.0%),5-1 (83.3%),2-4-0 (33.3%),9-7-0 (56.3%)
New England Patriots,2-14 (12.5%),8-8  (50.0%),0-2 (0.0%),0-2-0  (0.0%),1-7 (12.5%),4-4-0 (50.0%),0-2 (0.0%),0-2-0 (0.0%),7-9-0 (43.8%)
New Orleans Saints,12-4 (75.0%),11-5  (68.8%),10-1 (90.9%),7-4-0  (63.6%),6-2 (75.0%),3-5-0 (37.5%),6-1 (85.7%),3-4-0 (42.9%),5-9-2 (35.7%)
New York Giants,6-10 (37.5%),5-11  (31.3%),3-1 (75.0%),2-2-0  (50.0%),4-4 (50.0%),3-5-0 (37.5%),3-0 (100.%),2-1-0 (66.7%),10-6-0 (62.5%)
New York Jets,4-12 (25.0%),4-11-1  (26.7%),2-4 (33.3%),0-6-0  (0.0%),3-5 (37.5%),2-6-0 (25.0%),2-1 (66.7%),0-3-0 (0.0%),6-10-0 (37.5%)
Philadelphia Eagles,11-5 (68.8%),9-7  (56.3%),11-2 (84.6%),8-5-0  (61.5%),8-0 (100.%),6-2-0 (75.0%),8-0 (100.%),6-2-0 (75.0%),7-9-0 (43.8%)
