Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders,Additional Notes
1,10-6 (62.5%),9-7-0  (56.3%),11-5 (68.8%),10-6-0 (62.5%),8-3 (72.7%),7-4-0 (63.6%),3-2 (60.0%),3-2-0 (60.0%),5-9-2 (35.7%)
2,11-5 (68.8%),9-6-1  (60.0%),10-6 (62.5%),8-7-1 (53.3%),7-2 (77.8%),5-3-1 (62.5%),3-4 (42.9%),3-4-0 (42.9%),3-12-1 (20.0%)
3,10-4 (71.4%),5-9-0  (35.7%),8-6 (57.1%),7-7-0 (50.0%),7-3 (70.0%),4-6-0 (40.0%),1-3 (25.0%),3-1-0 (75.0%),9-5-0 (64.3%)
4,10-4 (71.4%),7-6-1  (53.8%),9-4 (69.2%),6-6-1 (50.0%),8-3 (72.7%),5-5-1 (50.0%),1-1 (50.0%),1-1-0 (50.0%),5-8-1 (38.5%)
5,8-6 (57.1%),6-7-1  (46.2%),8-6 (57.1%),6-7-1 (46.2%),6-4 (60.0%),4-5-1 (44.4%),2-2 (50.0%),2-2-0 (50.0%),10-4-0 (71.4%)
6,11-1 (91.7%),9-3-0  (75.0%),9-5 (64.3%),9-5-0 (64.3%),9-1 (90.0%),8-2-0 (80.0%),0-2 (0.0%),1-1-0 (50.0%),9-5-0 (64.3%)
7,12-2 (85.7%),9-4-1  (69.2%),10-4 (71.4%),7-6-1 (53.8%),10-2 (83.3%),7-4-1 (63.6%),0-2 (0.0%),0-2-0 (0.0%),5-8-1 (38.5%)
8,10-4 (71.4%),7-6-1  (53.8%),11-3 (78.6%),8-5-1 (61.5%),9-2 (81.8%),6-4-1 (60.0%),2-1 (66.7%),2-1-0 (66.7%),6-8-0 (42.9%)
9,11-1 (91.7%),8-4-0  (66.7%),5-9 (35.7%),4-10-0 (28.6%),3-0 (100.%),1-2-0 (33.3%),1-8 (11.1%),2-7-0 (22.2%),6-8-0 (42.9%)
10,10-4 (71.4%),8-6-0  (57.1%),9-5 (64.3%),7-7-0 (50.0%),8-3 (72.7%),6-5-0 (54.5%),1-2 (33.3%),1-2-0 (33.3%),7-6-1 (53.8%)
11,10-6 (62.5%),7-9-0  (43.8%),8-8 (50.0%),9-7-0 (56.3%),6-4 (60.0%),5-5-0 (50.0%),2-4 (33.3%),4-2-0 (66.7%),8-8-0 (50.0%)
12,13-3 (81.3%),11-4-1  (73.3%),7-9 (43.8%),6-9-1 (40.0%),7-3 (70.0%),6-4-0 (60.0%),0-6 (0.0%),0-5-1 (0.0%),6-10-0 (37.5%)
13,14-1 (93.3%),12-3-0  (80.0%),9-7 (56.3%),7-9-0 (43.8%),8-1 (88.9%),6-3-0 (66.7%),0-6 (0.0%),0-6-0 (0.0%),3-13-0 (18.8%)
14,13-3 (81.3%),7-7-2  (50.0%),10-6 (62.5%),5-9-2 (35.7%),9-2 (81.8%),4-6-1 (40.0%),1-4 (20.0%),1-3-1 (25.0%),6-10-0 (37.5%)
15,12-4 (75.0%),9-7-0  (56.3%),8-8 (50.0%),7-9-0 (43.8%),7-3 (70.0%),5-5-0 (50.0%),1-5 (16.7%),2-4-0 (33.3%),7-9-0 (43.8%)
16,12-4 (75.0%),10-4-2  (71.4%),8-8 (50.0%),7-7-2 (50.0%),8-4 (66.7%),7-4-1 (63.6%),0-4 (0.0%),0-3-1 (0.0%),11-5-0 (68.8%)
17,11-5 (68.8%),9-7-0  (56.3%),10-6 (62.5%),8-8-0 (50.0%),8-3 (72.7%),6-5-0 (54.5%),2-3 (40.0%),2-3-0 (40.0%),9-7-0 (56.3%)
Playoffs,6-5 (54.5%),6-5-0  (54.5%),4-6 (40.0%),4-6-0 (40.0%),4-5 (44.4%),4-5-0 (44.4%),0-1 (0.0%),0-1-0 (0.0%),4-7-0 (36.4%)
