Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,9-7 (56.3%),6-9-1  (40.0%),10-6 (62.5%),7-8-1 (46.7%),7-4 (63.6%),4-6-1 (40.0%),3-2 (60.0%),3-2-0 (60.0%),12-4-0 (75.0%)
2,13-3 (81.3%),8-7-1  (53.3%),11-5 (68.8%),9-6-1 (60.0%),9-1 (90.0%),6-4-0 (60.0%),2-4 (33.3%),3-2-1 (60.0%),9-5-2 (64.3%)
3,10-6 (62.5%),5-10-1  (33.3%),10-6 (62.5%),8-7-1 (53.3%),6-2 (75.0%),3-5-0 (37.5%),4-4 (50.0%),5-2-1 (71.4%),6-10-0 (37.5%)
4,11-5 (68.8%),8-8-0  (50.0%),8-8 (50.0%),7-9-0 (43.8%),6-3 (66.7%),4-5-0 (44.4%),2-5 (28.6%),3-4-0 (42.9%),9-6-1 (60.0%)
5,9-4 (69.2%),8-5-0  (61.5%),6-7 (46.2%),7-6-0 (53.8%),5-3 (62.5%),5-3-0 (62.5%),1-4 (20.0%),2-3-0 (40.0%),9-4-0 (69.2%)
6,11-2 (84.6%),8-4-1  (66.7%),11-2 (84.6%),8-4-1 (66.7%),10-1 (90.9%),7-3-1 (70.0%),1-1 (50.0%),1-1-0 (50.0%),3-10-0 (23.1%)
7,8-5 (61.5%),6-6-1  (50.0%),6-6 (50.0%),6-5-1 (54.5%),4-3 (57.1%),3-3-1 (50.0%),2-3 (40.0%),3-2-0 (60.0%),6-7-0 (46.2%)
8,9-4 (69.2%),6-6-1  (50.0%),10-3 (76.9%),7-5-1 (58.3%),7-1 (87.5%),4-3-1 (57.1%),3-2 (60.0%),3-2-0 (60.0%),4-9-0 (30.8%)
9,7-7 (50.0%),6-8-0  (42.9%),4-10 (28.6%),3-11-0 (21.4%),4-7 (36.4%),3-8-0 (27.3%),0-3 (0.0%),0-3-0 (0.0%),5-9-0 (35.7%)
10,8-8 (50.0%),8-8-0  (50.0%),6-10 (37.5%),6-10-0 (37.5%),5-7 (41.7%),5-7-0 (41.7%),1-3 (25.0%),1-3-0 (25.0%),7-8-1 (46.7%)
11,10-4 (71.4%),6-7-1  (46.2%),10-4 (71.4%),8-5-1 (61.5%),9-3 (75.0%),6-5-1 (54.5%),1-1 (50.0%),2-0-0 (100.%),6-8-0 (42.9%)
12,13-3 (81.3%),8-7-1  (53.3%),8-8 (50.0%),5-10-1 (33.3%),8-3 (72.7%),4-6-1 (40.0%),0-5 (0.0%),1-4-0 (20.0%),7-9-0 (43.8%)
13,10-6 (62.5%),8-8-0  (50.0%),8-8 (50.0%),8-8-0 (50.0%),5-3 (62.5%),4-4-0 (50.0%),3-5 (37.5%),4-4-0 (50.0%),8-8-0 (50.0%)
14,11-5 (68.8%),6-10-0  (37.5%),10-6 (62.5%),7-9-0 (43.8%),8-3 (72.7%),4-7-0 (36.4%),2-3 (40.0%),3-2-0 (60.0%),9-6-1 (60.0%)
15,9-7 (56.3%),6-9-1  (40.0%),7-9 (43.8%),7-8-1 (46.7%),4-4 (50.0%),3-5-0 (37.5%),3-5 (37.5%),4-3-1 (57.1%),8-8-0 (50.0%)
16,10-6 (62.5%),6-10-0  (37.5%),11-5 (68.8%),9-7-0 (56.3%),8-3 (72.7%),5-6-0 (45.5%),3-2 (60.0%),4-1-0 (80.0%),7-9-0 (43.8%)
17,12-4 (75.0%),8-7-1  (53.3%),9-7 (56.3%),11-4-1 (73.3%),8-3 (72.7%),7-3-1 (70.0%),1-4 (20.0%),4-1-0 (80.0%),9-7-0 (56.3%)
Playoffs,6-5 (54.5%),4-7-0  (36.4%),8-2 (80.0%),6-4-0 (60.0%),6-2 (75.0%),4-4-0 (50.0%),2-0 (100.%),2-0-0 (100.%),6-5-0 (54.5%)
