Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,2-4 (33.3%),2-4-0  (33.3%),4-2 (66.7%),4-2-0 (66.7%),1-1 (50.0%),1-1-0 (50.0%),3-1 (75.0%),3-1-0 (75.0%),--
2,3-3 (50.0%),2-4-0  (33.3%),3-3 (50.0%),4-2-0 (66.7%),1-1 (50.0%),1-1-0 (50.0%),2-2 (50.0%),3-1-0 (75.0%),--
3,2-2 (50.0%),1-3-0  (25.0%),3-3 (50.0%),2-4-0 (33.3%),2-1 (66.7%),1-2-0 (33.3%),1-0 (100.%),1-0-0 (100.%),--
4,4-2 (66.7%),3-3-0  (50.0%),5-1 (83.3%),4-2-0 (66.7%),3-0 (100.%),2-1-0 (66.7%),2-1 (66.7%),2-1-0 (66.7%),--
5,2-3 (40.0%),2-3-0  (40.0%),2-4 (33.3%),2-4-0 (33.3%),1-2 (33.3%),1-2-0 (33.3%),1-1 (50.0%),1-1-0 (50.0%),--
6,4-1 (80.0%),2-3-0  (40.0%),1-4 (20.0%),3-2-0 (60.0%),1-1 (50.0%),1-1-0 (50.0%),0-3 (0.0%),2-1-0 (66.7%),--
7,4-2 (66.7%),4-2-0  (66.7%),5-1 (83.3%),5-1-0 (83.3%),4-1 (80.0%),4-1-0 (80.0%),1-0 (100.%),1-0-0 (100.%),--
8,2-4 (33.3%),1-5-0  (16.7%),4-2 (66.7%),3-3-0 (50.0%),2-2 (50.0%),1-3-0 (25.0%),2-0 (100.%),2-0-0 (100.%),--
9,2-2 (50.0%),1-4-1  (20.0%),2-2 (50.0%),4-1-1 (80.0%),1-1 (50.0%),1-1-0 (50.0%),1-1 (50.0%),3-0-1 (100.%),--
10,2-3 (40.0%),1-4-0  (20.0%),4-2 (66.7%),3-3-0 (50.0%),2-2 (50.0%),1-3-0 (25.0%),1-0 (100.%),1-0-0 (100.%),--
11,3-2 (60.0%),1-4-0  (20.0%),5-1 (83.3%),3-3-0 (50.0%),3-1 (75.0%),1-3-0 (25.0%),1-0 (100.%),1-0-0 (100.%),--
12,4-2 (66.7%),4-2-0  (66.7%),3-3 (50.0%),3-3-0 (50.0%),3-2 (60.0%),3-2-0 (60.0%),0-1 (0.0%),0-1-0 (0.0%),--
13,1-0 (100.%),0-1-0  (0.0%),1-0 (100.%),0-1-0 (0.0%),1-0 (100.%),0-1-0 (0.0%),0-0,0-0-0,--
Playoffs,0-1 (0.0%),0-1-0  (0.0%),1-0 (100.%),1-0-0 (100.%),0-0,0-0-0,1-0 (100.%),1-0-0 (100.%),--
