Arizona Cardinals,4-13 (23.5%),9-8  (52.9%),0-0,0-0-0,2-6 (25.0%),5-3-0 (62.5%),0-0,0-0-0,10-7-0 (58.8%)
Atlanta Falcons,7-10 (41.2%),5-12  (29.4%),5-6 (45.5%),3-8-0  (27.3%),5-3 (62.5%),3-5-0 (37.5%),4-3 (57.1%),2-5-0 (28.6%),7-10-0 (41.2%)
Baltimore Ravens,13-4 (76.5%),11-6  (64.7%),11-3 (78.6%),9-5-0  (64.3%),6-3 (66.7%),5-4-0 (55.6%),6-2 (75.0%),5-3-0 (62.5%),8-9-0 (47.1%)
Buffalo Bills,11-6 (64.7%),7-10  (41.2%),10-4 (71.4%),6-8-0  (42.9%),7-1 (87.5%),4-4-0 (50.0%),7-1 (87.5%),4-4-0 (50.0%),6-11-0 (35.3%)
Carolina Panthers,2-15 (11.8%),5-11-1  (31.3%),0-0,0-0-0,2-6 (25.0%),3-4-1 (42.9%),0-0,0-0-0,6-11-0 (35.3%)
Chicago Bears,7-10 (41.2%),8-8-1  (50.0%),3-1 (75.0%),2-2-0  (50.0%),5-3 (62.5%),4-3-1 (57.1%),3-1 (75.0%),2-2-0 (50.0%),9-8-0 (52.9%)
Cincinnati Bengals,9-8 (52.9%),7-8-2  (46.7%),7-5 (58.3%),5-5-2  (50.0%),6-3 (66.7%),4-3-2 (57.1%),6-2 (75.0%),4-2-2 (66.7%),10-7-0 (58.8%)
Cleveland Browns,11-6 (64.7%),11-6  (64.7%),8-1 (88.9%),7-2-0  (77.8%),8-1 (88.9%),8-1-0 (88.9%),6-0 (100.%),6-0-0 (100.%),11-6-0 (64.7%)
Dallas Cowboys,12-5 (70.6%),10-7  (58.8%),12-1 (92.3%),10-3-0  (76.9%),8-0 (100.%),6-2-0 (75.0%),8-0 (100.%),6-2-0 (75.0%),10-7-0 (58.8%)
Denver Broncos,8-9 (47.1%),6-10-1  (37.5%),5-4 (55.6%),3-5-1  (37.5%),5-4 (55.6%),4-5-0 (44.4%),4-4 (50.0%),3-5-0 (37.5%),8-9-0 (47.1%)
Detroit Lions,12-5 (70.6%),12-5  (70.6%),11-3 (78.6%),10-4-0  (71.4%),6-2 (75.0%),5-3-0 (62.5%),6-2 (75.0%),5-3-0 (62.5%),11-6-0 (64.7%)
Green Bay Packers,9-8 (52.9%),8-9  (47.1%),4-2 (66.7%),2-4-0  (33.3%),5-3 (62.5%),4-4-0 (50.0%),3-1 (75.0%),2-2-0 (50.0%),10-7-0 (58.8%)
Houston Texans,10-7 (58.8%),9-8  (52.9%),5-3 (62.5%),3-5-0  (37.5%),6-3 (66.7%),4-5-0 (44.4%),4-1 (80.0%),2-3-0 (40.0%),6-11-0 (35.3%)
Indianapolis Colts,9-8 (52.9%),9-8  (52.9%),6-0 (100.%),5-1-0  (83.3%),4-5 (44.4%),4-5-0 (44.4%),3-0 (100.%),2-1-0 (66.7%),11-6-0 (64.7%)
Jacksonville Jaguars,9-8 (52.9%),9-8  (52.9%),7-4 (63.6%),7-4-0  (63.6%),3-5 (37.5%),3-5-0 (37.5%),3-2 (60.0%),3-2-0 (60.0%),8-9-0 (47.1%)
Kansas City Chiefs,11-6 (64.7%),9-7-1  (56.3%),10-6 (62.5%),8-7-1  (53.3%),4-4 (50.0%),4-4-0 (50.0%),4-4 (50.0%),4-4-0 (50.0%),5-12-0 (29.4%)
Las Vegas Raiders,8-9 (47.1%),10-6-1  (62.5%),5-2 (71.4%),5-2-0  (71.4%),6-3 (66.7%),6-2-1 (75.0%),5-1 (83.3%),5-1-0 (83.3%),6-11-0 (35.3%)
Los Angeles Chargers,5-12 (29.4%),6-11  (35.3%),4-5 (44.4%),4-5-0  (44.4%),2-7 (22.2%),3-6-0 (33.3%),2-3 (40.0%),2-3-0 (40.0%),5-12-0 (29.4%)
Los Angeles Rams,10-7 (58.8%),10-6-1  (62.5%),8-1 (88.9%),6-3-0  (66.7%),5-3 (62.5%),5-3-0 (62.5%),5-1 (83.3%),4-2-0 (66.7%),9-8-0 (52.9%)
Miami Dolphins,11-6 (64.7%),10-7  (58.8%),10-1 (90.9%),9-2-0  (81.8%),7-2 (77.8%),6-3-0 (66.7%),7-1 (87.5%),6-2-0 (75.0%),9-8-0 (52.9%)
Minnesota Vikings,7-10 (41.2%),7-7-3  (50.0%),4-4 (50.0%),3-4-1  (42.9%),2-6 (25.0%),2-6-0 (25.0%),0-4 (0.0%),0-4-0 (0.0%),7-10-0 (41.2%)
