Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders,Additional Notes
1,8-8 (50.0%),6-10-0  (37.5%),6-10 (37.5%),4-12-0 (25.0%),4-6 (40.0%),2-8-0 (20.0%),2-4 (33.3%),2-4-0 (33.3%),3-13-0 (18.8%)
2,10-6 (62.5%),5-9-2  (35.7%),7-9 (43.8%),7-7-2 (50.0%),5-4 (55.6%),3-5-1 (37.5%),2-5 (28.6%),4-2-1 (66.7%),13-3-0 (81.3%)
3,11-5 (68.8%),9-6-1  (60.0%),9-7 (56.3%),7-8-1 (46.7%),8-4 (66.7%),6-5-1 (54.5%),1-3 (25.0%),1-3-0 (25.0%),5-11-0 (31.3%)
4,13-3 (81.3%),10-5-1  (66.7%),7-8 (46.7%),7-7-1 (50.0%),5-1 (83.3%),4-2-0 (66.7%),2-7 (22.2%),3-5-1 (37.5%),7-9-0 (43.8%)
5,8-6 (57.1%),7-7-0  (50.0%),7-6 (53.8%),6-7-0 (46.2%),5-3 (62.5%),4-4-0 (50.0%),2-3 (40.0%),2-3-0 (40.0%),5-9-0 (35.7%)
6,11-4 (73.3%),10-5-0  (66.7%),10-4 (71.4%),9-5-0 (64.3%),7-1 (87.5%),6-2-0 (75.0%),3-3 (50.0%),3-3-0 (50.0%),3-12-0 (20.0%)
7,6-7 (46.2%),5-8-0  (38.5%),9-4 (69.2%),10-3-0 (76.9%),5-3 (62.5%),5-3-0 (62.5%),4-1 (80.0%),5-0-0 (100.%),5-8-0 (38.5%)
8,12-4 (75.0%),8-8-0  (50.0%),9-7 (56.3%),9-7-0 (56.3%),6-1 (85.7%),4-3-0 (57.1%),3-6 (33.3%),5-4-0 (55.6%),8-8-0 (50.0%)
9,12-2 (85.7%),10-4-0  (71.4%),9-4 (69.2%),7-6-0 (53.8%),9-2 (81.8%),7-4-0 (63.6%),0-2 (0.0%),0-2-0 (0.0%),3-11-0 (21.4%)
10,8-6 (57.1%),6-8-0  (42.9%),8-5 (61.5%),6-7-0 (46.2%),5-3 (62.5%),3-5-0 (37.5%),3-2 (60.0%),3-2-0 (60.0%),8-6-0 (57.1%)
11,11-3 (78.6%),5-9-0  (35.7%),11-3 (78.6%),5-9-0 (35.7%),10-2 (83.3%),4-8-0 (33.3%),1-1 (50.0%),1-1-0 (50.0%),5-9-0 (35.7%)
12,12-4 (75.0%),12-4-0  (75.0%),7-9 (43.8%),7-9-0 (43.8%),5-2 (71.4%),5-2-0 (71.4%),2-7 (22.2%),2-7-0 (22.2%),9-7-0 (56.3%)
13,10-3 (76.9%),8-5-0  (61.5%),5-8 (38.5%),3-10-0 (23.1%),4-2 (66.7%),2-4-0 (33.3%),1-6 (14.3%),1-6-0 (14.3%),9-4-0 (69.2%)
14,7-8 (46.7%),4-10-1  (28.6%),9-6 (60.0%),7-7-1 (50.0%),6-5 (54.5%),4-7-0 (36.4%),3-1 (75.0%),3-0-1 (100.%),8-7-0 (53.3%)
15,12-4 (75.0%),10-4-2  (71.4%),11-5 (68.8%),10-4-2 (71.4%),9-2 (81.8%),8-2-1 (80.0%),2-3 (40.0%),2-2-1 (50.0%),7-9-0 (43.8%)
16,11-5 (68.8%),6-9-1  (40.0%),8-8 (50.0%),8-7-1 (53.3%),6-3 (66.7%),4-5-0 (44.4%),2-5 (28.6%),4-2-1 (66.7%),11-5-0 (68.8%)
17,12-4 (75.0%),8-8-0  (50.0%),10-6 (62.5%),8-8-0 (50.0%),10-4 (71.4%),7-7-0 (50.0%),0-2 (0.0%),1-1-0 (50.0%),9-7-0 (56.3%)
18,11-5 (68.8%),10-6-0  (62.5%),7-9 (43.8%),8-8-0 (50.0%),5-3 (62.5%),5-3-0 (62.5%),2-6 (25.0%),3-5-0 (37.5%),7-9-0 (43.8%)
Playoffs,7-6 (53.8%),4-9-0  (30.8%),9-4 (69.2%),6-7-0 (46.2%),7-4 (63.6%),4-7-0 (36.4%),2-0 (100.%),2-0-0 (100.%),6-5-2 (54.5%)
