Atlanta Falcons,7-9 (43.8%),6-9-1  (40.0%),7-7 (50.0%),5-8-1  (38.5%),4-4 (50.0%),4-4-0 (50.0%),4-3 (57.1%),3-4-0 (42.9%),12-4-0 (75.0%)
Baltimore Colts,2-14 (12.5%),3-12-1  (20.0%),0-1 (0.0%),0-1-0  (0.0%),1-7 (12.5%),1-6-1 (14.3%),0-1 (0.0%),0-1-0 (0.0%),11-5-0 (68.8%)
Buffalo Bills,10-6 (62.5%),7-9  (43.8%),9-4 (69.2%),6-7-0  (46.2%),7-1 (87.5%),4-4-0 (50.0%),7-1 (87.5%),4-4-0 (50.0%),5-11-0 (31.3%)
Chicago Bears,6-10 (37.5%),8-8  (50.0%),1-2 (33.3%),1-2-0  (33.3%),4-4 (50.0%),4-4-0 (50.0%),1-2 (33.3%),1-2-0 (33.3%),5-10-1 (33.3%)
Cincinnati Bengals,12-4 (75.0%),11-5  (68.8%),6-3 (66.7%),5-4-0  (55.6%),6-2 (75.0%),6-2-0 (75.0%),4-2 (66.7%),4-2-0 (66.7%),9-7-0 (56.3%)
Cleveland Browns,5-11 (31.3%),6-10  (37.5%),2-3 (40.0%),1-4-0  (20.0%),3-5 (37.5%),3-5-0 (37.5%),2-3 (40.0%),1-4-0 (20.0%),7-9-0 (43.8%)
Dallas Cowboys,12-4 (75.0%),9-7  (56.3%),11-4 (73.3%),8-7-0  (53.3%),8-0 (100.%),5-3-0 (62.5%),8-0 (100.%),5-3-0 (62.5%),7-9-0 (43.8%)
Denver Broncos,10-6 (62.5%),7-9  (43.8%),7-1 (87.5%),3-5-0  (37.5%),8-0 (100.%),4-4-0 (50.0%),6-0 (100.%),2-4-0 (33.3%),8-8-0 (50.0%)
Detroit Lions,8-8 (50.0%),9-6-1  (60.0%),6-3 (66.7%),5-4-0  (55.6%),7-1 (87.5%),6-2-0 (75.0%),5-1 (83.3%),4-2-0 (66.7%),11-5-0 (68.8%)
Green Bay Packers,8-8 (50.0%),8-8  (50.0%),4-2 (66.7%),3-3-0  (50.0%),4-4 (50.0%),3-5-0 (37.5%),3-2 (60.0%),2-3-0 (40.0%),11-4-1 (73.3%)
Houston Oilers,7-9 (43.8%),7-8-1  (46.7%),3-3 (50.0%),3-3-0  (50.0%),5-3 (62.5%),5-2-1 (71.4%),3-2 (60.0%),3-2-0 (60.0%),8-8-0 (50.0%)
Kansas City Chiefs,9-7 (56.3%),11-5  (68.8%),3-2 (60.0%),3-2-0  (60.0%),5-3 (62.5%),5-3-0 (62.5%),3-2 (60.0%),3-2-0 (60.0%),6-10-0 (37.5%)
Los Angeles Rams,6-10 (37.5%),7-9  (43.8%),4-4 (50.0%),4-4-0  (50.0%),4-4 (50.0%),4-4-0 (50.0%),3-3 (50.0%),3-3-0 (50.0%),6-9-1 (40.0%)
Miami Dolphins,11-4-1 (73.3%),11-4-1  (73.3%),6-1 (85.7%),4-3-1  (57.1%),6-1 (85.7%),5-3-0 (62.5%),5-1 (83.3%),4-3-0 (57.1%),6-10-0 (37.5%)
Minnesota Vikings,7-9 (43.8%),8-8  (50.0%),3-4 (42.9%),2-5-0  (28.6%),5-3 (62.5%),4-4-0 (50.0%),3-2 (60.0%),2-3-0 (40.0%),9-7-0 (56.3%)
New England Patriots,2-14 (12.5%),3-13  (18.8%),2-7 (22.2%),2-7-0  (22.2%),2-6 (25.0%),2-6-0 (25.0%),2-4 (33.3%),2-4-0 (33.3%),10-6-0 (62.5%)
New Orleans Saints,4-12 (25.0%),6-10  (37.5%),0-0,0-0-0,2-6 (25.0%),3-5-0 (37.5%),0-0,0-0-0,6-9-1 (40.0%)
New York Giants,9-7 (56.3%),10-6  (62.5%),3-3 (50.0%),2-4-0  (33.3%),4-4 (50.0%),3-5-0 (37.5%),3-3 (50.0%),2-4-0 (33.3%),5-11-0 (31.3%)
New York Jets,10-5-1 (66.7%),9-7  (56.3%),5-3 (62.5%),3-5-0  (37.5%),6-2 (75.0%),5-3-0 (62.5%),3-2 (60.0%),2-3-0 (40.0%),8-8-0 (50.0%)
Oakland Raiders,7-9 (43.8%),6-10  (37.5%),4-7 (36.4%),3-8-0  (27.3%),4-4 (50.0%),3-5-0 (37.5%),3-4 (42.9%),2-5-0 (28.6%),7-9-0 (43.8%)
Philadelphia Eagles,10-6 (62.5%),10-6  (62.5%),9-5 (64.3%),9-5-0  (64.3%),6-2 (75.0%),6-2-0 (75.0%),6-2 (75.0%),6-2-0 (75.0%),5-11-0 (31.3%)
Pittsburgh Steelers,8-8 (50.0%),8-8  (50.0%),6-5 (54.5%),6-5-0  (54.5%),5-3 (62.5%),5-3-0 (62.5%),5-2 (71.4%),5-2-0 (71.4%),7-9-0 (43.8%)
San Diego Chargers,10-6 (62.5%),7-9  (43.8%),8-6 (57.1%),5-9-0  (35.7%),5-3 (62.5%),3-5-0 (37.5%),5-3 (62.5%),3-5-0 (37.5%),12-4-0 (75.0%)
San Francisco 49ers,13-3 (81.3%),12-4  (75.0%),6-1 (85.7%),5-2-0  (71.4%),7-1 (87.5%),7-1-0 (87.5%),4-1 (80.0%),4-1-0 (80.0%),7-9-0 (43.8%)
Seattle Seahawks,6-10 (37.5%),6-10  (37.5%),1-2 (33.3%),1-2-0  (33.3%),5-3 (62.5%),5-3-0 (62.5%),1-2 (33.3%),1-2-0 (33.3%),9-7-0 (56.3%)
St Louis Cardinals,7-9 (43.8%),7-9  (43.8%),3-1 (75.0%),3-1-0  (75.0%),5-3 (62.5%),5-3-0 (62.5%),2-1 (66.7%),2-1-0 (66.7%),7-9-0 (43.8%)
Tampa Bay Buccaneers,9-7 (56.3%),11-5  (68.8%),6-0 (100.%),6-0-0  (100.%),6-2 (75.0%),7-1-0 (87.5%),5-0 (100.%),5-0-0 (100.%),6-10-0 (37.5%)
Washington Redskins,8-8 (50.0%),8-7-1  (53.3%),4-2 (66.7%),3-2-1  (60.0%),5-3 (62.5%),4-3-1 (57.1%),3-2 (60.0%),2-2-1 (50.0%),8-8-0 (50.0%)
