Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders,Additional Notes
1,7-6 (53.8%),7-6-0  (53.8%),6-8 (42.9%),6-8-0 (42.9%),5-5 (50.0%),5-5-0 (50.0%),1-2 (33.3%),1-2-0 (33.3%),6-8-0 (42.9%)
2,8-4 (66.7%),7-5-0  (58.3%),8-6 (57.1%),7-7-0 (50.0%),5-3 (62.5%),4-4-0 (50.0%),1-3 (25.0%),1-3-0 (25.0%),6-7-1 (46.2%)
3,10-4 (71.4%),10-4-0  (71.4%),9-5 (64.3%),9-5-0 (64.3%),8-3 (72.7%),8-3-0 (72.7%),1-2 (33.3%),1-2-0 (33.3%),9-5-0 (64.3%)
4,7-7 (50.0%),5-8-1  (38.5%),10-4 (71.4%),9-4-1 (69.2%),5-2 (71.4%),4-3-0 (57.1%),5-2 (71.4%),5-1-1 (83.3%),8-6-0 (57.1%)
5,9-4 (69.2%),7-7-0  (50.0%),9-4 (69.2%),7-7-0 (50.0%),8-3 (72.7%),6-6-0 (50.0%),1-1 (50.0%),1-1-0 (50.0%),7-7-0 (50.0%)
6,6-8 (42.9%),5-9-0  (35.7%),8-6 (57.1%),7-7-0 (50.0%),5-5 (50.0%),4-6-0 (40.0%),3-1 (75.0%),3-1-0 (75.0%),10-4-0 (71.4%)
7,9-4 (69.2%),6-7-0  (46.2%),11-3 (78.6%),8-6-0 (57.1%),7-1 (87.5%),4-4-0 (50.0%),3-2 (60.0%),3-2-0 (60.0%),8-6-0 (57.1%)
8,7-7 (50.0%),4-10-0  (28.6%),11-3 (78.6%),8-6-0 (57.1%),7-3 (70.0%),4-6-0 (40.0%),4-0 (100.%),4-0-0 (100.%),6-8-0 (42.9%)
9,11-3 (78.6%),9-5-0  (64.3%),10-4 (71.4%),8-6-0 (57.1%),10-3 (76.9%),8-5-0 (61.5%),0-1 (0.0%),0-1-0 (0.0%),5-9-0 (35.7%)
10,7-6 (53.8%),4-8-1  (33.3%),8-6 (57.1%),5-8-1 (38.5%),5-4 (55.6%),2-6-1 (25.0%),2-2 (50.0%),2-2-0 (50.0%),8-6-0 (57.1%)
11,6-8 (42.9%),6-8-0  (42.9%),8-6 (57.1%),8-6-0 (57.1%),5-5 (50.0%),5-5-0 (50.0%),3-1 (75.0%),3-1-0 (75.0%),6-7-1 (46.2%)
12,9-5 (64.3%),6-8-0  (42.9%),7-7 (50.0%),4-10-0 (28.6%),7-5 (58.3%),4-8-0 (33.3%),0-2 (0.0%),0-2-0 (0.0%),9-5-0 (64.3%)
13,10-3 (76.9%),8-4-1  (66.7%),8-6 (57.1%),7-6-1 (53.8%),7-2 (77.8%),6-3-0 (66.7%),1-3 (25.0%),1-2-1 (33.3%),6-8-0 (42.9%)
14,6-8 (42.9%),4-10-0  (28.6%),11-3 (78.6%),9-5-0 (64.3%),5-2 (71.4%),3-4-0 (42.9%),6-1 (85.7%),6-1-0 (85.7%),6-8-0 (42.9%)
15,9-4 (69.2%),7-6-0  (53.8%),6-8 (42.9%),8-6-0 (57.1%),5-3 (62.5%),5-3-0 (62.5%),1-4 (20.0%),3-2-0 (60.0%),4-10-0 (28.6%)
16,8-5 (61.5%),6-7-0  (46.2%),9-5 (64.3%),11-3-0 (78.6%),5-2 (71.4%),5-2-0 (71.4%),3-3 (50.0%),5-1-0 (83.3%),5-9-0 (35.7%)
Playoffs,6-3 (66.7%),6-3-0  (66.7%),5-3 (62.5%),5-3-0 (62.5%),4-2 (66.7%),4-2-0 (66.7%),1-1 (50.0%),1-1-0 (50.0%),7-2-0 (77.8%)
