Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,12-2 (85.7%),9-5-0  (64.3%),8-7 (53.3%),7-8-0 (46.7%),8-2 (80.0%),6-4-0 (60.0%),0-4 (0.0%),1-3-0 (25.0%),7-7-1 (50.0%)
2,11-4 (73.3%),7-8-0  (46.7%),10-5 (66.7%),8-7-0 (53.3%),9-3 (75.0%),6-6-0 (50.0%),1-2 (33.3%),2-1-0 (66.7%),5-10-0 (33.3%)
3,11-2 (84.6%),10-2-1  (83.3%),9-4 (69.2%),9-3-1 (75.0%),9-2 (81.8%),9-2-0 (81.8%),0-2 (0.0%),0-1-1 (0.0%),6-7-0 (46.2%)
4,9-3 (75.0%),4-5-3  (44.4%),4-9 (30.8%),4-6-3 (40.0%),3-2 (60.0%),1-2-2 (33.3%),1-6 (14.3%),3-3-1 (50.0%),8-5-0 (61.5%)
5,8-4 (66.7%),7-5-0  (58.3%),8-4 (66.7%),9-3-0 (75.0%),7-3 (70.0%),7-3-0 (70.0%),1-1 (50.0%),2-0-0 (100.%),8-4-0 (66.7%)
6,8-5 (61.5%),5-7-1  (41.7%),8-5 (61.5%),7-5-1 (58.3%),5-2 (71.4%),3-3-1 (50.0%),3-3 (50.0%),4-2-0 (66.7%),6-7-0 (46.2%)
7,9-4 (69.2%),6-6-1  (50.0%),12-1 (92.3%),9-3-1 (75.0%),9-1 (90.0%),6-3-1 (66.7%),3-0 (100.%),3-0-0 (100.%),6-7-0 (46.2%)
8,8-4 (66.7%),8-4-0  (66.7%),6-6 (50.0%),6-6-0 (50.0%),5-3 (62.5%),5-3-0 (62.5%),1-3 (25.0%),1-3-0 (25.0%),4-7-1 (36.4%)
9,8-6 (57.1%),6-8-0  (42.9%),6-8 (42.9%),8-6-0 (57.1%),4-4 (50.0%),4-4-0 (50.0%),2-4 (33.3%),4-2-0 (66.7%),9-4-1 (69.2%)
10,9-6 (60.0%),6-9-0  (40.0%),12-3 (80.0%),9-6-0 (60.0%),9-3 (75.0%),6-6-0 (50.0%),3-0 (100.%),3-0-0 (100.%),8-7-0 (53.3%)
11,11-3 (78.6%),9-4-1  (69.2%),11-4 (73.3%),9-5-1 (64.3%),7-0 (100.%),5-1-1 (83.3%),3-4 (42.9%),3-4-0 (42.9%),4-10-1 (28.6%)
12,9-6 (60.0%),6-8-1  (42.9%),10-5 (66.7%),7-7-1 (50.0%),9-5 (64.3%),6-7-1 (46.2%),1-0 (100.%),1-0-0 (100.%),10-5-0 (66.7%)
13,13-2 (86.7%),11-4-0  (73.3%),9-6 (60.0%),7-8-0 (46.7%),8-1 (88.9%),6-3-0 (66.7%),1-5 (16.7%),1-5-0 (16.7%),11-4-0 (73.3%)
14,11-4 (73.3%),6-9-0  (40.0%),10-5 (66.7%),7-8-0 (46.7%),8-2 (80.0%),4-6-0 (40.0%),2-3 (40.0%),3-2-0 (60.0%),11-4-0 (73.3%)
15,10-5 (66.7%),7-6-2  (53.8%),9-6 (60.0%),8-5-2 (61.5%),7-3 (70.0%),6-4-0 (60.0%),2-3 (40.0%),2-1-2 (66.7%),8-6-1 (57.1%)
16,8-6 (57.1%),5-9-0  (35.7%),11-4 (73.3%),8-7-0 (53.3%),7-3 (70.0%),4-6-0 (40.0%),3-1 (75.0%),3-1-0 (75.0%),6-9-0 (40.0%)
17,12-3 (80.0%),9-6-0  (60.0%),8-7 (53.3%),7-8-0 (46.7%),7-2 (77.8%),5-4-0 (55.6%),1-5 (16.7%),2-4-0 (33.3%),5-9-1 (35.7%)
Playoffs,9-2 (81.8%),7-3-1  (70.0%),8-2 (80.0%),6-3-1 (66.7%),8-2 (80.0%),6-3-1 (66.7%),0-0,0-0-0,5-6-0 (45.5%)
