Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders,Additional Notes
Arizona Cardinals,9-7 (56.3%),5-10-1  (33.3%),6-2 (75.0%),2-5-1  (28.6%),5-3 (62.5%),2-6-0 (25.0%),5-2 (71.4%),2-5-0 (28.6%),9-7-0 (56.3%)
Atlanta Falcons,14-2 (87.5%),11-4-1  (73.3%),10-0 (100.%),7-3-0  (70.0%),8-0 (100.%),5-3-0 (62.5%),7-0 (100.%),4-3-0 (57.1%),9-6-1 (60.0%)
Baltimore Ravens,6-10 (37.5%),7-8-1  (46.7%),3-1 (75.0%),3-1-0  (75.0%),4-4 (50.0%),4-3-1 (57.1%),3-1 (75.0%),3-1-0 (75.0%),4-12-0 (25.0%)
Buffalo Bills,10-6 (62.5%),10-5-1  (66.7%),7-2 (77.8%),6-2-1  (75.0%),6-2 (75.0%),5-2-1 (71.4%),4-2 (66.7%),3-2-1 (60.0%),11-5-0 (68.8%)
Carolina Panthers,4-12 (25.0%),7-7-2  (50.0%),2-4 (33.3%),2-4-0  (33.3%),2-6 (25.0%),3-4-1 (42.9%),2-3 (40.0%),2-3-0 (40.0%),10-6-0 (62.5%)
Chicago Bears,4-12 (25.0%),10-6  (62.5%),1-1 (50.0%),1-1-0  (50.0%),3-5 (37.5%),6-2-0 (75.0%),1-1 (50.0%),1-1-0 (50.0%),8-8-0 (50.0%)
Cincinnati Bengals,3-13 (18.8%),4-11-1  (26.7%),0-1 (0.0%),0-1-0  (0.0%),1-7 (12.5%),2-5-1 (28.6%),0-1 (0.0%),0-1-0 (0.0%),9-7-0 (56.3%)
Dallas Cowboys,10-6 (62.5%),8-7-1  (53.3%),7-3 (70.0%),5-4-1  (55.6%),6-2 (75.0%),4-3-1 (57.1%),5-1 (83.3%),3-2-1 (60.0%),8-8-0 (50.0%)
Denver Broncos,14-2 (87.5%),9-7  (56.3%),14-2 (87.5%),9-7-0  (56.3%),8-0 (100.%),5-3-0 (62.5%),8-0 (100.%),5-3-0 (62.5%),12-4-0 (75.0%)
Detroit Lions,5-11 (31.3%),5-11  (31.3%),1-3 (25.0%),1-3-0  (25.0%),4-4 (50.0%),4-4-0 (50.0%),1-2 (33.3%),1-2-0 (33.3%),6-8-2 (42.9%)
Green Bay Packers,11-5 (68.8%),6-8-2  (42.9%),11-4 (73.3%),6-7-2  (46.2%),7-1 (87.5%),5-3-0 (62.5%),7-1 (87.5%),5-3-0 (62.5%),11-5-0 (68.8%)
Indianapolis Colts,3-13 (18.8%),7-9  (43.8%),2-1 (66.7%),2-1-0  (66.7%),3-5 (37.5%),4-4-0 (50.0%),2-1 (66.7%),2-1-0 (66.7%),10-5-1 (66.7%)
Jacksonville Jaguars,11-5 (68.8%),9-7  (56.3%),11-2 (84.6%),9-4-0  (69.2%),7-1 (87.5%),6-2-0 (75.0%),7-1 (87.5%),6-2-0 (75.0%),10-6-0 (62.5%)
Kansas City Chiefs,7-9 (43.8%),7-9  (43.8%),6-3 (66.7%),5-4-0  (55.6%),5-3 (62.5%),5-3-0 (62.5%),5-2 (71.4%),5-2-0 (71.4%),6-9-1 (40.0%)
Miami Dolphins,10-6 (62.5%),9-6-1  (60.0%),9-1 (90.0%),8-2-0  (80.0%),7-1 (87.5%),6-2-0 (75.0%),6-1 (85.7%),5-2-0 (71.4%),8-7-1 (53.3%)
Minnesota Vikings,15-1 (93.8%),11-4-1  (73.3%),14-1 (93.3%),10-4-1  (71.4%),8-0 (100.%),7-1-0 (87.5%),8-0 (100.%),7-1-0 (87.5%),10-5-1 (66.7%)
New England Patriots,9-7 (56.3%),7-7-2  (50.0%),7-3 (70.0%),4-5-1  (44.4%),6-2 (75.0%),5-2-1 (71.4%),5-2 (71.4%),4-2-1 (66.7%),9-6-1 (60.0%)
New Orleans Saints,6-10 (37.5%),10-6  (62.5%),1-0 (100.%),1-0-0  (100.%),4-4 (50.0%),5-3-0 (62.5%),1-0 (100.%),1-0-0 (100.%),9-7-0 (56.3%)
New York Giants,8-8 (50.0%),8-8  (50.0%),6-3 (66.7%),6-3-0  (66.7%),5-3 (62.5%),5-3-0 (62.5%),4-2 (66.7%),4-2-0 (66.7%),7-9-0 (43.8%)
New York Jets,12-4 (75.0%),12-4  (75.0%),7-3 (70.0%),6-4-0  (60.0%),7-1 (87.5%),6-2-0 (75.0%),7-1 (87.5%),6-2-0 (75.0%),6-8-2 (42.9%)
Oakland Raiders,8-8 (50.0%),7-9  (43.8%),3-3 (50.0%),2-4-0  (33.3%),4-4 (50.0%),3-5-0 (37.5%),3-2 (60.0%),2-3-0 (40.0%),8-8-0 (50.0%)
Philadelphia Eagles,3-13 (18.8%),7-7-2  (50.0%),1-0 (100.%),1-0-0  (100.%),3-5 (37.5%),4-3-1 (57.1%),1-0 (100.%),1-0-0 (100.%),3-13-0 (18.8%)
Pittsburgh Steelers,7-9 (43.8%),5-10-1  (33.3%),5-5 (50.0%),3-6-1  (33.3%),5-3 (62.5%),3-4-1 (42.9%),4-3 (57.1%),2-4-1 (33.3%),5-11-0 (31.3%)
San Diego Chargers,5-11 (31.3%),6-9-1  (40.0%),2-1 (66.7%),1-1-1  (50.0%),4-4 (50.0%),3-4-1 (42.9%),2-1 (66.7%),1-1-1 (50.0%),6-10-0 (37.5%)
San Francisco 49ers,12-4 (75.0%),6-9-1  (40.0%),12-3 (80.0%),6-8-1  (42.9%),8-0 (100.%),3-4-1 (42.9%),8-0 (100.%),3-4-1 (42.9%),11-3-2 (78.6%)
Seattle Seahawks,8-8 (50.0%),9-6-1  (60.0%),8-2 (80.0%),6-4-0  (60.0%),6-2 (75.0%),5-3-0 (62.5%),6-1 (85.7%),4-3-0 (57.1%),8-8-0 (50.0%)
St Louis Rams,4-12 (25.0%),5-11  (31.3%),0-3 (0.0%),0-3-0  (0.0%),2-6 (25.0%),3-5-0 (37.5%),0-3 (0.0%),0-3-0 (0.0%),7-9-0 (43.8%)
Tampa Bay Buccaneers,8-8 (50.0%),8-8  (50.0%),6-5 (54.5%),5-6-0  (45.5%),6-2 (75.0%),5-3-0 (62.5%),4-2 (66.7%),3-3-0 (50.0%),7-9-0 (43.8%)
Tennessee Oilers,8-8 (50.0%),8-8  (50.0%),3-3 (50.0%),2-4-0  (33.3%),3-5 (37.5%),2-6-0 (25.0%),3-3 (50.0%),2-4-0 (33.3%),7-9-0 (43.8%)
Washington Redskins,6-10 (37.5%),7-9  (43.8%),2-4 (33.3%),2-4-0  (33.3%),4-4 (50.0%),4-4-0 (50.0%),2-2 (50.0%),2-2-0 (50.0%),10-6-0 (62.5%)
