Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,3-5 (37.5%),2-6-0  (25.0%),6-5 (54.5%),5-4-0 (55.6%),3-3 (50.0%),2-4-0 (33.3%),2-0 (100.%),2-0-0 (100.%),--
2,6-4 (60.0%),4-6-0  (40.0%),7-3 (70.0%),5-5-0 (50.0%),6-3 (66.7%),4-5-0 (44.4%),1-0 (100.%),1-0-0 (100.%),--
3,9-2 (81.8%),5-6-0  (45.5%),6-5 (54.5%),8-3-0 (72.7%),6-2 (75.0%),5-3-0 (62.5%),0-3 (0.0%),3-0-0 (100.%),--
4,6-4 (60.0%),4-6-0  (40.0%),7-4 (63.6%),7-4-0 (63.6%),5-3 (62.5%),4-4-0 (50.0%),1-1 (50.0%),2-0-0 (100.%),--
5,9-1 (90.0%),7-3-0  (70.0%),3-7 (30.0%),3-7-0 (30.0%),3-1 (75.0%),2-2-0 (50.0%),0-6 (0.0%),1-5-0 (16.7%),--
6,7-3 (70.0%),6-5-0  (54.5%),4-6 (40.0%),4-7-0 (36.4%),2-1 (66.7%),1-2-0 (33.3%),2-5 (28.6%),3-5-0 (37.5%),--
7,6-5 (54.5%),4-7-0  (36.4%),5-6 (45.5%),5-6-0 (45.5%),3-3 (50.0%),2-4-0 (33.3%),2-3 (40.0%),3-2-0 (60.0%),--
8,7-3 (70.0%),6-5-0  (54.5%),5-5 (50.0%),4-7-0 (36.4%),4-2 (66.7%),3-4-0 (42.9%),1-3 (25.0%),1-3-0 (25.0%),--
9,8-3 (72.7%),6-5-0  (54.5%),6-5 (54.5%),8-3-0 (72.7%),4-1 (80.0%),4-1-0 (80.0%),2-4 (33.3%),4-2-0 (66.7%),--
10,8-2 (80.0%),7-4-0  (63.6%),7-3 (70.0%),8-3-0 (72.7%),6-1 (85.7%),6-2-0 (75.0%),1-2 (33.3%),2-1-0 (66.7%),--
11,9-1 (90.0%),4-6-0  (40.0%),7-4 (63.6%),2-9-0 (18.2%),7-1 (87.5%),2-6-0 (25.0%),0-2 (0.0%),0-2-0 (0.0%),--
12,8-1 (88.9%),7-2-0  (77.8%),7-3 (70.0%),6-4-0 (60.0%),6-0 (100.%),5-1-0 (83.3%),1-2 (33.3%),1-2-0 (33.3%),--
13,6-4 (60.0%),3-7-0  (30.0%),7-4 (63.6%),8-3-0 (72.7%),2-0 (100.%),1-1-0 (50.0%),4-4 (50.0%),6-2-0 (75.0%),--
14,8-2 (80.0%),8-3-0  (72.7%),5-5 (50.0%),5-6-0 (45.5%),5-2 (71.4%),5-3-0 (62.5%),0-3 (0.0%),0-3-0 (0.0%),--
15,2-1 (66.7%),2-1-0  (66.7%),1-2 (33.3%),1-2-0 (33.3%),1-1 (50.0%),1-1-0 (50.0%),0-1 (0.0%),0-1-0 (0.0%),--
Playoffs,2-0 (100.%),2-0-0  (100.%),1-1 (50.0%),1-1-0 (50.0%),1-0 (100.%),1-0-0 (100.%),0-1 (0.0%),0-1-0 (0.0%),--
