Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders,Additional Notes
Atlanta Falcons,6-8 (42.9%),11-3  (78.6%),1-0 (100.%),1-0-0  (100.%),4-3 (57.1%),6-1-0 (85.7%),1-0 (100.%),1-0-0 (100.%),--
Baltimore Colts,8-5-1 (61.5%),4-10  (28.6%),7-4 (63.6%),3-9-0  (25.0%),4-2 (66.7%),2-5-0 (28.6%),4-2 (66.7%),2-5-0 (28.6%),--
Boston Patriots,4-10 (28.6%),11-3  (78.6%),2-0 (100.%),2-0-0  (100.%),2-5 (28.6%),6-1-0 (85.7%),1-0 (100.%),1-0-0 (100.%),--
Buffalo Bills,4-10 (28.6%),5-9  (35.7%),1-0 (100.%),0-1-0  (0.0%),4-3 (57.1%),3-4-0 (42.9%),1-0 (100.%),0-1-0 (0.0%),--
Chicago Bears,1-13 (7.1%),4-10  (28.6%),1-4 (20.0%),1-4-0  (20.0%),1-6 (14.3%),4-3-0 (57.1%),1-1 (50.0%),1-1-0 (50.0%),--
Cincinnati Bengals,4-9-1 (30.8%),6-8  (42.9%),1-2 (33.3%),1-2-0  (33.3%),4-3 (57.1%),4-3-0 (57.1%),1-2 (33.3%),1-2-0 (33.3%),--
Cleveland Browns,10-3-1 (76.9%),5-9  (35.7%),9-2 (81.8%),4-8-0  (33.3%),5-1 (83.3%),2-5-0 (28.6%),4-1 (80.0%),1-5-0 (16.7%),--
Dallas Cowboys,11-2-1 (84.6%),8-6  (57.1%),11-1 (91.7%),7-6-0  (53.8%),6-0 (100.%),5-2-0 (71.4%),6-0 (100.%),5-2-0 (71.4%),--
Denver Broncos,5-8-1 (38.5%),8-6  (57.1%),2-2 (50.0%),2-2-0  (50.0%),4-2 (66.7%),5-2-0 (71.4%),2-0 (100.%),2-0-0 (100.%),--
Detroit Lions,9-4-1 (69.2%),10-4  (71.4%),6-2 (75.0%),5-3-0  (62.5%),5-2 (71.4%),4-3-0 (57.1%),5-1 (83.3%),4-2-0 (66.7%),--
Green Bay Packers,8-6 (57.1%),7-7  (50.0%),6-1 (85.7%),4-3-0  (57.1%),5-2 (71.4%),5-2-0 (71.4%),5-1 (83.3%),4-2-0 (66.7%),--
Houston Oilers,6-6-2 (50.0%),5-9  (35.7%),6-2 (75.0%),4-6-0  (40.0%),4-2 (66.7%),2-5-0 (28.6%),4-1 (80.0%),2-4-0 (33.3%),--
Kansas City Chiefs,11-3 (78.6%),8-5-1  (61.5%),11-2 (84.6%),8-5-0  (61.5%),6-1 (85.7%),3-4-0 (42.9%),6-1 (85.7%),3-4-0 (42.9%),--
Los Angeles Rams,11-3 (78.6%),5-9  (35.7%),10-1 (90.9%),4-7-0  (36.4%),5-2 (71.4%),2-5-0 (28.6%),5-1 (83.3%),2-4-0 (33.3%),--
Miami Dolphins,3-10-1 (23.1%),6-8  (42.9%),2-1 (66.7%),1-2-0  (33.3%),2-4 (33.3%),3-4-0 (42.9%),1-0 (100.%),1-0-0 (100.%),--
Minnesota Vikings,12-2 (85.7%),9-5  (64.3%),11-2 (84.6%),8-5-0  (61.5%),7-0 (100.%),5-2-0 (71.4%),6-0 (100.%),4-2-0 (66.7%),--
New Orleans Saints,5-9 (35.7%),8-6  (57.1%),2-0 (100.%),1-1-0  (50.0%),3-4 (42.9%),3-4-0 (42.9%),2-0 (100.%),1-1-0 (50.0%),--
New York Giants,6-8 (42.9%),6-8  (42.9%),2-2 (50.0%),0-4-0  (0.0%),5-2 (71.4%),4-3-0 (57.1%),1-2 (33.3%),0-3-0 (0.0%),--
New York Jets,10-4 (71.4%),6-8  (42.9%),10-2 (83.3%),6-6-0  (50.0%),5-2 (71.4%),2-5-0 (28.6%),5-0 (100.%),2-3-0 (40.0%),--
Oakland Raiders,12-1-1 (92.3%),7-6-1  (53.8%),11-1 (91.7%),6-6-1  (50.0%),7-0 (100.%),3-3-1 (50.0%),7-0 (100.%),3-3-1 (50.0%),--
Philadelphia Eagles,4-9-1 (30.8%),8-6  (57.1%),2-2 (50.0%),1-3-0  (25.0%),2-5 (28.6%),3-4-0 (42.9%),2-2 (50.0%),1-3-0 (25.0%),--
Pittsburgh Steelers,1-13 (7.1%),7-6-1  (53.8%),0-0,0-0-0,1-6 (14.3%),4-2-1 (66.7%),0-0,0-0-0,--
San Diego Chargers,8-6 (57.1%),7-7  (50.0%),6-2 (75.0%),4-4-0  (50.0%),5-2 (71.4%),4-3-0 (57.1%),4-0 (100.%),3-1-0 (75.0%),--
San Francisco 49ers,4-8-2 (33.3%),8-6  (57.1%),1-4 (20.0%),0-6-0  (0.0%),3-3 (50.0%),3-4-0 (42.9%),1-2 (33.3%),0-4-0 (0.0%),--
St Louis Cardinals,4-9-1 (30.8%),5-9  (35.7%),4-4 (50.0%),4-4-0  (50.0%),3-4 (42.9%),3-4-0 (42.9%),3-2 (60.0%),3-2-0 (60.0%),--
Washington Redskins,7-5-2 (58.3%),6-7-1  (46.2%),5-0 (100.%),2-3-1  (40.0%),4-2 (66.7%),2-5-0 (28.6%),3-0 (100.%),1-3-0 (25.0%),--
