Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders,Additional Notes
Baltimore Colts,12-2 (85.7%),11-3  (78.6%),11-2 (84.6%),10-3-0  (76.9%),7-1 (87.5%),6-2-0 (75.0%),7-1 (87.5%),6-2-0 (75.0%),--
Boston Patriots,10-3-1 (76.9%),8-6  (57.1%),7-3 (70.0%),5-6-0  (45.5%),4-2 (66.7%),2-5-0 (28.6%),4-2 (66.7%),2-5-0 (28.6%),--
Buffalo Bills,12-2 (85.7%),10-3-1  (76.9%),9-2 (81.8%),7-3-1  (70.0%),6-1 (85.7%),4-2-1 (66.7%),5-1 (83.3%),3-2-1 (60.0%),--
Chicago Bears,5-9 (35.7%),4-10  (28.6%),2-4 (33.3%),1-5-0  (16.7%),2-5 (28.6%),1-6-0 (14.3%),2-2 (50.0%),1-3-0 (25.0%),--
Cleveland Browns,10-3-1 (76.9%),8-6  (57.1%),10-2 (83.3%),8-5-0  (61.5%),5-1 (83.3%),5-2-0 (71.4%),5-1 (83.3%),5-2-0 (71.4%),--
Dallas Cowboys,5-8-1 (38.5%),5-8-1  (38.5%),1-1 (50.0%),0-2-0  (0.0%),2-4 (33.3%),2-4-1 (33.3%),1-1 (50.0%),0-2-0 (0.0%),--
Denver Broncos,2-11-1 (15.4%),6-7  (46.2%),0-0,0-0-0,2-4 (33.3%),4-3-0 (57.1%),0-0,0-0-0,--
Detroit Lions,7-5-2 (58.3%),8-6  (57.1%),5-1 (83.3%),5-3-0  (62.5%),3-3 (50.0%),4-3-0 (57.1%),3-1 (75.0%),3-2-0 (60.0%),--
Green Bay Packers,8-5-1 (61.5%),6-8  (42.9%),8-4 (66.7%),6-7-0  (46.2%),4-3 (57.1%),3-4-0 (42.9%),4-3 (57.1%),3-4-0 (42.9%),--
Houston Oilers,4-10 (28.6%),6-6  (50.0%),2-0 (100.%),2-0-0  (100.%),3-4 (42.9%),2-3-0 (40.0%),1-0 (100.%),1-0-0 (100.%),--
Kansas City Chiefs,7-7 (50.0%),5-8  (38.5%),5-2 (71.4%),4-3-0  (57.1%),4-3 (57.1%),2-4-0 (33.3%),3-0 (100.%),2-1-0 (66.7%),--
Los Angeles Rams,5-7-2 (41.7%),7-7  (50.0%),3-1 (75.0%),3-1-0  (75.0%),3-2 (60.0%),5-2-0 (71.4%),3-1 (75.0%),3-1-0 (75.0%),--
Minnesota Vikings,8-5-1 (61.5%),9-4-1  (69.2%),6-1 (85.7%),5-1-1  (83.3%),4-3 (57.1%),4-3-0 (57.1%),3-1 (75.0%),3-1-0 (75.0%),--
New York Giants,2-10-2 (16.7%),2-11-1  (15.4%),1-5 (16.7%),0-6-0  (0.0%),2-5 (28.6%),1-6-0 (14.3%),1-3 (25.0%),0-4-0 (0.0%),--
New York Jets,5-8-1 (38.5%),5-6-1  (45.5%),3-1 (75.0%),2-2-0  (50.0%),5-1 (83.3%),5-2-0 (71.4%),3-0 (100.%),2-1-0 (66.7%),--
Oakland Raiders,5-7-2 (41.7%),7-7  (50.0%),2-1 (66.7%),2-2-0  (50.0%),5-2 (71.4%),5-2-0 (71.4%),2-1 (66.7%),2-1-0 (66.7%),--
Philadelphia Eagles,6-8 (42.9%),8-6  (57.1%),1-3 (25.0%),1-3-0  (25.0%),3-4 (42.9%),4-3-0 (57.1%),1-3 (25.0%),1-3-0 (25.0%),--
Pittsburgh Steelers,5-9 (35.7%),8-6  (57.1%),1-3 (25.0%),1-3-0  (25.0%),2-5 (28.6%),3-4-0 (42.9%),1-3 (25.0%),1-3-0 (25.0%),--
San Diego Chargers,8-5-1 (61.5%),5-9  (35.7%),6-4 (60.0%),3-8-0  (27.3%),4-3 (57.1%),3-4-0 (42.9%),4-3 (57.1%),3-4-0 (42.9%),--
San Francisco 49ers,4-10 (28.6%),6-7-1  (46.2%),1-0 (100.%),1-0-0  (100.%),3-4 (42.9%),3-3-1 (50.0%),1-0 (100.%),1-0-0 (100.%),--
St Louis Cardinals,9-3-2 (75.0%),6-8  (42.9%),7-2 (77.8%),3-7-0  (30.0%),4-1 (80.0%),2-4-0 (33.3%),3-1 (75.0%),1-4-0 (20.0%),--
Washington Redskins,6-8 (42.9%),8-6  (57.1%),3-1 (75.0%),3-1-0  (75.0%),4-3 (57.1%),5-2-0 (71.4%),3-1 (75.0%),3-1-0 (75.0%),--
