Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,9-5 (64.3%),7-7-0  (50.0%),9-5 (64.3%),7-7-0 (50.0%),7-3 (70.0%),5-5-0 (50.0%),2-2 (50.0%),2-2-0 (50.0%),--
2,12-2 (85.7%),6-8-0  (42.9%),8-6 (57.1%),8-6-0 (57.1%),7-1 (87.5%),4-4-0 (50.0%),1-5 (16.7%),4-2-0 (66.7%),--
3,10-4 (71.4%),5-9-0  (35.7%),10-4 (71.4%),9-5-0 (64.3%),7-1 (87.5%),4-4-0 (50.0%),3-3 (50.0%),5-1-0 (83.3%),1-0-0 (100.%)
4,8-6 (57.1%),6-7-1  (46.2%),6-8 (42.9%),5-8-1 (38.5%),4-4 (50.0%),3-5-0 (37.5%),2-4 (33.3%),2-3-1 (40.0%),1-0-0 (100.%)
5,8-4 (66.7%),3-9-0  (25.0%),9-5 (64.3%),6-8-0 (42.9%),6-2 (75.0%),2-6-0 (25.0%),2-2 (50.0%),3-1-0 (75.0%),--
6,10-4 (71.4%),8-6-0  (57.1%),6-8 (42.9%),8-6-0 (57.1%),5-3 (62.5%),5-3-0 (62.5%),1-5 (16.7%),3-3-0 (50.0%),1-0-0 (100.%)
7,11-3 (78.6%),8-6-0  (57.1%),10-4 (71.4%),7-7-0 (50.0%),8-1 (88.9%),5-4-0 (55.6%),2-3 (40.0%),2-3-0 (40.0%),0-1-0 (0.0%)
8,8-6 (57.1%),6-7-1  (46.2%),8-6 (57.1%),7-6-1 (53.8%),6-4 (60.0%),5-5-0 (50.0%),2-2 (50.0%),2-1-1 (66.7%),0-1-0 (0.0%)
9,10-4 (71.4%),6-8-0  (42.9%),6-8 (42.9%),4-10-0 (28.6%),5-3 (62.5%),2-6-0 (25.0%),1-5 (16.7%),2-4-0 (33.3%),0-1-0 (0.0%)
10,11-3 (78.6%),7-7-0  (50.0%),9-5 (64.3%),7-7-0 (50.0%),6-0 (100.%),3-3-0 (50.0%),3-5 (37.5%),4-4-0 (50.0%),--
11,13-1 (92.9%),7-6-1  (53.8%),6-8 (42.9%),8-5-1 (61.5%),6-1 (85.7%),4-2-1 (66.7%),0-7 (0.0%),4-3-0 (57.1%),--
12,10-4 (71.4%),5-9-0  (35.7%),8-6 (57.1%),5-9-0 (35.7%),5-1 (83.3%),1-5-0 (16.7%),3-5 (37.5%),4-4-0 (50.0%),--
13,8-6 (57.1%),5-7-2  (41.7%),7-7 (50.0%),5-7-2 (41.7%),6-5 (54.5%),4-6-1 (40.0%),1-2 (33.3%),1-1-1 (50.0%),--
14,10-4 (71.4%),6-7-1  (46.2%),11-3 (78.6%),9-4-1 (69.2%),8-1 (88.9%),5-3-1 (62.5%),3-2 (60.0%),4-1-0 (80.0%),--
Playoffs,5-2 (71.4%),5-2-0  (71.4%),4-2 (66.7%),4-2-0 (66.7%),3-1 (75.0%),3-1-0 (75.0%),1-1 (50.0%),1-1-0 (50.0%),2-3-0 (40.0%)
