Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,8-6 (57.1%),5-9-0  (35.7%),8-6 (57.1%),7-7-0 (50.0%),5-3 (62.5%),3-5-0 (37.5%),3-3 (50.0%),4-2-0 (66.7%),6-7-1 (46.2%)
2,11-3 (78.6%),9-5-0  (64.3%),9-5 (64.3%),7-7-0 (50.0%),8-2 (80.0%),6-4-0 (60.0%),1-3 (25.0%),1-3-0 (25.0%),3-11-0 (21.4%)
3,7-7 (50.0%),6-8-0  (42.9%),5-9 (35.7%),4-10-0 (28.6%),4-6 (40.0%),3-7-0 (30.0%),1-3 (25.0%),1-3-0 (25.0%),6-7-1 (46.2%)
4,10-4 (71.4%),7-7-0  (50.0%),7-7 (50.0%),6-8-0 (42.9%),6-3 (66.7%),4-5-0 (44.4%),1-4 (20.0%),2-3-0 (40.0%),5-9-0 (35.7%)
5,13-1 (92.9%),8-5-1  (61.5%),8-6 (57.1%),8-5-1 (61.5%),8-1 (88.9%),6-3-0 (66.7%),0-5 (0.0%),2-2-1 (50.0%),5-8-1 (38.5%)
6,9-3 (75.0%),6-6-0  (50.0%),7-7 (50.0%),8-6-0 (57.1%),5-3 (62.5%),4-4-0 (50.0%),0-4 (0.0%),2-2-0 (50.0%),4-8-2 (33.3%)
7,10-3 (76.9%),5-9-0  (35.7%),9-4 (69.2%),7-7-0 (50.0%),7-1 (87.5%),3-5-0 (37.5%),2-3 (40.0%),4-2-0 (66.7%),5-9-0 (35.7%)
8,12-2 (85.7%),8-6-0  (57.1%),9-5 (64.3%),7-7-0 (50.0%),8-1 (88.9%),5-4-0 (55.6%),1-4 (20.0%),2-3-0 (40.0%),7-7-0 (50.0%)
9,6-7 (46.2%),3-9-1  (25.0%),8-6 (57.1%),5-8-1 (38.5%),5-5 (50.0%),2-7-1 (22.2%),2-1 (66.7%),2-1-0 (66.7%),6-8-0 (42.9%)
10,10-4 (71.4%),7-7-0  (50.0%),6-8 (42.9%),9-5-0 (64.3%),4-2 (66.7%),4-2-0 (66.7%),2-6 (25.0%),5-3-0 (62.5%),3-11-0 (21.4%)
11,13-1 (92.9%),9-5-0  (64.3%),7-7 (50.0%),9-5-0 (64.3%),7-1 (87.5%),6-2-0 (75.0%),0-6 (0.0%),3-3-0 (50.0%),7-7-0 (50.0%)
12,12-2 (85.7%),6-7-1  (46.2%),12-2 (85.7%),8-5-1 (61.5%),10-0 (100.%),5-4-1 (55.6%),2-2 (50.0%),3-1-0 (75.0%),7-7-0 (50.0%)
13,7-7 (50.0%),2-12-0  (14.3%),4-10 (28.6%),3-11-0 (21.4%),4-7 (36.4%),1-10-0 (9.1%),0-3 (0.0%),2-1-0 (66.7%),6-8-0 (42.9%)
14,7-6 (53.8%),7-7-0  (50.0%),7-6 (53.8%),7-7-0 (50.0%),5-4 (55.6%),5-5-0 (50.0%),2-2 (50.0%),2-2-0 (50.0%),6-6-2 (50.0%)
15,6-8 (42.9%),4-10-0  (28.6%),4-10 (28.6%),4-10-0 (28.6%),2-6 (25.0%),1-7-0 (12.5%),2-4 (33.3%),3-3-0 (50.0%),6-7-1 (46.2%)
16,10-4 (71.4%),9-5-0  (64.3%),8-6 (57.1%),7-7-0 (50.0%),8-4 (66.7%),7-5-0 (58.3%),0-2 (0.0%),0-2-0 (0.0%),8-6-0 (57.1%)
Playoffs,7-2 (77.8%),6-3-0  (66.7%),6-2 (75.0%),5-3-0 (62.5%),6-2 (75.0%),5-3-0 (62.5%),0-0,0-0-0,6-3-0 (66.7%)
