Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
Arizona Cardinals,5-11 (31.3%),6-10  (37.5%),1-1 (50.0%),0-2-0  (0.0%),3-5 (37.5%),3-5-0 (37.5%),1-1 (50.0%),0-2-0 (0.0%),8-8-0 (50.0%)
Atlanta Falcons,9-6-1 (60.0%),10-6  (62.5%),7-4 (63.6%),6-5-0  (54.5%),5-3 (62.5%),4-4-0 (50.0%),5-3 (62.5%),4-4-0 (50.0%),8-8-0 (50.0%)
Baltimore Ravens,7-9 (43.8%),10-6  (62.5%),3-1 (75.0%),3-1-0  (75.0%),4-4 (50.0%),4-4-0 (50.0%),1-1 (50.0%),1-1-0 (50.0%),8-7-1 (53.3%)
Buffalo Bills,8-8 (50.0%),8-7-1  (53.3%),5-1 (83.3%),3-2-1  (60.0%),5-3 (62.5%),4-4-0 (50.0%),4-1 (80.0%),3-2-0 (60.0%),7-9-0 (43.8%)
Carolina Panthers,7-9 (43.8%),10-6  (62.5%),3-1 (75.0%),3-1-0  (75.0%),4-4 (50.0%),5-3-0 (62.5%),3-1 (75.0%),3-1-0 (75.0%),6-10-0 (37.5%)
Chicago Bears,4-12 (25.0%),5-11  (31.3%),2-2 (50.0%),0-4-0  (0.0%),3-5 (37.5%),3-5-0 (37.5%),2-1 (66.7%),0-3-0 (0.0%),7-9-0 (43.8%)
Cincinnati Bengals,2-14 (12.5%),4-12  (25.0%),0-1 (0.0%),0-1-0  (0.0%),1-7 (12.5%),1-7-0 (12.5%),0-1 (0.0%),0-1-0 (0.0%),11-5-0 (68.8%)
Cleveland Browns,9-7 (56.3%),11-5  (68.8%),3-3 (50.0%),3-3-0  (50.0%),3-5 (37.5%),4-4-0 (50.0%),2-3 (40.0%),2-3-0 (40.0%),7-9-0 (43.8%)
Dallas Cowboys,5-11 (31.3%),8-8  (50.0%),1-2 (33.3%),0-3-0  (0.0%),4-4 (50.0%),4-4-0 (50.0%),1-1 (50.0%),0-2-0 (0.0%),6-10-0 (37.5%)
Denver Broncos,9-7 (56.3%),7-8-1  (46.7%),6-6 (50.0%),4-7-1  (36.4%),5-3 (62.5%),4-4-0 (50.0%),4-3 (57.1%),3-4-0 (42.9%),7-8-1 (46.7%)
