Atlanta Falcons,12-4 (75.0%),12-3-1  (80.0%),6-2 (75.0%),5-3-0  (62.5%),6-2 (75.0%),5-3-0 (62.5%),4-2 (66.7%),3-3-0 (50.0%),7-8-1 (46.7%)
Baltimore Colts,7-9 (43.8%),8-8  (50.0%),2-6 (25.0%),1-7-0  (12.5%),2-6 (25.0%),3-5-0 (37.5%),1-5 (16.7%),1-5-0 (16.7%),10-6-0 (62.5%)
Buffalo Bills,11-5 (68.8%),10-6  (62.5%),4-4 (50.0%),3-5-0  (37.5%),6-2 (75.0%),6-2-0 (75.0%),1-2 (33.3%),1-2-0 (33.3%),6-10-0 (37.5%)
Chicago Bears,7-9 (43.8%),7-8-1  (46.7%),4-3 (57.1%),3-3-1  (50.0%),5-3 (62.5%),5-3-0 (62.5%),3-2 (60.0%),3-2-0 (60.0%),7-9-0 (43.8%)
Cincinnati Bengals,6-10 (37.5%),7-7-2  (50.0%),1-1 (50.0%),1-1-0  (50.0%),3-5 (37.5%),3-3-2 (50.0%),1-0 (100.%),1-0-0 (100.%),6-10-0 (37.5%)
Cleveland Browns,11-5 (68.8%),9-6-1  (60.0%),6-2 (75.0%),3-4-1  (42.9%),6-2 (75.0%),4-4-0 (50.0%),5-1 (83.3%),3-3-0 (50.0%),9-7-0 (56.3%)
Dallas Cowboys,12-4 (75.0%),10-6  (62.5%),11-2 (84.6%),9-4-0  (69.2%),8-0 (100.%),7-1-0 (87.5%),8-0 (100.%),7-1-0 (87.5%),10-6-0 (62.5%)
Denver Broncos,8-8 (50.0%),6-8-2  (42.9%),5-3 (62.5%),3-5-0  (37.5%),4-4 (50.0%),3-3-2 (50.0%),4-2 (66.7%),3-3-0 (50.0%),6-8-2 (42.9%)
Detroit Lions,9-7 (56.3%),9-5-2  (64.3%),7-3 (70.0%),5-4-1  (55.6%),6-2 (75.0%),5-2-1 (71.4%),6-1 (85.7%),4-2-1 (66.7%),5-11-0 (31.3%)
Green Bay Packers,5-10-1 (33.3%),8-8  (50.0%),2-2 (50.0%),2-2-0  (50.0%),4-4 (50.0%),4-4-0 (50.0%),2-1 (66.7%),2-1-0 (66.7%),5-10-1 (33.3%)
Houston Oilers,11-5 (68.8%),6-8-2  (42.9%),11-4 (73.3%),6-7-2  (46.2%),6-2 (75.0%),3-5-0 (37.5%),6-2 (75.0%),3-5-0 (37.5%),5-10-1 (33.3%)
Kansas City Chiefs,8-8 (50.0%),8-7-1  (53.3%),1-4 (20.0%),0-4-1  (0.0%),3-5 (37.5%),2-5-1 (28.6%),1-4 (20.0%),0-4-1 (0.0%),6-9-1 (40.0%)
Los Angeles Rams,11-5 (68.8%),10-4-2  (71.4%),9-3 (75.0%),7-3-2  (70.0%),6-2 (75.0%),4-2-2 (66.7%),5-2 (71.4%),3-2-2 (60.0%),7-9-0 (43.8%)
Miami Dolphins,8-8 (50.0%),7-9  (43.8%),3-3 (50.0%),0-6-0  (0.0%),5-3 (62.5%),3-5-0 (37.5%),3-2 (60.0%),0-5-0 (0.0%),4-12-0 (25.0%)
Minnesota Vikings,9-7 (56.3%),9-7  (56.3%),5-2 (71.4%),3-4-0  (42.9%),5-3 (62.5%),5-3-0 (62.5%),4-2 (66.7%),3-3-0 (50.0%),7-8-1 (46.7%)
New England Patriots,10-6 (62.5%),10-6  (62.5%),8-5 (61.5%),8-5-0  (61.5%),6-2 (75.0%),6-2-0 (75.0%),6-2 (75.0%),6-2-0 (75.0%),9-7-0 (56.3%)
