Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,6-8 (42.9%),5-9-0  (35.7%),6-8 (42.9%),5-9-0 (35.7%),4-6 (40.0%),3-7-0 (30.0%),2-2 (50.0%),2-2-0 (50.0%),7-7-0 (50.0%)
2,10-3 (76.9%),4-8-1  (33.3%),7-7 (50.0%),5-8-1 (38.5%),6-3 (66.7%),2-6-1 (25.0%),0-4 (0.0%),2-2-0 (50.0%),6-8-0 (42.9%)
3,7-7 (50.0%),5-9-0  (35.7%),8-6 (57.1%),6-8-0 (42.9%),7-6 (53.8%),5-8-0 (38.5%),1-0 (100.%),1-0-0 (100.%),9-5-0 (64.3%)
4,10-4 (71.4%),8-5-1  (61.5%),7-7 (50.0%),6-7-1 (46.2%),6-3 (66.7%),5-4-0 (55.6%),1-4 (20.0%),1-3-1 (25.0%),3-11-0 (21.4%)
5,6-8 (42.9%),5-9-0  (35.7%),6-8 (42.9%),7-7-0 (50.0%),3-5 (37.5%),3-5-0 (37.5%),3-3 (50.0%),4-2-0 (66.7%),7-7-0 (50.0%)
6,7-6 (53.8%),5-8-1  (38.5%),7-6 (53.8%),5-8-1 (38.5%),5-4 (55.6%),3-6-1 (33.3%),2-2 (50.0%),2-2-0 (50.0%),5-9-0 (35.7%)
7,8-6 (57.1%),6-8-0  (42.9%),8-6 (57.1%),6-8-0 (42.9%),6-4 (60.0%),4-6-0 (40.0%),2-2 (50.0%),2-2-0 (50.0%),6-6-2 (50.0%)
8,10-4 (71.4%),5-8-1  (38.5%),11-3 (78.6%),10-3-1 (76.9%),8-1 (88.9%),5-3-1 (62.5%),3-2 (60.0%),5-0-0 (100.%),5-9-0 (35.7%)
9,11-3 (78.6%),5-7-2  (41.7%),7-7 (50.0%),4-8-2 (33.3%),7-3 (70.0%),3-6-1 (33.3%),0-4 (0.0%),1-2-1 (33.3%),11-3-0 (78.6%)
10,9-5 (64.3%),8-6-0  (57.1%),6-8 (42.9%),7-7-0 (50.0%),5-4 (55.6%),5-4-0 (55.6%),1-4 (20.0%),2-3-0 (40.0%),11-3-0 (78.6%)
11,12-2 (85.7%),8-6-0  (57.1%),8-6 (57.1%),8-6-0 (57.1%),7-1 (87.5%),5-3-0 (62.5%),1-5 (16.7%),3-3-0 (50.0%),4-10-0 (28.6%)
12,9-5 (64.3%),6-8-0  (42.9%),9-5 (64.3%),8-6-0 (57.1%),7-3 (70.0%),5-5-0 (50.0%),2-2 (50.0%),3-1-0 (75.0%),6-7-1 (46.2%)
13,8-6 (57.1%),5-9-0  (35.7%),8-6 (57.1%),7-7-0 (50.0%),6-4 (60.0%),4-6-0 (40.0%),2-2 (50.0%),3-1-0 (75.0%),6-8-0 (42.9%)
14,6-7 (46.2%),3-10-0  (23.1%),10-4 (71.4%),7-7-0 (50.0%),5-3 (62.5%),2-6-0 (25.0%),4-1 (80.0%),4-1-0 (80.0%),7-7-0 (50.0%)
15,9-5 (64.3%),5-8-1  (38.5%),9-5 (64.3%),6-7-1 (46.2%),7-3 (70.0%),4-6-0 (40.0%),2-2 (50.0%),2-1-1 (66.7%),4-9-1 (30.8%)
16,10-4 (71.4%),5-6-3  (45.5%),5-9 (35.7%),4-7-3 (36.4%),5-4 (55.6%),3-5-1 (37.5%),0-5 (0.0%),1-2-2 (33.3%),6-6-2 (50.0%)
Playoffs,3-6 (33.3%),2-6-1  (25.0%),5-3 (62.5%),4-3-1 (57.1%),3-3 (50.0%),2-3-1 (40.0%),2-0 (100.%),2-0-0 (100.%),4-5-0 (44.4%)
