Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,10-3 (76.9%),8-4-1  (66.7%),8-6 (57.1%),8-5-1 (61.5%),7-2 (77.8%),6-2-1 (75.0%),1-3 (25.0%),2-2-0 (50.0%),5-9-0 (35.7%)
2,9-5 (64.3%),5-8-1  (38.5%),7-7 (50.0%),5-8-1 (38.5%),7-5 (58.3%),4-7-1 (36.4%),0-2 (0.0%),1-1-0 (50.0%),4-10-0 (28.6%)
3,7-7 (50.0%),5-9-0  (35.7%),6-8 (42.9%),6-8-0 (42.9%),3-4 (42.9%),2-5-0 (28.6%),3-4 (42.9%),4-3-0 (57.1%),4-10-0 (28.6%)
4,10-4 (71.4%),6-7-1  (46.2%),8-6 (57.1%),4-9-1 (30.8%),7-3 (70.0%),3-6-1 (33.3%),1-3 (25.0%),1-3-0 (25.0%),7-6-1 (53.8%)
5,8-5 (61.5%),6-8-0  (42.9%),7-6 (53.8%),5-9-0 (35.7%),6-4 (60.0%),4-7-0 (36.4%),1-2 (33.3%),1-2-0 (33.3%),7-7-0 (50.0%)
6,10-4 (71.4%),8-6-0  (57.1%),7-7 (50.0%),5-9-0 (35.7%),6-3 (66.7%),4-5-0 (44.4%),1-4 (20.0%),1-4-0 (20.0%),6-8-0 (42.9%)
7,6-6 (50.0%),4-8-0  (33.3%),8-6 (57.1%),6-8-0 (42.9%),6-5 (54.5%),4-7-0 (36.4%),1-0 (100.%),1-0-0 (100.%),11-3-0 (78.6%)
8,10-3 (76.9%),5-8-0  (38.5%),7-7 (50.0%),6-8-0 (42.9%),6-2 (75.0%),3-5-0 (37.5%),1-4 (20.0%),3-2-0 (60.0%),7-6-1 (53.8%)
9,9-5 (64.3%),4-10-0  (28.6%),9-5 (64.3%),8-6-0 (57.1%),7-3 (70.0%),4-6-0 (40.0%),2-2 (50.0%),4-0-0 (100.%),4-8-2 (33.3%)
10,11-1 (91.7%),8-4-0  (66.7%),12-2 (85.7%),9-5-0 (64.3%),10-0 (100.%),7-3-0 (70.0%),1-1 (50.0%),1-1-0 (50.0%),8-6-0 (57.1%)
11,6-8 (42.9%),5-9-0  (35.7%),4-10 (28.6%),5-9-0 (35.7%),2-6 (25.0%),2-6-0 (25.0%),2-4 (33.3%),3-3-0 (50.0%),6-8-0 (42.9%)
12,8-6 (57.1%),7-7-0  (50.0%),7-7 (50.0%),6-8-0 (42.9%),6-5 (54.5%),5-6-0 (45.5%),1-2 (33.3%),1-2-0 (33.3%),7-7-0 (50.0%)
13,11-2 (84.6%),10-3-0  (76.9%),9-5 (64.3%),8-6-0 (57.1%),8-2 (80.0%),7-3-0 (70.0%),0-3 (0.0%),0-3-0 (0.0%),7-7-0 (50.0%)
14,11-3 (78.6%),9-5-0  (64.3%),10-4 (71.4%),8-6-0 (57.1%),9-2 (81.8%),7-4-0 (63.6%),1-2 (33.3%),1-2-0 (33.3%),8-6-0 (57.1%)
15,9-5 (64.3%),7-7-0  (50.0%),12-2 (85.7%),10-4-0 (71.4%),9-2 (81.8%),7-4-0 (63.6%),3-0 (100.%),3-0-0 (100.%),6-8-0 (42.9%)
16,8-6 (57.1%),5-9-0  (35.7%),10-4 (71.4%),7-7-0 (50.0%),7-3 (70.0%),4-6-0 (40.0%),3-1 (75.0%),3-1-0 (75.0%),6-7-1 (46.2%)
Playoffs,8-1 (88.9%),7-2-0  (77.8%),6-2 (75.0%),6-2-0 (75.0%),6-1 (85.7%),6-1-0 (85.7%),0-1 (0.0%),0-1-0 (0.0%),2-7-0 (22.2%)
