Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
Atlanta Falcons,4-8-2 (33.3%),6-8  (42.9%),4-2 (66.7%),3-4-0  (42.9%),3-4 (42.9%),2-5-0 (28.6%),3-2 (60.0%),2-3-0 (40.0%),--
Baltimore Colts,11-2-1 (84.6%),6-8  (42.9%),11-1 (91.7%),6-7-0  (46.2%),5-1 (83.3%),4-3-0 (57.1%),5-0 (100.%),4-2-0 (66.7%),--
Boston Patriots,2-12 (14.3%),6-8  (42.9%),0-1 (0.0%),0-1-0  (0.0%),1-6 (14.3%),4-3-0 (57.1%),0-1 (0.0%),0-1-0 (0.0%),--
Buffalo Bills,3-10-1 (23.1%),5-9  (35.7%),0-2 (0.0%),0-2-0  (0.0%),1-6 (14.3%),2-5-0 (28.6%),0-2 (0.0%),0-2-0 (0.0%),--
Chicago Bears,6-8 (42.9%),9-5  (64.3%),4-1 (80.0%),3-2-0  (60.0%),3-4 (42.9%),3-4-0 (42.9%),3-1 (75.0%),2-2-0 (50.0%),--
Cincinnati Bengals,8-6 (57.1%),10-4  (71.4%),4-0 (100.%),4-0-0  (100.%),5-2 (71.4%),6-1-0 (85.7%),3-0 (100.%),3-0-0 (100.%),--
Cleveland Browns,7-7 (50.0%),7-7  (50.0%),6-4 (60.0%),5-5-0  (50.0%),4-3 (57.1%),3-4-0 (42.9%),4-1 (80.0%),3-2-0 (60.0%),--
Dallas Cowboys,10-4 (71.4%),8-6  (57.1%),8-3 (72.7%),6-5-0  (54.5%),6-1 (85.7%),5-2-0 (71.4%),6-1 (85.7%),5-2-0 (71.4%),--
Denver Broncos,5-8-1 (38.5%),7-5-2  (58.3%),3-2 (60.0%),2-2-1  (50.0%),3-3 (50.0%),3-2-2 (60.0%),1-1 (50.0%),0-1-1 (0.0%),--
Detroit Lions,10-4 (71.4%),10-4  (71.4%),8-3 (72.7%),7-4-0  (63.6%),6-1 (85.7%),6-1-0 (85.7%),6-1 (85.7%),6-1-0 (85.7%),--
Green Bay Packers,6-8 (42.9%),5-9  (35.7%),5-1 (83.3%),2-4-0  (33.3%),4-3 (57.1%),3-4-0 (42.9%),3-1 (75.0%),1-3-0 (25.0%),--
Houston Oilers,3-10-1 (23.1%),5-8-1  (38.5%),1-2 (33.3%),1-2-0  (33.3%),1-6 (14.3%),1-5-1 (16.7%),0-2 (0.0%),0-2-0 (0.0%),--
Kansas City Chiefs,7-5-2 (58.3%),4-10  (28.6%),7-3 (70.0%),4-8-0  (33.3%),4-1 (80.0%),2-5-0 (28.6%),4-1 (80.0%),2-5-0 (28.6%),--
Los Angeles Rams,9-4-1 (69.2%),9-5  (64.3%),7-3 (70.0%),7-4-0  (63.6%),3-3 (50.0%),3-4-0 (42.9%),3-3 (50.0%),3-4-0 (42.9%),--
Miami Dolphins,10-4 (71.4%),10-4  (71.4%),5-3 (62.5%),5-3-0  (62.5%),6-1 (85.7%),6-1-0 (85.7%),4-1 (80.0%),4-1-0 (80.0%),--
Minnesota Vikings,12-2 (85.7%),8-5-1  (61.5%),11-2 (84.6%),7-5-1  (58.3%),7-0 (100.%),4-3-0 (57.1%),7-0 (100.%),4-3-0 (57.1%),--
New Orleans Saints,2-11-1 (15.4%),4-9-1  (30.8%),1-0 (100.%),1-0-0  (100.%),2-5 (28.6%),2-4-1 (33.3%),1-0 (100.%),1-0-0 (100.%),--
New York Giants,9-5 (64.3%),8-6  (57.1%),6-3 (66.7%),5-4-0  (55.6%),5-2 (71.4%),4-3-0 (57.1%),3-2 (60.0%),2-3-0 (40.0%),--
New York Jets,4-10 (28.6%),5-9  (35.7%),2-3 (40.0%),1-4-0  (20.0%),2-5 (28.6%),3-4-0 (42.9%),1-2 (33.3%),1-2-0 (33.3%),--
Oakland Raiders,8-4-2 (66.7%),5-9  (35.7%),7-2 (77.8%),3-7-0  (30.0%),6-1 (85.7%),4-3-0 (57.1%),5-0 (100.%),3-2-0 (60.0%),--
Philadelphia Eagles,3-10-1 (23.1%),9-5  (64.3%),1-0 (100.%),1-0-0  (100.%),3-3 (50.0%),5-2-0 (71.4%),1-0 (100.%),1-0-0 (100.%),--
Pittsburgh Steelers,5-9 (35.7%),4-9-1  (30.8%),3-1 (75.0%),2-2-0  (50.0%),4-3 (57.1%),3-4-0 (42.9%),3-1 (75.0%),2-2-0 (50.0%),--
San Diego Chargers,5-6-3 (45.5%),7-6-1  (53.8%),2-1 (66.7%),0-4-0  (0.0%),2-3 (40.0%),4-3-0 (57.1%),1-1 (50.0%),0-3-0 (0.0%),--
San Francisco 49ers,10-3-1 (76.9%),7-5-2  (58.3%),8-1 (88.9%),4-4-2  (50.0%),5-1 (83.3%),3-4-0 (42.9%),4-1 (80.0%),2-4-0 (33.3%),--
St Louis Cardinals,8-5-1 (61.5%),7-7  (50.0%),6-3 (66.7%),4-5-0  (44.4%),6-1 (85.7%),4-3-0 (57.1%),5-1 (83.3%),3-3-0 (50.0%),--
Washington Commanders,6-8 (42.9%),6-7-1  (46.2%),2-1 (66.7%),2-1-0  (66.7%),4-3 (57.1%),4-2-1 (66.7%),1-1 (50.0%),1-1-0 (50.0%),--
