Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders,Additional Notes
Atlanta Falcons,6-10 (37.5%),7-8-1  (46.7%),2-5 (28.6%),1-6-0  (14.3%),4-4 (50.0%),4-4-0 (50.0%),2-3 (40.0%),1-4-0 (20.0%),9-7-0 (56.3%)
Buffalo Bills,12-4 (75.0%),8-8  (50.0%),10-2 (83.3%),6-6-0  (50.0%),6-2 (75.0%),4-4-0 (50.0%),6-2 (75.0%),4-4-0 (50.0%),5-11-0 (31.3%)
Chicago Bears,7-9 (43.8%),7-7-2  (50.0%),3-5 (37.5%),2-5-1  (28.6%),3-5 (37.5%),2-4-2 (33.3%),3-3 (50.0%),2-3-1 (40.0%),5-11-0 (31.3%)
Cincinnati Bengals,3-13 (18.8%),8-8  (50.0%),0-0,0-0-0,3-5 (37.5%),4-4-0 (50.0%),0-0,0-0-0,7-9-0 (43.8%)
Cleveland Browns,7-9 (43.8%),9-7  (56.3%),3-3 (50.0%),3-3-0  (50.0%),4-4 (50.0%),4-4-0 (50.0%),1-2 (33.3%),1-2-0 (33.3%),8-6-2 (57.1%)
Dallas Cowboys,12-4 (75.0%),9-7  (56.3%),12-3 (80.0%),9-6-0  (60.0%),6-2 (75.0%),4-4-0 (50.0%),6-2 (75.0%),4-4-0 (50.0%),6-9-1 (40.0%)
Denver Broncos,9-7 (56.3%),9-5-2  (64.3%),7-3 (70.0%),7-3-0  (70.0%),5-3 (62.5%),5-3-0 (62.5%),5-3 (62.5%),5-3-0 (62.5%),11-5-0 (68.8%)
Detroit Lions,10-6 (62.5%),9-7  (56.3%),6-3 (66.7%),5-4-0  (55.6%),5-3 (62.5%),5-3-0 (62.5%),4-2 (66.7%),4-2-0 (66.7%),7-8-1 (46.7%)
Green Bay Packers,9-7 (56.3%),9-7  (56.3%),7-3 (70.0%),6-4-0  (60.0%),6-2 (75.0%),5-3-0 (62.5%),6-2 (75.0%),5-3-0 (62.5%),9-7-0 (56.3%)
Houston Oilers,12-4 (75.0%),12-4  (75.0%),10-1 (90.9%),9-2-0  (81.8%),7-1 (87.5%),6-2-0 (75.0%),7-1 (87.5%),6-2-0 (75.0%),10-6-0 (62.5%)
Indianapolis Colts,4-12 (25.0%),5-11  (31.3%),2-0 (100.%),1-1-0  (50.0%),2-6 (25.0%),2-6-0 (25.0%),1-0 (100.%),0-1-0 (0.0%),7-8-1 (46.7%)
Kansas City Chiefs,11-5 (68.8%),8-8  (50.0%),10-3 (76.9%),7-6-0  (53.8%),7-1 (87.5%),5-3-0 (62.5%),7-1 (87.5%),5-3-0 (62.5%),9-7-0 (56.3%)
Los Angeles Raiders,10-6 (62.5%),6-8-2  (42.9%),6-4 (60.0%),2-6-2  (25.0%),5-3 (62.5%),2-5-1 (28.6%),4-3 (57.1%),1-5-1 (16.7%),8-7-1 (53.3%)
Los Angeles Rams,5-11 (31.3%),5-11  (31.3%),1-2 (33.3%),1-2-0  (33.3%),3-5 (37.5%),3-5-0 (37.5%),1-1 (50.0%),1-1-0 (50.0%),9-7-0 (56.3%)
Miami Dolphins,9-7 (56.3%),6-10  (37.5%),6-5 (54.5%),3-8-0  (27.3%),4-4 (50.0%),3-5-0 (37.5%),3-4 (42.9%),2-5-0 (28.6%),8-8-0 (50.0%)
Minnesota Vikings,9-7 (56.3%),6-10  (37.5%),4-5 (44.4%),1-8-0  (11.1%),4-4 (50.0%),2-6-0 (25.0%),3-3 (50.0%),1-5-0 (16.7%),7-9-0 (43.8%)
New England Patriots,5-11 (31.3%),10-6  (62.5%),2-1 (66.7%),1-2-0  (33.3%),3-5 (37.5%),4-4-0 (50.0%),2-1 (66.7%),1-2-0 (33.3%),7-9-0 (43.8%)
New Orleans Saints,8-8 (50.0%),6-9-1  (40.0%),6-6 (50.0%),4-7-1  (36.4%),4-4 (50.0%),4-4-0 (50.0%),3-4 (42.9%),3-4-0 (42.9%),8-8-0 (50.0%)
New York Giants,11-5 (68.8%),11-5  (68.8%),7-2 (77.8%),5-4-0  (55.6%),6-2 (75.0%),6-2-0 (75.0%),6-1 (85.7%),5-2-0 (71.4%),5-11-0 (31.3%)
New York Jets,8-8 (50.0%),7-8-1  (46.7%),5-2 (71.4%),3-3-1  (50.0%),3-5 (37.5%),2-6-0 (25.0%),2-2 (50.0%),1-3-0 (25.0%),5-11-0 (31.3%)
Philadelphia Eagles,8-8 (50.0%),10-6  (62.5%),4-1 (80.0%),2-3-0  (40.0%),3-5 (37.5%),4-4-0 (50.0%),3-1 (75.0%),1-3-0 (25.0%),6-10-0 (37.5%)
Phoenix Cardinals,7-9 (43.8%),10-5-1  (66.7%),2-2 (50.0%),2-2-0  (50.0%),4-4 (50.0%),4-3-1 (57.1%),2-2 (50.0%),2-2-0 (50.0%),7-8-1 (46.7%)
Pittsburgh Steelers,9-7 (56.3%),7-9  (43.8%),6-4 (60.0%),4-6-0  (40.0%),6-2 (75.0%),5-3-0 (62.5%),5-1 (83.3%),4-2-0 (66.7%),9-7-0 (56.3%)
San Diego Chargers,8-8 (50.0%),7-8-1  (46.7%),5-4 (55.6%),2-6-1  (25.0%),4-4 (50.0%),2-5-1 (28.6%),4-3 (57.1%),1-5-1 (16.7%),7-9-0 (43.8%)
San Francisco 49ers,10-6 (62.5%),8-8  (50.0%),10-5 (66.7%),8-7-0  (53.3%),6-2 (75.0%),4-4-0 (50.0%),6-2 (75.0%),4-4-0 (50.0%),10-5-1 (66.7%)
Seattle Seahawks,6-10 (37.5%),7-9  (43.8%),3-1 (75.0%),2-2-0  (50.0%),4-4 (50.0%),3-5-0 (37.5%),2-1 (66.7%),1-2-0 (33.3%),8-8-0 (50.0%)
Tampa Bay Buccaneers,5-11 (31.3%),7-9  (43.8%),0-1 (0.0%),0-1-0  (0.0%),3-5 (37.5%),3-5-0 (37.5%),0-1 (0.0%),0-1-0 (0.0%),7-9-0 (43.8%)
Washington Redskins,4-12 (25.0%),5-10-1  (33.3%),2-4 (33.3%),1-5-0  (16.7%),3-5 (37.5%),3-4-1 (42.9%),2-3 (40.0%),1-4-0 (20.0%),8-8-0 (50.0%)
