Baltimore Colts,7-5 (58.3%),6-6  (50.0%),5-3 (62.5%),4-4-0  (50.0%),4-2 (66.7%),3-3-0 (50.0%),3-2 (60.0%),2-3-0 (40.0%),--
Chicago Bears,5-7 (41.7%),5-7  (41.7%),3-6 (33.3%),2-7-0  (22.2%),2-4 (33.3%),2-4-0 (33.3%),2-3 (40.0%),1-4-0 (20.0%),--
Chicago Cardinals,3-9 (25.0%),3-9  (25.0%),0-3 (0.0%),0-3-0  (0.0%),0-6 (0.0%),0-6-0 (0.0%),0-3 (0.0%),0-3-0 (0.0%),--
Cleveland Browns,9-2-1 (81.8%),8-4  (66.7%),7-1 (87.5%),6-3-0  (66.7%),6-0 (100.%),5-1-0 (83.3%),5-0 (100.%),4-1-0 (80.0%),--
Detroit Lions,9-4 (69.2%),9-3-1  (75.0%),3-1 (75.0%),3-1-0  (75.0%),5-1 (83.3%),5-1-0 (83.3%),2-1 (66.7%),2-1-0 (66.7%),--
Green Bay Packers,3-9 (25.0%),6-6  (50.0%),0-2 (0.0%),0-2-0  (0.0%),1-5 (16.7%),2-4-0 (33.3%),0-2 (0.0%),0-2-0 (0.0%),--
Los Angeles Rams,6-6 (50.0%),4-8  (33.3%),6-2 (75.0%),4-4-0  (50.0%),5-1 (83.3%),4-2-0 (66.7%),5-1 (83.3%),4-2-0 (66.7%),--
New York Giants,7-5 (58.3%),5-7  (41.7%),6-5 (54.5%),4-7-0  (36.4%),3-3 (50.0%),3-3-0 (50.0%),3-3 (50.0%),3-3-0 (50.0%),--
Philadelphia Eagles,4-8 (33.3%),5-7  (41.7%),1-1 (50.0%),0-2-0  (0.0%),3-3 (50.0%),3-3-0 (50.0%),1-1 (50.0%),0-2-0 (0.0%),--
Pittsburgh Steelers,6-6 (50.0%),7-4-1  (63.6%),2-1 (66.7%),2-1-0  (66.7%),4-2 (66.7%),4-2-0 (66.7%),2-1 (66.7%),2-1-0 (66.7%),--
San Francisco 49ers,8-5 (61.5%),6-6-1  (50.0%),4-2 (66.7%),1-4-1  (20.0%),5-2 (71.4%),3-3-1 (50.0%),3-2 (60.0%),1-3-1 (25.0%),--
Washington Redskins,5-6-1 (45.5%),7-4-1  (63.6%),2-3 (40.0%),1-3-1  (25.0%),2-3 (40.0%),3-2-1 (60.0%),2-1 (66.7%),1-1-1 (50.0%),--
