Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders,Additional Notes
1,12-4 (75.0%),9-5-2  (64.3%),10-6 (62.5%),9-5-2 (64.3%),9-3 (75.0%),7-3-2 (70.0%),1-3 (25.0%),2-2-0 (50.0%),5-11-0 (31.3%)
2,9-7 (56.3%),3-12-1  (20.0%),10-6 (62.5%),6-9-1 (40.0%),7-4 (63.6%),2-8-1 (20.0%),3-2 (60.0%),4-1-0 (80.0%),8-7-1 (53.3%)
3,11-5 (68.8%),5-8-3  (38.5%),10-6 (62.5%),6-7-3 (46.2%),9-4 (69.2%),4-6-3 (40.0%),1-2 (33.3%),2-1-0 (66.7%),11-5-0 (68.8%)
4,5-9 (35.7%),5-9-0  (35.7%),8-6 (57.1%),8-6-0 (57.1%),2-3 (40.0%),2-3-0 (40.0%),6-3 (66.7%),6-3-0 (66.7%),6-7-1 (46.2%)
5,12-2 (85.7%),7-7-0  (50.0%),7-7 (50.0%),8-6-0 (57.1%),7-2 (77.8%),5-4-0 (55.6%),0-5 (0.0%),3-2-0 (60.0%),7-7-0 (50.0%)
6,9-4 (69.2%),8-4-1  (66.7%),7-6 (53.8%),6-6-1 (50.0%),6-3 (66.7%),5-3-1 (62.5%),1-3 (25.0%),1-3-0 (25.0%),6-7-0 (46.2%)
7,9-5 (64.3%),7-7-0  (50.0%),9-5 (64.3%),7-7-0 (50.0%),7-3 (70.0%),5-5-0 (50.0%),2-2 (50.0%),2-2-0 (50.0%),6-8-0 (42.9%)
8,9-4 (69.2%),7-6-0  (53.8%),3-9 (25.0%),2-10-0 (16.7%),3-4 (42.9%),2-5-0 (28.6%),0-5 (0.0%),0-5-0 (0.0%),5-8-0 (38.5%)
9,10-4 (71.4%),8-6-0  (57.1%),9-5 (64.3%),11-3-0 (78.6%),7-2 (77.8%),7-2-0 (77.8%),2-3 (40.0%),4-1-0 (80.0%),9-4-1 (69.2%)
10,7-7 (50.0%),6-8-0  (42.9%),5-9 (35.7%),4-10-0 (28.6%),4-6 (40.0%),3-7-0 (30.0%),1-3 (25.0%),1-3-0 (25.0%),7-7-0 (50.0%)
11,13-2 (86.7%),11-4-0  (73.3%),10-6 (62.5%),8-8-0 (50.0%),8-1 (88.9%),6-3-0 (66.7%),1-5 (16.7%),1-5-0 (16.7%),10-6-0 (62.5%)
12,12-4 (75.0%),10-6-0  (62.5%),9-7 (56.3%),7-9-0 (43.8%),8-3 (72.7%),6-5-0 (54.5%),1-4 (20.0%),1-4-0 (20.0%),9-7-0 (56.3%)
13,10-5 (66.7%),8-7-0  (53.3%),9-7 (56.3%),9-7-0 (56.3%),7-4 (63.6%),6-5-0 (54.5%),1-3 (25.0%),2-2-0 (50.0%),11-5-0 (68.8%)
14,14-2 (87.5%),12-4-0  (75.0%),9-7 (56.3%),9-7-0 (56.3%),8-1 (88.9%),7-2-0 (77.8%),1-6 (14.3%),2-5-0 (28.6%),9-5-2 (64.3%)
15,9-7 (56.3%),6-10-0  (37.5%),10-6 (62.5%),9-7-0 (56.3%),6-3 (66.7%),4-5-0 (44.4%),4-3 (57.1%),5-2-0 (71.4%),6-9-1 (40.0%)
16,11-5 (68.8%),6-9-1  (40.0%),11-5 (68.8%),8-7-1 (53.3%),8-2 (80.0%),4-5-1 (44.4%),3-3 (50.0%),4-2-0 (66.7%),10-6-0 (62.5%)
17,13-3 (81.3%),10-6-0  (62.5%),11-5 (68.8%),10-6-0 (62.5%),8-0 (100.%),6-2-0 (75.0%),3-5 (37.5%),4-4-0 (50.0%),11-5-0 (68.8%)
Playoffs,6-5 (54.5%),3-8-0  (27.3%),5-5 (50.0%),4-6-0 (40.0%),5-4 (55.6%),3-6-0 (33.3%),0-1 (0.0%),1-0-0 (100.%),6-5-0 (54.5%)
