Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
Arizona Cardinals,8-8 (50.0%),8-7-1  (53.3%),4-2 (66.7%),2-4-0  (33.3%),6-2 (75.0%),5-3-0 (62.5%),3-2 (60.0%),2-3-0 (40.0%),11-5-0 (68.8%)
Atlanta Falcons,4-12 (25.0%),8-8  (50.0%),1-0 (100.%),1-0-0  (100.%),3-5 (37.5%),3-5-0 (37.5%),1-0 (100.%),1-0-0 (100.%),9-7-0 (56.3%)
Baltimore Ravens,5-11 (31.3%),3-13  (18.8%),4-4 (50.0%),1-7-0  (12.5%),4-4 (50.0%),3-5-0 (37.5%),3-1 (75.0%),1-3-0 (25.0%),9-5-2 (64.3%)
Buffalo Bills,7-9 (43.8%),10-6  (62.5%),2-0 (100.%),2-0-0  (100.%),4-4 (50.0%),6-2-0 (75.0%),1-0 (100.%),1-0-0 (100.%),7-9-0 (43.8%)
Carolina Panthers,7-9 (43.8%),8-8  (50.0%),3-3 (50.0%),3-3-0  (50.0%),2-6 (25.0%),3-5-0 (37.5%),1-3 (25.0%),1-3-0 (25.0%),6-10-0 (37.5%)
Chicago Bears,7-9 (43.8%),7-9  (43.8%),4-4 (50.0%),3-5-0  (37.5%),4-4 (50.0%),3-5-0 (37.5%),3-3 (50.0%),2-4-0 (33.3%),8-7-1 (53.3%)
Cincinnati Bengals,7-9 (43.8%),6-9-1  (40.0%),4-5 (44.4%),3-6-0  (33.3%),5-3 (62.5%),4-4-0 (50.0%),3-1 (75.0%),2-2-0 (50.0%),7-9-0 (43.8%)
Cleveland Browns,10-6 (62.5%),12-4  (75.0%),8-1 (88.9%),8-1-0  (88.9%),7-1 (87.5%),7-1-0 (87.5%),5-0 (100.%),5-0-0 (100.%),9-6-1 (60.0%)
Dallas Cowboys,13-3 (81.3%),9-7  (56.3%),12-1 (92.3%),8-5-0  (61.5%),6-2 (75.0%),5-3-0 (62.5%),6-1 (85.7%),5-2-0 (71.4%),10-6-0 (62.5%)
Denver Broncos,7-9 (43.8%),5-11  (31.3%),3-4 (42.9%),1-6-0  (14.3%),5-3 (62.5%),4-4-0 (50.0%),2-2 (50.0%),1-3-0 (25.0%),12-4-0 (75.0%)
Detroit Lions,7-9 (43.8%),6-8-2  (42.9%),4-0 (100.%),2-0-2  (100.%),5-3 (62.5%),4-2-2 (66.7%),4-0 (100.%),2-0-2 (100.%),11-5-0 (68.8%)
Green Bay Packers,13-3 (81.3%),12-3-1  (80.0%),8-2 (80.0%),7-2-1  (77.8%),7-1 (87.5%),6-1-1 (85.7%),5-1 (83.3%),4-1-1 (80.0%),11-4-1 (73.3%)
Houston Texans,8-8 (50.0%),8-8  (50.0%),4-2 (66.7%),3-3-0  (50.0%),6-2 (75.0%),6-2-0 (75.0%),4-1 (80.0%),3-2-0 (60.0%),9-6-1 (60.0%)
Indianapolis Colts,13-3 (81.3%),9-7  (56.3%),13-1 (92.9%),8-6-0  (57.1%),6-2 (75.0%),5-3-0 (62.5%),6-0 (100.%),4-2-0 (66.7%),7-9-0 (43.8%)
Jacksonville Jaguars,11-5 (68.8%),11-5  (68.8%),7-1 (87.5%),6-2-0  (75.0%),6-2 (75.0%),5-3-0 (62.5%),6-1 (85.7%),5-2-0 (71.4%),12-4-0 (75.0%)
Kansas City Chiefs,4-12 (25.0%),6-8-2  (42.9%),1-3 (25.0%),0-3-1  (0.0%),2-6 (25.0%),1-6-1 (14.3%),1-3 (25.0%),0-3-1 (0.0%),8-8-0 (50.0%)
Miami Dolphins,1-15 (6.3%),5-9-2  (35.7%),0-2 (0.0%),0-2-0  (0.0%),1-6 (14.3%),1-6-0 (14.3%),0-2 (0.0%),0-2-0 (0.0%),9-7-0 (56.3%)
Minnesota Vikings,8-8 (50.0%),7-7-2  (50.0%),5-2 (71.4%),4-3-0  (57.1%),5-3 (62.5%),4-4-0 (50.0%),4-1 (80.0%),3-2-0 (60.0%),9-7-0 (56.3%)
New England Patriots,16-0 (100.%),10-6  (62.5%),16-0 (100.%),10-6-0  (62.5%),8-0 (100.%),5-3-0 (62.5%),8-0 (100.%),5-3-0 (62.5%),11-5-0 (68.8%)
New Orleans Saints,7-9 (43.8%),6-10  (37.5%),6-6 (50.0%),5-7-0  (41.7%),3-5 (37.5%),2-6-0 (25.0%),3-5 (37.5%),2-6-0 (25.0%),10-6-0 (62.5%)
