Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,10-5 (66.7%),7-7-1  (50.0%),7-8 (46.7%),8-6-1 (57.1%),6-4 (60.0%),5-4-1 (55.6%),1-4 (20.0%),3-2-0 (60.0%),5-10-0 (33.3%)
2,11-5 (68.8%),8-8-0  (50.0%),9-7 (56.3%),8-8-0 (50.0%),8-4 (66.7%),6-6-0 (50.0%),1-3 (25.0%),2-2-0 (50.0%),7-9-0 (43.8%)
3,8-7 (53.3%),4-11-0  (26.7%),11-5 (68.8%),9-7-0 (56.3%),4-1 (80.0%),1-4-0 (20.0%),6-4 (60.0%),7-3-0 (70.0%),11-5-0 (68.8%)
4,9-7 (56.3%),7-9-0  (43.8%),8-7 (53.3%),6-9-0 (40.0%),6-5 (54.5%),4-7-0 (36.4%),2-2 (50.0%),2-2-0 (50.0%),9-7-0 (56.3%)
5,7-6 (53.8%),6-7-0  (46.2%),4-10 (28.6%),5-9-0 (35.7%),3-6 (33.3%),3-6-0 (33.3%),0-4 (0.0%),1-3-0 (25.0%),6-8-0 (42.9%)
6,5-9 (35.7%),3-11-0  (21.4%),6-8 (42.9%),6-8-0 (42.9%),4-7 (36.4%),3-8-0 (27.3%),2-1 (66.7%),3-0-0 (100.%),8-6-0 (57.1%)
7,12-3 (80.0%),9-4-2  (69.2%),9-5 (64.3%),8-4-2 (66.7%),6-0 (100.%),4-0-2 (100.%),3-5 (37.5%),4-4-0 (50.0%),7-8-0 (46.7%)
8,12-1 (92.3%),9-4-0  (69.2%),8-4 (66.7%),7-5-0 (58.3%),8-1 (88.9%),6-3-0 (66.7%),0-3 (0.0%),1-2-0 (33.3%),8-5-0 (61.5%)
9,9-4 (69.2%),7-4-2  (63.6%),7-6 (53.8%),6-5-2 (54.5%),5-2 (71.4%),4-2-1 (66.7%),2-4 (33.3%),2-3-1 (40.0%),6-7-0 (46.2%)
10,12-2 (85.7%),8-5-1  (61.5%),8-6 (57.1%),7-6-1 (53.8%),7-1 (87.5%),5-3-0 (62.5%),1-5 (16.7%),2-3-1 (40.0%),8-6-0 (57.1%)
11,12-2 (85.7%),10-3-1  (76.9%),6-7 (46.2%),5-7-1 (41.7%),5-1 (83.3%),4-2-0 (66.7%),1-6 (14.3%),1-5-1 (16.7%),7-7-0 (50.0%)
12,14-2 (87.5%),12-4-0  (75.0%),10-6 (62.5%),8-8-0 (50.0%),9-1 (90.0%),7-3-0 (70.0%),1-5 (16.7%),1-5-0 (16.7%),7-9-0 (43.8%)
13,10-6 (62.5%),7-9-0  (43.8%),11-5 (68.8%),10-6-0 (62.5%),7-2 (77.8%),5-4-0 (55.6%),4-3 (57.1%),5-2-0 (71.4%),8-8-0 (50.0%)
14,8-7 (53.3%),7-8-0  (46.7%),10-6 (62.5%),9-7-0 (56.3%),6-3 (66.7%),5-4-0 (55.6%),4-2 (66.7%),4-2-0 (66.7%),5-11-0 (31.3%)
15,16-0 (100.%),11-4-1  (73.3%),9-7 (56.3%),9-6-1 (60.0%),9-0 (100.%),7-2-0 (77.8%),0-7 (0.0%),2-4-1 (33.3%),7-9-0 (43.8%)
16,13-3 (81.3%),8-8-0  (50.0%),11-5 (68.8%),10-6-0 (62.5%),9-1 (90.0%),6-4-0 (60.0%),2-4 (33.3%),4-2-0 (66.7%),3-13-0 (18.8%)
17,11-5 (68.8%),9-7-0  (56.3%),10-6 (62.5%),8-8-0 (50.0%),8-3 (72.7%),6-5-0 (54.5%),2-3 (40.0%),2-3-0 (40.0%),7-9-0 (43.8%)
Playoffs,5-6 (45.5%),1-10-0  (9.1%),7-3 (70.0%),3-7-0 (30.0%),5-3 (62.5%),1-7-0 (12.5%),2-0 (100.%),2-0-0 (100.%),6-5-0 (54.5%)
