Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
Arizona Cardinals,8-8 (50.0%),6-9-1  (40.0%),4-1 (80.0%),2-3-0  (40.0%),5-3 (62.5%),4-3-1 (57.1%),2-0 (100.%),1-1-0 (50.0%),6-10-0 (37.5%)
Atlanta Falcons,10-6 (62.5%),7-9  (43.8%),10-4 (71.4%),7-7-0  (50.0%),5-3 (62.5%),5-3-0 (62.5%),5-3 (62.5%),5-3-0 (62.5%),5-11-0 (31.3%)
Baltimore Ravens,9-7 (56.3%),8-7-1  (53.3%),7-3 (70.0%),5-5-0  (50.0%),5-3 (62.5%),3-5-0 (37.5%),5-2 (71.4%),3-4-0 (42.9%),9-7-0 (56.3%)
Buffalo Bills,9-7 (56.3%),9-6-1  (60.0%),6-1 (85.7%),5-1-1  (83.3%),6-2 (75.0%),5-2-1 (71.4%),5-0 (100.%),4-0-1 (100.%),8-8-0 (50.0%)
Carolina Panthers,11-5 (68.8%),9-7  (56.3%),6-3 (66.7%),4-5-0  (44.4%),6-2 (75.0%),4-4-0 (50.0%),4-2 (66.7%),2-4-0 (33.3%),9-7-0 (56.3%)
Chicago Bears,5-11 (31.3%),8-7-1  (53.3%),1-2 (33.3%),1-2-0  (33.3%),3-5 (37.5%),5-2-1 (71.4%),1-2 (33.3%),1-2-0 (33.3%),4-12-0 (25.0%)
Cincinnati Bengals,7-9 (43.8%),9-7  (56.3%),4-3 (57.1%),3-4-0  (42.9%),4-4 (50.0%),4-4-0 (50.0%),3-3 (50.0%),2-4-0 (33.3%),7-9-0 (43.8%)
Cleveland Browns,0-16 (0.0%),4-12  (25.0%),0-1 (0.0%),0-1-0  (0.0%),0-7 (0.0%),2-5-0 (28.6%),0-0,0-0-0,7-9-0 (43.8%)
Dallas Cowboys,9-7 (56.3%),8-7-1  (53.3%),8-4 (66.7%),7-4-1  (63.6%),3-5 (37.5%),3-5-0 (37.5%),2-3 (40.0%),2-3-0 (40.0%),6-10-0 (37.5%)
Denver Broncos,5-11 (31.3%),4-11-1  (26.7%),3-6 (33.3%),2-6-1  (25.0%),4-4 (50.0%),3-4-1 (42.9%),2-3 (40.0%),1-3-1 (25.0%),8-8-0 (50.0%)
Detroit Lions,9-7 (56.3%),8-7-1  (53.3%),5-2 (71.4%),4-2-1  (66.7%),4-4 (50.0%),4-4-0 (50.0%),3-1 (75.0%),3-1-0 (75.0%),10-6-0 (62.5%)
Green Bay Packers,7-9 (43.8%),7-9  (43.8%),5-1 (83.3%),4-2-0  (66.7%),4-4 (50.0%),3-5-0 (37.5%),4-0 (100.%),3-1-0 (75.0%),11-5-0 (68.8%)
Houston Texans,4-12 (25.0%),7-9  (43.8%),2-3 (40.0%),2-3-0  (40.0%),3-5 (37.5%),3-5-0 (37.5%),2-3 (40.0%),2-3-0 (40.0%),7-9-0 (43.8%)
Indianapolis Colts,4-12 (25.0%),8-8  (50.0%),2-0 (100.%),2-0-0  (100.%),3-5 (37.5%),5-3-0 (62.5%),2-0 (100.%),2-0-0 (100.%),6-10-0 (37.5%)
Jacksonville Jaguars,10-6 (62.5%),9-7  (56.3%),7-4 (63.6%),6-5-0  (54.5%),6-2 (75.0%),5-3-0 (62.5%),5-1 (83.3%),4-2-0 (66.7%),8-8-0 (50.0%)
Kansas City Chiefs,10-6 (62.5%),10-6  (62.5%),8-5 (61.5%),8-5-0  (61.5%),6-2 (75.0%),6-2-0 (75.0%),6-2 (75.0%),6-2-0 (75.0%),8-8-0 (50.0%)
Los Angeles Chargers,9-7 (56.3%),8-7-1  (53.3%),6-2 (75.0%),4-4-0  (50.0%),5-3 (62.5%),4-4-0 (50.0%),4-2 (66.7%),3-3-0 (50.0%),4-12-0 (25.0%)
Los Angeles Rams,11-5 (68.8%),9-7  (56.3%),9-3 (75.0%),7-5-0  (58.3%),3-4 (42.9%),3-4-0 (42.9%),3-3 (50.0%),3-3-0 (50.0%),11-5-0 (68.8%)
Miami Dolphins,6-10 (37.5%),5-9-2  (35.7%),1-1 (50.0%),0-1-1  (0.0%),4-3 (57.1%),3-2-2 (60.0%),1-0 (100.%),0-0-1,8-8-0 (50.0%)
Minnesota Vikings,13-3 (81.3%),11-5  (68.8%),10-2 (83.3%),8-4-0  (66.7%),7-1 (87.5%),6-2-0 (75.0%),5-1 (83.3%),4-2-0 (66.7%),7-9-0 (43.8%)
New England Patriots,13-3 (81.3%),11-5  (68.8%),13-3 (81.3%),11-5-0  (68.8%),6-2 (75.0%),5-3-0 (62.5%),6-2 (75.0%),5-3-0 (62.5%),7-9-0 (43.8%)
New Orleans Saints,11-5 (68.8%),9-7  (56.3%),10-1 (90.9%),8-3-0  (72.7%),7-1 (87.5%),5-3-0 (62.5%),7-0 (100.%),5-2-0 (71.4%),9-7-0 (56.3%)
New York Giants,3-13 (18.8%),7-9  (43.8%),0-3 (0.0%),0-3-0  (0.0%),2-6 (25.0%),3-5-0 (37.5%),0-2 (0.0%),0-2-0 (0.0%),6-10-0 (37.5%)
New York Jets,5-11 (31.3%),9-6-1  (60.0%),1-1 (50.0%),1-1-0  (50.0%),4-4 (50.0%),7-1-0 (87.5%),0-0,0-0-0,8-8-0 (50.0%)
Oakland Raiders,6-10 (37.5%),5-9-2  (35.7%),4-3 (57.1%),2-4-1  (33.3%),4-3 (57.1%),3-3-1 (50.0%),3-2 (60.0%),2-3-0 (40.0%),5-11-0 (31.3%)
Philadelphia Eagles,13-3 (81.3%),10-6  (62.5%),10-1 (90.9%),7-4-0  (63.6%),7-1 (87.5%),5-3-0 (62.5%),7-0 (100.%),5-2-0 (71.4%),8-8-0 (50.0%)
Pittsburgh Steelers,13-3 (81.3%),7-9  (43.8%),12-2 (85.7%),6-8-0  (42.9%),6-2 (75.0%),3-5-0 (37.5%),6-1 (85.7%),3-4-0 (42.9%),6-10-0 (37.5%)
San Francisco 49ers,6-10 (37.5%),9-7  (56.3%),2-0 (100.%),1-1-0  (50.0%),3-5 (37.5%),3-5-0 (37.5%),1-0 (100.%),0-1-0 (0.0%),8-8-0 (50.0%)
Seattle Seahawks,9-7 (56.3%),6-9-1  (40.0%),6-2 (75.0%),3-4-1  (42.9%),4-4 (50.0%),2-6-0 (25.0%),3-2 (60.0%),1-4-0 (20.0%),7-9-0 (43.8%)
Tampa Bay Buccaneers,5-11 (31.3%),6-9-1  (40.0%),4-2 (66.7%),3-3-0  (50.0%),4-4 (50.0%),4-4-0 (50.0%),3-1 (75.0%),2-2-0 (50.0%),8-8-0 (50.0%)
Tennessee Titans,9-7 (56.3%),8-7-1  (53.3%),9-3 (75.0%),6-5-1  (54.5%),6-2 (75.0%),5-2-1 (71.4%),6-1 (85.7%),4-2-1 (66.7%),9-7-0 (56.3%)
Washington Redskins,7-9 (43.8%),7-9  (43.8%),4-2 (66.7%),3-3-0  (50.0%),5-3 (62.5%),4-4-0 (50.0%),4-0 (100.%),3-1-0 (75.0%),8-8-0 (50.0%)
