Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders,Additional Notes
Baltimore Colts,5-6-1 (45.5%),6-5-1  (54.5%),2-2 (50.0%),1-2-1  (33.3%),4-1 (80.0%),4-1-1 (80.0%),2-1 (66.7%),1-1-1 (50.0%),--
Chicago Bears,8-4 (66.7%),5-7  (41.7%),6-4 (60.0%),3-7-0  (30.0%),5-1 (83.3%),3-3-0 (50.0%),5-1 (83.3%),3-3-0 (50.0%),--
Chicago Cardinals,4-7-1 (36.4%),7-5  (58.3%),1-0 (100.%),1-0-0  (100.%),3-2 (60.0%),5-1-0 (83.3%),1-0 (100.%),1-0-0 (100.%),--
Cleveland Browns,9-2-1 (81.8%),6-6  (50.0%),8-2 (80.0%),5-6-0  (45.5%),5-1 (83.3%),3-3-0 (50.0%),5-1 (83.3%),3-3-0 (50.0%),--
Detroit Lions,3-9 (25.0%),5-7  (41.7%),3-4 (42.9%),3-4-0  (42.9%),2-4 (33.3%),3-3-0 (50.0%),2-2 (50.0%),2-2-0 (50.0%),--
Green Bay Packers,6-6 (50.0%),6-5-1  (54.5%),2-1 (66.7%),2-1-0  (66.7%),5-1 (83.3%),5-1-0 (83.3%),2-1 (66.7%),2-1-0 (66.7%),--
Los Angeles Rams,8-3-1 (72.7%),6-6  (50.0%),4-2 (66.7%),2-5-0  (28.6%),5-1 (83.3%),3-3-0 (50.0%),4-1 (80.0%),2-3-0 (40.0%),--
New York Giants,6-5-1 (54.5%),7-4-1  (63.6%),3-3 (50.0%),3-3-0  (50.0%),4-1 (80.0%),5-1-0 (83.3%),2-1 (66.7%),2-1-0 (66.7%),--
Philadelphia Eagles,4-7-1 (36.4%),5-6-1  (45.5%),3-5 (37.5%),2-6-1  (25.0%),4-2 (66.7%),3-2-1 (60.0%),3-2 (60.0%),2-2-1 (50.0%),--
Pittsburgh Steelers,4-8 (33.3%),5-7  (41.7%),0-0,0-0-0,3-3 (50.0%),3-3-0 (50.0%),0-0,0-0-0,--
San Francisco 49ers,4-8 (33.3%),4-8  (33.3%),1-6 (14.3%),1-6-0  (14.3%),2-4 (33.3%),2-4-0 (33.3%),1-4 (20.0%),1-4-0 (20.0%),--
Washington Redskins,8-4 (66.7%),8-4  (66.7%),1-2 (33.3%),1-2-0  (33.3%),3-3 (50.0%),3-3-0 (50.0%),0-2 (0.0%),0-2-0 (0.0%),--
