Arizona Cardinals,13-3 (81.3%),9-6-1  (60.0%),12-3 (80.0%),8-6-1  (57.1%),6-2 (75.0%),3-4-1 (42.9%),6-2 (75.0%),3-4-1 (42.9%),9-7-0 (56.3%)
Atlanta Falcons,8-8 (50.0%),6-10  (37.5%),4-6 (40.0%),2-8-0  (20.0%),4-4 (50.0%),3-5-0 (37.5%),2-4 (33.3%),1-5-0 (16.7%),3-13-0 (18.8%)
Baltimore Ravens,5-11 (31.3%),6-9-1  (40.0%),3-5 (37.5%),2-6-0  (25.0%),3-5 (37.5%),2-6-0 (25.0%),2-3 (40.0%),1-4-0 (20.0%),7-8-1 (46.7%)
Buffalo Bills,8-8 (50.0%),7-7-2  (50.0%),4-3 (57.1%),3-3-1  (50.0%),5-3 (62.5%),5-3-0 (62.5%),3-1 (75.0%),3-1-0 (75.0%),8-8-0 (50.0%)
Carolina Panthers,15-1 (93.8%),11-5  (68.8%),12-1 (92.3%),8-5-0  (61.5%),8-0 (100.%),6-2-0 (75.0%),7-0 (100.%),5-2-0 (71.4%),11-5-0 (68.8%)
Chicago Bears,6-10 (37.5%),6-9-1  (40.0%),0-2 (0.0%),0-2-0  (0.0%),1-7 (12.5%),1-7-0 (12.5%),0-2 (0.0%),0-2-0 (0.0%),8-7-1 (53.3%)
Cincinnati Bengals,12-4 (75.0%),11-3-2  (78.6%),10-2 (83.3%),8-3-1  (72.7%),6-2 (75.0%),4-3-1 (57.1%),6-2 (75.0%),4-3-1 (57.1%),7-9-0 (43.8%)
Cleveland Browns,3-13 (18.8%),6-10  (37.5%),1-2 (33.3%),1-2-0  (33.3%),2-6 (25.0%),3-5-0 (37.5%),1-2 (33.3%),1-2-0 (33.3%),8-7-1 (53.3%)
Dallas Cowboys,4-12 (25.0%),4-11-1  (26.7%),2-2 (50.0%),1-3-0  (25.0%),1-7 (12.5%),1-6-1 (14.3%),1-2 (33.3%),0-3-0 (0.0%),6-10-0 (37.5%)
Denver Broncos,12-4 (75.0%),8-7-1  (53.3%),9-3 (75.0%),5-6-1  (45.5%),6-2 (75.0%),3-4-1 (42.9%),4-2 (66.7%),1-4-1 (20.0%),7-8-1 (46.7%)
Detroit Lions,7-9 (43.8%),7-8-1  (46.7%),4-1 (80.0%),3-1-1  (75.0%),4-4 (50.0%),3-4-1 (42.9%),3-0 (100.%),2-0-1 (100.%),9-7-0 (56.3%)
Green Bay Packers,10-6 (62.5%),9-7  (56.3%),9-5 (64.3%),8-6-0  (57.1%),5-3 (62.5%),4-4-0 (50.0%),5-3 (62.5%),4-4-0 (50.0%),5-11-0 (31.3%)
Houston Texans,9-7 (56.3%),9-7  (56.3%),5-2 (71.4%),5-2-0  (71.4%),5-3 (62.5%),5-3-0 (62.5%),4-2 (66.7%),4-2-0 (66.7%),8-7-1 (53.3%)
Indianapolis Colts,8-8 (50.0%),8-8  (50.0%),4-4 (50.0%),2-6-0  (25.0%),4-4 (50.0%),4-4-0 (50.0%),3-3 (50.0%),2-4-0 (33.3%),8-8-0 (50.0%)
Jacksonville Jaguars,5-11 (31.3%),7-9  (43.8%),3-3 (50.0%),2-4-0  (33.3%),3-4 (42.9%),3-4-0 (42.9%),2-3 (40.0%),2-3-0 (40.0%),10-6-0 (62.5%)
Kansas City Chiefs,11-5 (68.8%),8-8  (50.0%),9-2 (81.8%),6-5-0  (54.5%),5-2 (71.4%),2-5-0 (28.6%),5-2 (71.4%),2-5-0 (28.6%),8-7-1 (53.3%)
Miami Dolphins,6-10 (37.5%),5-11  (31.3%),3-4 (42.9%),2-5-0  (28.6%),3-4 (42.9%),2-5-0 (28.6%),2-2 (50.0%),1-3-0 (25.0%),7-9-0 (43.8%)
Minnesota Vikings,11-5 (68.8%),13-3  (81.3%),8-2 (80.0%),8-2-0  (80.0%),6-2 (75.0%),6-2-0 (75.0%),6-1 (85.7%),6-1-0 (85.7%),6-8-2 (42.9%)
New England Patriots,12-4 (75.0%),7-7-2  (50.0%),12-4 (75.0%),7-7-2  (50.0%),7-1 (87.5%),4-2-2 (66.7%),7-1 (87.5%),4-2-2 (66.7%),8-8-0 (50.0%)
New Orleans Saints,7-9 (43.8%),8-7-1  (53.3%),3-4 (42.9%),2-4-1  (33.3%),4-4 (50.0%),4-3-1 (57.1%),3-3 (50.0%),2-3-1 (40.0%),10-6-0 (62.5%)
New York Giants,6-10 (37.5%),8-7-1  (53.3%),5-3 (62.5%),4-4-0  (50.0%),3-5 (37.5%),4-4-0 (50.0%),3-2 (60.0%),2-3-0 (40.0%),10-6-0 (62.5%)
New York Jets,10-6 (62.5%),9-6-1  (60.0%),8-5 (61.5%),6-6-1  (50.0%),6-2 (75.0%),5-3-0 (62.5%),5-2 (71.4%),4-3-0 (57.1%),8-8-0 (50.0%)
Oakland Raiders,7-9 (43.8%),8-8  (50.0%),2-3 (40.0%),1-4-0  (20.0%),3-5 (37.5%),2-6-0 (25.0%),1-1 (50.0%),0-2-0 (0.0%),9-6-1 (60.0%)
Philadelphia Eagles,7-9 (43.8%),7-9  (43.8%),4-6 (40.0%),4-6-0  (40.0%),3-5 (37.5%),3-5-0 (37.5%),3-4 (42.9%),3-4-0 (42.9%),8-8-0 (50.0%)
Pittsburgh Steelers,10-6 (62.5%),9-6-1  (60.0%),7-2 (77.8%),6-3-0  (66.7%),6-2 (75.0%),5-3-0 (62.5%),5-1 (83.3%),4-2-0 (66.7%),6-10-0 (37.5%)
San Diego Chargers,4-12 (25.0%),8-8  (50.0%),3-3 (50.0%),2-4-0  (33.3%),3-5 (37.5%),2-6-0 (25.0%),3-3 (50.0%),2-4-0 (33.3%),7-9-0 (43.8%)
San Francisco 49ers,5-11 (31.3%),7-9  (43.8%),0-0,0-0-0,4-4 (50.0%),5-3-0 (62.5%),0-0,0-0-0,7-9-0 (43.8%)
Seattle Seahawks,10-6 (62.5%),8-7-1  (53.3%),9-4 (69.2%),7-6-0  (53.8%),5-3 (62.5%),4-4-0 (50.0%),5-3 (62.5%),4-4-0 (50.0%),7-6-3 (53.8%)
St Louis Rams,7-9 (43.8%),7-9  (43.8%),3-3 (50.0%),3-3-0  (50.0%),5-3 (62.5%),5-3-0 (62.5%),3-1 (75.0%),3-1-0 (75.0%),4-11-1 (26.7%)
Tampa Bay Buccaneers,6-10 (37.5%),7-9  (43.8%),3-3 (50.0%),3-3-0  (50.0%),3-5 (37.5%),3-5-0 (37.5%),3-3 (50.0%),3-3-0 (50.0%),9-7-0 (56.3%)
Tennessee Titans,3-13 (18.8%),5-10-1  (33.3%),1-2 (33.3%),1-2-0  (33.3%),1-7 (12.5%),3-4-1 (42.9%),1-1 (50.0%),1-1-0 (50.0%),9-6-1 (60.0%)
Washington Redskins,9-7 (56.3%),9-7  (56.3%),1-1 (50.0%),0-2-0  (0.0%),6-2 (75.0%),5-3-0 (62.5%),1-1 (50.0%),0-2-0 (0.0%),9-7-0 (56.3%)
