Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,10-6 (62.5%),8-7-1  (53.3%),10-6 (62.5%),8-7-1 (53.3%),6-2 (75.0%),4-3-1 (57.1%),4-4 (50.0%),4-4-0 (50.0%),9-7-0 (56.3%)
2,7-9 (43.8%),7-9-0  (43.8%),9-7 (56.3%),9-7-0 (56.3%),5-5 (50.0%),5-5-0 (50.0%),4-2 (66.7%),4-2-0 (66.7%),8-8-0 (50.0%)
3,12-4 (75.0%),10-6-0  (62.5%),8-8 (50.0%),8-8-0 (50.0%),8-4 (66.7%),7-5-0 (58.3%),0-4 (0.0%),1-3-0 (25.0%),11-5-0 (68.8%)
4,10-5 (66.7%),6-9-0  (40.0%),9-5 (64.3%),5-9-0 (35.7%),7-2 (77.8%),3-6-0 (33.3%),2-3 (40.0%),2-3-0 (40.0%),6-9-0 (40.0%)
5,10-4 (71.4%),6-6-2  (50.0%),6-8 (42.9%),3-9-2 (25.0%),6-4 (60.0%),3-6-1 (33.3%),0-4 (0.0%),0-3-1 (0.0%),7-7-0 (50.0%)
6,8-6 (57.1%),4-9-1  (30.8%),8-6 (57.1%),8-5-1 (61.5%),5-3 (62.5%),3-4-1 (42.9%),3-3 (50.0%),5-1-0 (83.3%),10-4-0 (71.4%)
7,11-3 (78.6%),7-6-1  (53.8%),8-5 (61.5%),6-6-1 (50.0%),8-2 (80.0%),5-4-1 (55.6%),0-3 (0.0%),1-2-0 (33.3%),7-7-0 (50.0%)
8,10-4 (71.4%),6-7-1  (46.2%),8-5 (61.5%),6-6-1 (50.0%),6-2 (75.0%),3-4-1 (42.9%),2-3 (40.0%),3-2-0 (60.0%),6-7-1 (46.2%)
9,8-5 (61.5%),6-7-0  (46.2%),9-4 (69.2%),7-6-0 (53.8%),6-2 (75.0%),4-4-0 (50.0%),3-2 (60.0%),3-2-0 (60.0%),8-5-0 (61.5%)
10,4-10 (28.6%),3-11-0  (21.4%),3-11 (21.4%),4-10-0 (28.6%),2-9 (18.2%),2-9-0 (18.2%),1-2 (33.3%),2-1-0 (66.7%),3-9-2 (25.0%)
11,9-5 (64.3%),7-6-1  (53.8%),8-6 (57.1%),6-7-1 (46.2%),6-3 (66.7%),4-4-1 (50.0%),2-3 (40.0%),2-3-0 (40.0%),5-9-0 (35.7%)
12,9-7 (56.3%),8-8-0  (50.0%),9-7 (56.3%),10-6-0 (62.5%),7-5 (58.3%),7-5-0 (58.3%),2-2 (50.0%),3-1-0 (75.0%),9-7-0 (56.3%)
13,13-3 (81.3%),11-5-0  (68.8%),5-11 (31.3%),5-11-0 (31.3%),5-3 (62.5%),4-4-0 (50.0%),0-8 (0.0%),1-7-0 (12.5%),9-7-0 (56.3%)
14,11-5 (68.8%),9-7-0  (56.3%),9-7 (56.3%),7-9-0 (43.8%),8-4 (66.7%),6-6-0 (50.0%),1-3 (25.0%),1-3-0 (25.0%),4-11-1 (26.7%)
15,12-4 (75.0%),10-5-1  (66.7%),7-9 (43.8%),8-7-1 (53.3%),6-3 (66.7%),6-3-0 (66.7%),1-6 (14.3%),2-4-1 (33.3%),10-5-1 (66.7%)
16,9-7 (56.3%),6-9-1  (40.0%),11-5 (68.8%),8-7-1 (53.3%),8-4 (66.7%),5-6-1 (45.5%),3-1 (75.0%),3-1-0 (75.0%),6-8-2 (42.9%)
17,8-8 (50.0%),5-11-0  (31.3%),9-7 (56.3%),6-10-0 (37.5%),6-5 (54.5%),3-8-0 (27.3%),3-2 (60.0%),3-2-0 (60.0%),5-11-0 (31.3%)
Playoffs,8-3 (72.7%),4-7-0  (36.4%),6-4 (60.0%),6-4-0 (60.0%),5-1 (83.3%),3-3-0 (50.0%),1-3 (25.0%),3-1-0 (75.0%),4-7-0 (36.4%)
