1,10-4 (71.4%),8-6-0  (57.1%),5-9 (35.7%),3-11-0 (21.4%),5-4 (55.6%),3-6-0 (33.3%),0-5 (0.0%),0-5-0 (0.0%),9-4-1 (69.2%)
2,9-5 (64.3%),6-8-0  (42.9%),10-4 (71.4%),7-7-0 (50.0%),8-3 (72.7%),5-6-0 (45.5%),2-1 (66.7%),2-1-0 (66.7%),5-9-0 (35.7%)
3,9-5 (64.3%),5-9-0  (35.7%),9-5 (64.3%),11-3-0 (78.6%),6-2 (75.0%),5-3-0 (62.5%),3-3 (50.0%),6-0-0 (100.%),5-9-0 (35.7%)
4,8-3 (72.7%),5-5-1  (50.0%),9-5 (64.3%),7-6-1 (53.8%),6-2 (75.0%),4-4-0 (50.0%),1-2 (33.3%),1-1-1 (50.0%),7-7-0 (50.0%)
5,12-2 (85.7%),10-4-0  (71.4%),9-5 (64.3%),7-7-0 (50.0%),8-1 (88.9%),6-3-0 (66.7%),1-4 (20.0%),1-4-0 (20.0%),7-7-0 (50.0%)
6,9-5 (64.3%),8-6-0  (57.1%),4-10 (28.6%),5-9-0 (35.7%),4-5 (44.4%),4-5-0 (44.4%),0-5 (0.0%),1-4-0 (20.0%),5-9-0 (35.7%)
7,9-4 (69.2%),5-8-0  (38.5%),10-4 (71.4%),6-8-0 (42.9%),9-3 (75.0%),5-7-0 (41.7%),1-0 (100.%),1-0-0 (100.%),4-10-0 (28.6%)
8,8-6 (57.1%),7-7-0  (50.0%),6-8 (42.9%),5-9-0 (35.7%),3-3 (50.0%),2-4-0 (33.3%),3-5 (37.5%),3-5-0 (37.5%),7-7-0 (50.0%)
9,10-4 (71.4%),9-5-0  (64.3%),8-6 (57.1%),7-7-0 (50.0%),7-3 (70.0%),6-4-0 (60.0%),1-3 (25.0%),1-3-0 (25.0%),8-5-1 (61.5%)
10,9-4 (69.2%),8-6-0  (57.1%),7-6 (53.8%),6-8-0 (42.9%),6-3 (66.7%),5-5-0 (50.0%),1-3 (25.0%),1-3-0 (25.0%),6-7-1 (46.2%)
11,8-6 (57.1%),6-7-1  (46.2%),8-6 (57.1%),6-7-1 (46.2%),6-4 (60.0%),4-5-1 (44.4%),2-2 (50.0%),2-2-0 (50.0%),6-8-0 (42.9%)
12,7-6 (53.8%),5-8-0  (38.5%),11-3 (78.6%),9-5-0 (64.3%),5-1 (83.3%),3-3-0 (50.0%),5-2 (71.4%),5-2-0 (71.4%),6-8-0 (42.9%)
13,12-2 (85.7%),6-7-1  (46.2%),10-4 (71.4%),6-7-1 (46.2%),9-1 (90.0%),4-5-1 (44.4%),1-3 (25.0%),2-2-0 (50.0%),8-5-1 (61.5%)
14,8-5 (61.5%),8-5-0  (61.5%),7-7 (50.0%),7-7-0 (50.0%),4-2 (66.7%),4-2-0 (66.7%),3-4 (42.9%),3-4-0 (42.9%),7-7-0 (50.0%)
15,10-3 (76.9%),5-7-1  (41.7%),9-5 (64.3%),5-8-1 (38.5%),7-1 (87.5%),3-5-0 (37.5%),2-3 (40.0%),2-2-1 (50.0%),8-5-1 (61.5%)
16,7-7 (50.0%),4-10-0  (28.6%),7-7 (50.0%),4-10-0 (28.6%),6-6 (50.0%),3-9-0 (25.0%),1-1 (50.0%),1-1-0 (50.0%),9-5-0 (64.3%)
Playoffs,5-4 (55.6%),4-5-0  (44.4%),5-3 (62.5%),4-4-0 (50.0%),4-3 (57.1%),3-4-0 (42.9%),1-0 (100.%),1-0-0 (100.%),4-5-0 (44.4%)
