Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
Atlanta Falcons,9-7 (56.3%),6-8-2  (42.9%),5-2 (71.4%),2-4-1  (33.3%),7-1 (87.5%),5-3-0 (62.5%),4-0 (100.%),2-2-0 (50.0%),0-1-0 (0.0%)
Baltimore Colts,5-11 (31.3%),6-10  (37.5%),0-3 (0.0%),0-3-0  (0.0%),2-6 (25.0%),3-5-0 (37.5%),0-3 (0.0%),0-3-0 (0.0%),2-0-0 (100.%)
Buffalo Bills,5-11 (31.3%),12-4  (75.0%),4-1 (80.0%),4-1-0  (80.0%),4-4 (50.0%),7-1-0 (87.5%),4-0 (100.%),4-0-0 (100.%),--
Chicago Bears,7-9 (43.8%),9-7  (56.3%),4-5 (44.4%),4-5-0  (44.4%),4-4 (50.0%),5-3-0 (62.5%),2-3 (40.0%),2-3-0 (40.0%),2-1-0 (66.7%)
Cincinnati Bengals,4-12 (25.0%),8-8  (50.0%),2-3 (40.0%),2-3-0  (40.0%),3-5 (37.5%),4-4-0 (50.0%),2-2 (50.0%),2-2-0 (50.0%),2-1-0 (66.7%)
Cleveland Browns,8-8 (50.0%),7-8-1  (46.7%),4-2 (66.7%),3-3-0  (50.0%),5-3 (62.5%),4-4-0 (50.0%),3-1 (75.0%),2-2-0 (50.0%),--
Dallas Cowboys,12-4 (75.0%),8-8  (50.0%),12-3 (80.0%),8-7-0  (53.3%),7-1 (87.5%),5-3-0 (62.5%),7-1 (87.5%),5-3-0 (62.5%),0-2-0 (0.0%)
Denver Broncos,10-6 (62.5%),8-7-1  (53.3%),8-5 (61.5%),6-6-1  (50.0%),6-2 (75.0%),6-2-0 (75.0%),5-2 (71.4%),5-2-0 (71.4%),0-2-0 (0.0%)
Detroit Lions,7-9 (43.8%),8-8  (50.0%),3-1 (75.0%),3-1-0  (75.0%),5-3 (62.5%),6-2-0 (75.0%),2-1 (66.7%),2-1-0 (66.7%),--
Green Bay Packers,8-7-1 (53.3%),8-8  (50.0%),3-1 (75.0%),2-2-0  (50.0%),5-2 (71.4%),5-3-0 (62.5%),3-0 (100.%),2-1-0 (66.7%),--
Houston Oilers,10-6 (62.5%),6-9-1  (40.0%),7-4 (63.6%),2-8-1  (20.0%),5-3 (62.5%),1-6-1 (14.3%),5-2 (71.4%),1-5-1 (16.7%),2-0-0 (100.%)
Kansas City Chiefs,4-12 (25.0%),8-8  (50.0%),1-2 (33.3%),0-3-0  (0.0%),3-5 (37.5%),4-4-0 (50.0%),1-2 (33.3%),0-3-0 (0.0%),--
Los Angeles Rams,12-4 (75.0%),5-9-2  (35.7%),11-4 (73.3%),4-9-2  (30.8%),6-2 (75.0%),3-3-2 (50.0%),5-2 (71.4%),2-3-2 (40.0%),1-1-0 (50.0%)
Miami Dolphins,11-5 (68.8%),9-7  (56.3%),10-3 (76.9%),8-5-0  (61.5%),7-1 (87.5%),6-2-0 (75.0%),7-1 (87.5%),6-2-0 (75.0%),1-2-0 (33.3%)
Minnesota Vikings,8-7-1 (53.3%),6-10  (37.5%),5-5 (50.0%),3-8-0  (27.3%),5-3 (62.5%),3-5-0 (37.5%),4-2 (66.7%),2-4-0 (33.3%),1-2-0 (33.3%)
New England Patriots,11-5 (68.8%),6-10  (37.5%),10-3 (76.9%),5-8-0  (38.5%),5-3 (62.5%),3-5-0 (37.5%),5-3 (62.5%),3-5-0 (37.5%),1-1-0 (50.0%)
New Orleans Saints,7-9 (43.8%),10-6  (62.5%),3-2 (60.0%),3-2-0  (60.0%),3-5 (37.5%),4-4-0 (50.0%),2-1 (66.7%),2-1-0 (66.7%),--
New York Giants,6-10 (37.5%),8-7-1  (53.3%),3-1 (75.0%),2-2-0  (50.0%),5-3 (62.5%),6-1-1 (85.7%),3-0 (100.%),2-1-0 (66.7%),--
New York Jets,8-8 (50.0%),9-7  (56.3%),3-1 (75.0%),2-2-0  (50.0%),4-4 (50.0%),6-2-0 (75.0%),2-1 (66.7%),2-1-0 (66.7%),--
Oakland Raiders,9-7 (56.3%),6-10  (37.5%),9-6 (60.0%),6-9-0  (40.0%),4-4 (50.0%),3-5-0 (37.5%),4-4 (50.0%),3-5-0 (37.5%),1-0-0 (100.%)
Philadelphia Eagles,9-7 (56.3%),10-5-1  (66.7%),5-1 (83.3%),3-2-1  (60.0%),5-3 (62.5%),6-2-0 (75.0%),3-1 (75.0%),3-1-0 (75.0%),--
