Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,6-8 (42.9%),4-10-0  (28.6%),7-7 (50.0%),9-5-0 (64.3%),3-4 (42.9%),3-4-0 (42.9%),4-3 (57.1%),6-1-0 (85.7%),--
2,12-1 (92.3%),5-7-1  (41.7%),6-8 (42.9%),7-6-1 (53.8%),4-0 (100.%),1-2-1 (33.3%),1-8 (11.1%),5-4-0 (55.6%),0-1-0 (0.0%)
3,8-4 (66.7%),6-6-0  (50.0%),5-9 (35.7%),3-11-0 (21.4%),4-3 (57.1%),2-5-0 (28.6%),1-4 (20.0%),1-4-0 (20.0%),1-0-0 (100.%)
4,8-6 (57.1%),6-8-0  (42.9%),8-6 (57.1%),8-6-0 (57.1%),6-4 (60.0%),5-5-0 (50.0%),2-2 (50.0%),3-1-0 (75.0%),1-0-0 (100.%)
5,10-4 (71.4%),5-9-0  (35.7%),8-6 (57.1%),11-3-0 (78.6%),5-1 (83.3%),4-2-0 (66.7%),3-5 (37.5%),7-1-0 (87.5%),0-1-0 (0.0%)
6,8-6 (57.1%),6-8-0  (42.9%),10-4 (71.4%),10-4-0 (71.4%),6-2 (75.0%),5-3-0 (62.5%),4-2 (66.7%),5-1-0 (83.3%),0-1-0 (0.0%)
7,10-4 (71.4%),6-8-0  (42.9%),7-7 (50.0%),7-7-0 (50.0%),6-3 (66.7%),4-5-0 (44.4%),1-4 (20.0%),3-2-0 (60.0%),0-1-0 (0.0%)
8,6-8 (42.9%),4-9-1  (30.8%),11-3 (78.6%),10-3-1 (76.9%),5-2 (71.4%),4-3-0 (57.1%),6-1 (85.7%),6-0-1 (100.%),1-0-0 (100.%)
9,8-6 (57.1%),5-8-1  (38.5%),9-5 (64.3%),7-6-1 (53.8%),7-4 (63.6%),5-6-0 (45.5%),2-1 (66.7%),2-0-1 (100.%),0-2-0 (0.0%)
10,11-3 (78.6%),7-6-1  (53.8%),10-4 (71.4%),8-5-1 (61.5%),9-2 (81.8%),6-4-1 (60.0%),1-2 (33.3%),2-1-0 (66.7%),1-0-0 (100.%)
11,11-3 (78.6%),6-7-1  (46.2%),6-8 (42.9%),3-10-1 (23.1%),6-3 (66.7%),2-6-1 (25.0%),0-5 (0.0%),1-4-0 (20.0%),1-0-0 (100.%)
12,9-5 (64.3%),5-8-1  (38.5%),7-7 (50.0%),8-5-1 (61.5%),6-4 (60.0%),5-5-0 (50.0%),1-3 (25.0%),3-0-1 (100.%),1-0-0 (100.%)
13,7-6 (53.8%),5-9-0  (35.7%),8-5 (61.5%),7-7-0 (50.0%),5-3 (62.5%),3-5-0 (37.5%),3-2 (60.0%),4-2-0 (66.7%),0-1-0 (0.0%)
14,11-3 (78.6%),8-6-0  (57.1%),9-5 (64.3%),8-6-0 (57.1%),9-3 (75.0%),7-5-0 (58.3%),0-2 (0.0%),1-1-0 (50.0%),1-0-0 (100.%)
15,9-4 (69.2%),6-7-0  (46.2%),11-3 (78.6%),8-6-0 (57.1%),7-1 (87.5%),4-4-0 (50.0%),3-2 (60.0%),3-2-0 (60.0%),1-0-0 (100.%)
16,10-4 (71.4%),9-5-0  (64.3%),8-6 (57.1%),7-7-0 (50.0%),8-4 (66.7%),7-5-0 (58.3%),0-2 (0.0%),0-2-0 (0.0%),0-1-0 (0.0%)
Playoffs,7-2 (77.8%),5-4-0  (55.6%),5-3 (62.5%),3-5-0 (37.5%),5-2 (71.4%),3-4-0 (42.9%),0-1 (0.0%),0-1-0 (0.0%),4-1-0 (80.0%)
