Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,11-3 (78.6%),9-5-0  (64.3%),6-8 (42.9%),6-8-0 (42.9%),6-3 (66.7%),5-4-0 (55.6%),0-5 (0.0%),1-4-0 (20.0%),9-4-1 (69.2%)
2,8-6 (57.1%),6-8-0  (42.9%),8-6 (57.1%),8-6-0 (57.1%),6-4 (60.0%),5-5-0 (50.0%),2-2 (50.0%),3-1-0 (75.0%),10-3-1 (76.9%)
3,8-6 (57.1%),6-8-0  (42.9%),8-6 (57.1%),6-8-0 (42.9%),6-4 (60.0%),4-6-0 (40.0%),2-2 (50.0%),2-2-0 (50.0%),6-7-1 (46.2%)
4,9-5 (64.3%),5-8-1  (38.5%),6-8 (42.9%),5-8-1 (38.5%),6-5 (54.5%),4-7-0 (36.4%),0-3 (0.0%),1-1-1 (50.0%),1-10-3 (9.1%)
5,8-5 (61.5%),4-9-0  (30.8%),10-4 (71.4%),6-8-0 (42.9%),6-2 (75.0%),2-6-0 (25.0%),3-2 (60.0%),3-2-0 (60.0%),5-9-0 (35.7%)
6,8-6 (57.1%),6-7-1  (46.2%),7-7 (50.0%),5-8-1 (38.5%),6-5 (54.5%),4-6-1 (40.0%),1-2 (33.3%),1-2-0 (33.3%),4-10-0 (28.6%)
7,11-3 (78.6%),7-7-0  (50.0%),9-5 (64.3%),5-9-0 (35.7%),9-3 (75.0%),5-7-0 (41.7%),0-2 (0.0%),0-2-0 (0.0%),6-8-0 (42.9%)
8,11-3 (78.6%),8-6-0  (57.1%),10-4 (71.4%),7-7-0 (50.0%),9-2 (81.8%),6-5-0 (54.5%),1-2 (33.3%),1-2-0 (33.3%),8-6-0 (57.1%)
9,8-6 (57.1%),6-8-0  (42.9%),10-4 (71.4%),8-6-0 (57.1%),6-2 (75.0%),4-4-0 (50.0%),4-2 (66.7%),4-2-0 (66.7%),6-7-1 (46.2%)
10,10-3 (76.9%),8-5-0  (61.5%),7-7 (50.0%),5-9-0 (35.7%),5-1 (83.3%),3-3-0 (50.0%),2-5 (28.6%),2-5-0 (28.6%),7-7-0 (50.0%)
11,8-5 (61.5%),6-7-1  (46.2%),8-5 (61.5%),8-5-1 (61.5%),6-3 (66.7%),5-4-1 (55.6%),2-2 (50.0%),3-1-0 (75.0%),5-8-1 (38.5%)
12,7-6 (53.8%),5-8-0  (38.5%),10-4 (71.4%),8-6-0 (57.1%),6-2 (75.0%),4-4-0 (50.0%),4-1 (80.0%),4-1-0 (80.0%),6-8-0 (42.9%)
13,9-5 (64.3%),7-7-0  (50.0%),6-8 (42.9%),8-6-0 (57.1%),4-3 (57.1%),4-3-0 (57.1%),2-5 (28.6%),4-3-0 (57.1%),6-7-1 (46.2%)
14,7-7 (50.0%),3-11-0  (21.4%),7-7 (50.0%),3-11-0 (21.4%),6-6 (50.0%),2-10-0 (16.7%),1-1 (50.0%),1-1-0 (50.0%),7-7-0 (50.0%)
15,8-6 (57.1%),7-7-0  (50.0%),10-4 (71.4%),11-3-0 (78.6%),6-2 (75.0%),6-2-0 (75.0%),4-2 (66.7%),5-1-0 (83.3%),9-5-0 (64.3%)
16,10-4 (71.4%),9-5-0  (64.3%),6-8 (42.9%),7-7-0 (50.0%),5-3 (62.5%),5-3-0 (62.5%),1-5 (16.7%),2-4-0 (33.3%),10-4-0 (71.4%)
Playoffs,6-3 (66.7%),5-4-0  (55.6%),5-3 (62.5%),4-4-0 (50.0%),5-3 (62.5%),4-4-0 (50.0%),0-0,0-0-0,6-3-0 (66.7%)
