Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
Atlanta Falcons,3-13 (18.8%),6-10  (37.5%),2-0 (100.%),1-1-0  (50.0%),3-5 (37.5%),3-5-0 (37.5%),2-0 (100.%),1-1-0 (50.0%),9-6-1 (60.0%)
Buffalo Bills,9-7 (56.3%),8-8  (50.0%),7-5 (58.3%),6-6-0  (50.0%),6-2 (75.0%),6-2-0 (75.0%),5-2 (71.4%),5-2-0 (71.4%),9-5-2 (64.3%)
Chicago Bears,6-10 (37.5%),5-11  (31.3%),5-7 (41.7%),4-8-0  (33.3%),4-4 (50.0%),3-5-0 (37.5%),3-4 (42.9%),2-5-0 (28.6%),9-7-0 (56.3%)
Cincinnati Bengals,8-8 (50.0%),9-6-1  (60.0%),7-4 (63.6%),6-4-1  (60.0%),5-3 (62.5%),5-3-0 (62.5%),5-3 (62.5%),5-3-0 (62.5%),7-9-0 (43.8%)
Cleveland Browns,9-6-1 (60.0%),8-8  (50.0%),7-5 (58.3%),6-7-0  (46.2%),5-2 (71.4%),4-4-0 (50.0%),4-2 (66.7%),3-4-0 (42.9%),7-9-0 (43.8%)
Dallas Cowboys,1-15 (6.3%),6-10  (37.5%),0-0,0-0-0,0-8 (0.0%),2-6-0 (25.0%),0-0,0-0-0,7-9-0 (43.8%)
Denver Broncos,11-5 (68.8%),11-5  (68.8%),7-3 (70.0%),6-4-0  (60.0%),6-2 (75.0%),5-3-0 (62.5%),6-2 (75.0%),5-3-0 (62.5%),5-9-2 (35.7%)
Detroit Lions,7-9 (43.8%),11-5  (68.8%),2-1 (66.7%),2-1-0  (66.7%),4-4 (50.0%),4-4-0 (50.0%),1-1 (50.0%),1-1-0 (50.0%),7-9-0 (43.8%)
Green Bay Packers,10-6 (62.5%),9-7  (56.3%),5-3 (62.5%),2-6-0  (25.0%),6-2 (75.0%),4-4-0 (50.0%),3-2 (60.0%),1-4-0 (20.0%),8-7-1 (53.3%)
Houston Oilers,9-7 (56.3%),6-10  (37.5%),8-4 (66.7%),5-7-0  (41.7%),6-2 (75.0%),3-5-0 (37.5%),6-2 (75.0%),3-5-0 (37.5%),9-6-1 (60.0%)
Indianapolis Colts,8-8 (50.0%),6-10  (37.5%),3-1 (75.0%),1-3-0  (25.0%),6-2 (75.0%),4-4-0 (50.0%),3-1 (75.0%),1-3-0 (25.0%),8-8-0 (50.0%)
Kansas City Chiefs,8-7-1 (53.3%),8-7-1  (53.3%),4-1 (80.0%),3-2-0  (60.0%),5-3 (62.5%),4-3-1 (57.1%),4-1 (80.0%),3-2-0 (60.0%),6-10-0 (37.5%)
Los Angeles Raiders,8-8 (50.0%),7-9  (43.8%),5-3 (62.5%),3-5-0  (37.5%),7-1 (87.5%),5-3-0 (62.5%),5-1 (83.3%),3-3-0 (50.0%),7-8-1 (46.7%)
Los Angeles Rams,11-5 (68.8%),9-7  (56.3%),9-2 (81.8%),6-5-0  (54.5%),6-2 (75.0%),5-3-0 (62.5%),6-1 (85.7%),5-2-0 (71.4%),12-4-0 (75.0%)
Miami Dolphins,8-8 (50.0%),7-9  (43.8%),5-4 (55.6%),3-6-0  (33.3%),4-4 (50.0%),4-4-0 (50.0%),3-3 (50.0%),2-4-0 (33.3%),8-8-0 (50.0%)
