Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,8-4 (66.7%),8-4-0  (66.7%),6-7 (46.2%),6-7-0 (46.2%),5-3 (62.5%),5-3-0 (62.5%),1-3 (25.0%),1-3-0 (25.0%),--
2,10-2 (83.3%),8-4-1  (66.7%),6-6 (50.0%),8-4-1 (66.7%),4-0 (100.%),4-0-0 (100.%),2-6 (25.0%),4-4-1 (50.0%),--
3,6-6 (50.0%),6-7-0  (46.2%),5-7 (41.7%),5-8-0 (38.5%),0-1 (0.0%),0-2-0 (0.0%),5-6 (45.5%),5-6-0 (45.5%),--
4,9-4 (69.2%),6-7-0  (46.2%),7-6 (53.8%),4-9-0 (30.8%),5-2 (71.4%),2-5-0 (28.6%),2-4 (33.3%),2-4-0 (33.3%),--
5,9-4 (69.2%),6-7-0  (46.2%),3-10 (23.1%),4-9-0 (30.8%),3-4 (42.9%),2-5-0 (28.6%),0-6 (0.0%),2-4-0 (33.3%),--
6,8-4 (66.7%),4-9-0  (30.8%),8-4 (66.7%),4-9-0 (30.8%),7-3 (70.0%),3-8-0 (27.3%),1-1 (50.0%),1-1-0 (50.0%),--
7,11-2 (84.6%),9-3-1  (75.0%),5-8 (38.5%),4-8-1 (33.3%),5-2 (71.4%),4-3-0 (57.1%),0-6 (0.0%),0-5-1 (0.0%),--
8,11-1 (91.7%),9-3-1  (75.0%),8-4 (66.7%),10-2-1 (83.3%),7-0 (100.%),7-0-0 (100.%),1-4 (20.0%),3-2-1 (60.0%),--
9,9-3 (75.0%),6-6-0  (50.0%),8-5 (61.5%),5-8-0 (38.5%),7-3 (70.0%),4-6-0 (40.0%),0-2 (0.0%),0-2-0 (0.0%),--
10,10-3 (76.9%),6-6-1  (50.0%),4-9 (30.8%),3-9-1 (25.0%),3-2 (60.0%),1-4-0 (20.0%),1-7 (12.5%),2-5-1 (28.6%),--
11,10-3 (76.9%),8-5-0  (61.5%),11-2 (84.6%),9-4-0 (69.2%),9-1 (90.0%),7-3-0 (70.0%),2-1 (66.7%),2-1-0 (66.7%),--
12,10-2 (83.3%),3-8-1  (27.3%),8-5 (61.5%),7-5-1 (58.3%),6-1 (85.7%),2-4-1 (33.3%),1-4 (20.0%),4-1-0 (80.0%),--
13,7-5 (58.3%),6-7-0  (46.2%),6-6 (50.0%),8-5-0 (61.5%),4-3 (57.1%),4-3-0 (57.1%),2-3 (40.0%),4-2-0 (66.7%),--
14,9-4 (69.2%),6-7-0  (46.2%),5-8 (38.5%),2-11-0 (15.4%),5-4 (55.6%),2-7-0 (22.2%),0-4 (0.0%),0-4-0 (0.0%),--
Playoffs,6-0 (100.%),5-1-0  (83.3%),4-2 (66.7%),3-3-0 (50.0%),4-0 (100.%),3-1-0 (75.0%),0-1 (0.0%),0-1-0 (0.0%),0-1-0 (0.0%)
