Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,4-5 (44.4%),4-5-0  (44.4%),3-7 (30.0%),3-7-0 (30.0%),2-4 (33.3%),2-4-0 (33.3%),1-2 (33.3%),1-2-0 (33.3%),--
2,8-1 (88.9%),5-3-1  (62.5%),5-5 (50.0%),5-3-1 (62.5%),5-1 (83.3%),4-2-0 (66.7%),0-3 (0.0%),1-1-1 (50.0%),--
3,6-3 (66.7%),2-6-1  (25.0%),6-4 (60.0%),2-6-1 (25.0%),4-2 (66.7%),1-5-0 (16.7%),1-2 (33.3%),1-1-1 (50.0%),--
4,6-2 (75.0%),5-4-0  (55.6%),5-3 (62.5%),4-5-0 (44.4%),5-2 (71.4%),4-4-0 (50.0%),0-1 (0.0%),0-1-0 (0.0%),--
5,3-4 (42.9%),1-7-0  (12.5%),4-3 (57.1%),3-5-1 (37.5%),3-3 (50.0%),1-5-0 (16.7%),1-0 (100.%),2-0-0 (100.%),--
6,7-3 (70.0%),6-3-1  (66.7%),4-6 (40.0%),4-5-1 (44.4%),3-2 (60.0%),3-2-0 (60.0%),1-4 (20.0%),1-3-1 (25.0%),--
7,6-3 (66.7%),5-3-1  (62.5%),5-4 (55.6%),4-4-1 (50.0%),5-3 (62.5%),4-3-1 (57.1%),0-1 (0.0%),0-1-0 (0.0%),--
8,6-3 (66.7%),1-8-0  (11.1%),6-4 (60.0%),3-7-0 (30.0%),5-2 (71.4%),1-6-0 (14.3%),1-1 (50.0%),2-0-0 (100.%),--
9,5-4 (55.6%),4-5-0  (44.4%),3-7 (30.0%),4-6-0 (40.0%),1-3 (25.0%),1-3-0 (25.0%),1-4 (20.0%),2-3-0 (40.0%),--
10,5-2 (71.4%),4-4-0  (50.0%),8-1 (88.9%),7-2-0 (77.8%),5-1 (83.3%),4-2-0 (66.7%),1-0 (100.%),2-0-0 (100.%),--
11,3-5 (37.5%),1-8-0  (11.1%),3-5 (37.5%),1-8-0 (11.1%),2-4 (33.3%),0-7-0 (0.0%),1-1 (50.0%),1-1-0 (50.0%),--
12,6-3 (66.7%),5-5-0  (50.0%),6-3 (66.7%),5-5-0 (50.0%),3-0 (100.%),2-2-0 (50.0%),3-3 (50.0%),3-3-0 (50.0%),--
13,7-3 (70.0%),7-3-0  (70.0%),5-5 (50.0%),5-5-0 (50.0%),3-1 (75.0%),3-1-0 (75.0%),2-4 (33.3%),2-4-0 (33.3%),--
14,4-0 (100.%),3-0-1  (100.%),3-1 (75.0%),3-0-1 (100.%),3-0 (100.%),3-0-0 (100.%),0-1 (0.0%),0-0-1,--
15,3-0 (100.%),2-0-1  (100.%),4-0 (100.%),2-0-1 (100.%),3-0 (100.%),2-0-1 (100.%),0-0,0-0-0,--
Playoffs,1-1 (50.0%),1-1-0  (50.0%),2-0 (100.%),2-0-0 (100.%),1-0 (100.%),1-0-0 (100.%),1-0 (100.%),1-0-0 (100.%),--
