Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
Baltimore Colts,3-9 (25.0%),6-6  (50.0%),0-1 (0.0%),0-1-0  (0.0%),2-4 (33.3%),3-3-0 (50.0%),0-0,0-0-0,--
Chicago Bears,8-4 (66.7%),9-3  (75.0%),5-0 (100.%),4-1-0  (80.0%),4-2 (66.7%),4-2-0 (66.7%),2-0 (100.%),1-1-0 (50.0%),--
Chicago Cardinals,2-10 (16.7%),6-6  (50.0%),1-1 (50.0%),1-1-0  (50.0%),2-4 (33.3%),3-3-0 (50.0%),1-0 (100.%),1-0-0 (100.%),--
Cleveland Browns,9-3 (75.0%),7-4-1  (63.6%),9-2 (81.8%),7-3-1  (70.0%),5-1 (83.3%),4-2-0 (66.7%),5-1 (83.3%),4-2-0 (66.7%),--
Detroit Lions,9-2-1 (81.8%),6-6  (50.0%),8-2 (80.0%),5-6-0  (45.5%),5-0 (100.%),4-2-0 (66.7%),5-0 (100.%),4-2-0 (66.7%),--
Green Bay Packers,4-8 (33.3%),6-6  (50.0%),2-1 (66.7%),0-3-0  (0.0%),2-4 (33.3%),3-3-0 (50.0%),1-1 (50.0%),0-2-0 (0.0%),--
Los Angeles Rams,6-5-1 (54.5%),6-6  (50.0%),4-3 (57.1%),2-5-0  (28.6%),3-2 (60.0%),3-3-0 (50.0%),3-1 (75.0%),1-3-0 (25.0%),--
New York Giants,7-5 (58.3%),5-7  (41.7%),6-2 (75.0%),4-4-0  (50.0%),4-2 (66.7%),2-4-0 (33.3%),4-1 (80.0%),2-3-0 (40.0%),--
Philadelphia Eagles,7-4-1 (63.6%),6-6  (50.0%),6-2 (75.0%),3-5-0  (37.5%),5-1 (83.3%),3-3-0 (50.0%),4-1 (80.0%),2-3-0 (40.0%),--
Pittsburgh Steelers,5-7 (41.7%),5-7  (41.7%),2-3 (40.0%),1-4-0  (20.0%),4-2 (66.7%),3-3-0 (50.0%),2-1 (66.7%),1-2-0 (33.3%),--
San Francisco 49ers,7-4-1 (63.6%),4-8  (33.3%),6-3 (66.7%),3-7-0  (30.0%),4-2 (66.7%),3-3-0 (50.0%),3-2 (60.0%),2-3-0 (40.0%),--
Washington Commanders,3-9 (25.0%),5-6-1  (45.5%),0-0,0-0-0,3-3 (50.0%),3-2-1 (60.0%),0-0,0-0-0,--
