Baltimore Colts,9-3 (75.0%),8-4  (66.7%),7-3 (70.0%),6-4-0  (60.0%),6-0 (100.%),5-1-0 (83.3%),5-0 (100.%),4-1-0 (80.0%),--
Chicago Bears,8-4 (66.7%),6-5-1  (54.5%),7-4 (63.6%),5-5-1  (50.0%),5-1 (83.3%),3-2-1 (60.0%),5-1 (83.3%),3-2-1 (60.0%),--
Chicago Cardinals,2-9-1 (18.2%),4-8  (33.3%),0-0,0-1-0  (0.0%),1-4 (20.0%),2-4-0 (33.3%),0-0,0-1-0 (0.0%),--
Cleveland Browns,9-4 (69.2%),6-6-1  (50.0%),8-3 (72.7%),5-5-1  (50.0%),4-2 (66.7%),2-4-0 (33.3%),4-2 (66.7%),2-4-0 (33.3%),--
Detroit Lions,4-7-1 (36.4%),6-6  (50.0%),1-1 (50.0%),0-3-0  (0.0%),2-4 (33.3%),2-4-0 (33.3%),1-1 (50.0%),0-2-0 (0.0%),--
Green Bay Packers,1-10-1 (9.1%),4-7-1  (36.4%),1-0 (100.%),1-0-0  (100.%),1-4 (20.0%),2-4-0 (33.3%),1-0 (100.%),1-0-0 (100.%),--
Los Angeles Rams,8-4 (66.7%),6-6  (50.0%),5-2 (71.4%),3-4-0  (42.9%),4-2 (66.7%),3-3-0 (50.0%),2-2 (50.0%),1-3-0 (25.0%),--
New York Giants,10-3 (76.9%),9-4  (69.2%),5-3 (62.5%),4-4-0  (50.0%),6-1 (85.7%),6-1-0 (85.7%),3-1 (75.0%),3-1-0 (75.0%),--
Philadelphia Eagles,2-9-1 (18.2%),3-8-1  (27.3%),0-4 (0.0%),0-4-0  (0.0%),2-4 (33.3%),2-3-1 (40.0%),0-3 (0.0%),0-3-0 (0.0%),--
Pittsburgh Steelers,7-4-1 (63.6%),8-4  (66.7%),3-0 (100.%),3-1-0  (75.0%),5-1 (83.3%),5-1-0 (83.3%),2-0 (100.%),2-0-0 (100.%),--
San Francisco 49ers,6-6 (50.0%),5-7  (41.7%),4-2 (66.7%),2-4-0  (33.3%),4-2 (66.7%),2-4-0 (33.3%),3-1 (75.0%),1-3-0 (25.0%),--
Washington Redskins,4-7-1 (36.4%),6-6  (50.0%),3-2 (60.0%),3-2-0  (60.0%),3-2 (60.0%),4-2-0 (66.7%),3-1 (75.0%),3-1-0 (75.0%),--
