Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders,Additional Notes
Arizona Cardinals,5-10-1 (33.3%),9-5-2  (64.3%),0-1 (0.0%),0-1-0  (0.0%),2-5 (28.6%),4-4-0 (50.0%),0-1 (0.0%),0-1-0 (0.0%),9-7-0 (56.3%)
Atlanta Falcons,7-9 (43.8%),8-8  (50.0%),2-3 (40.0%),2-3-0  (40.0%),3-5 (37.5%),4-4-0 (50.0%),2-2 (50.0%),2-2-0 (50.0%),7-9-0 (43.8%)
Baltimore Ravens,14-2 (87.5%),10-6  (62.5%),11-1 (91.7%),7-5-0  (58.3%),7-1 (87.5%),4-4-0 (50.0%),5-1 (83.3%),2-4-0 (33.3%),9-7-0 (56.3%)
Buffalo Bills,10-6 (62.5%),9-5-2  (64.3%),6-1 (85.7%),4-3-0  (57.1%),4-4 (50.0%),3-5-0 (37.5%),4-1 (80.0%),2-3-0 (40.0%),4-12-0 (25.0%)
Carolina Panthers,5-11 (31.3%),6-9-1  (40.0%),3-3 (50.0%),3-3-0  (50.0%),2-6 (25.0%),2-5-1 (28.6%),2-3 (40.0%),2-3-0 (40.0%),11-5-0 (68.8%)
Chicago Bears,8-8 (50.0%),4-12  (25.0%),6-4 (60.0%),2-8-0  (20.0%),4-4 (50.0%),3-5-0 (37.5%),2-3 (40.0%),1-4-0 (20.0%),6-10-0 (37.5%)
Cincinnati Bengals,2-14 (12.5%),6-10  (37.5%),0-3 (0.0%),0-3-0  (0.0%),2-6 (25.0%),2-6-0 (25.0%),0-2 (0.0%),0-2-0 (0.0%),7-9-0 (43.8%)
Cleveland Browns,6-10 (37.5%),5-10-1  (33.3%),5-6 (45.5%),4-6-1  (40.0%),4-4 (50.0%),3-4-1 (42.9%),4-2 (66.7%),3-2-1 (60.0%),8-8-0 (50.0%)
Dallas Cowboys,8-8 (50.0%),9-7  (56.3%),7-7 (50.0%),7-7-0  (50.0%),5-3 (62.5%),5-3-0 (62.5%),4-3 (57.1%),4-3-0 (57.1%),10-6-0 (62.5%)
Denver Broncos,7-9 (43.8%),9-7  (56.3%),3-2 (60.0%),2-3-0  (40.0%),5-3 (62.5%),5-3-0 (62.5%),3-1 (75.0%),2-2-0 (50.0%),7-9-0 (43.8%)
Detroit Lions,3-12-1 (20.0%),6-10  (37.5%),1-1 (50.0%),0-3-0  (0.0%),2-6 (25.0%),4-4-0 (50.0%),1-0 (100.%),0-1-0 (0.0%),10-6-0 (62.5%)
Green Bay Packers,13-3 (81.3%),10-6  (62.5%),10-2 (83.3%),7-5-0  (58.3%),7-1 (87.5%),5-3-0 (62.5%),7-1 (87.5%),5-3-0 (62.5%),6-10-0 (37.5%)
Houston Texans,10-6 (62.5%),7-8-1  (46.7%),6-2 (75.0%),2-5-1  (28.6%),5-3 (62.5%),2-6-0 (25.0%),4-2 (66.7%),1-5-0 (16.7%),7-9-0 (43.8%)
Indianapolis Colts,7-9 (43.8%),7-7-2  (50.0%),5-3 (62.5%),4-4-0  (50.0%),5-3 (62.5%),4-4-0 (50.0%),5-2 (71.4%),4-3-0 (57.1%),9-7-0 (56.3%)
Jacksonville Jaguars,6-10 (37.5%),7-9  (43.8%),2-2 (50.0%),2-2-0  (50.0%),3-4 (42.9%),3-4-0 (42.9%),1-1 (50.0%),1-1-0 (50.0%),8-8-0 (50.0%)
Kansas City Chiefs,12-4 (75.0%),10-5-1  (66.7%),10-3 (76.9%),8-4-1  (66.7%),5-3 (62.5%),4-3-1 (57.1%),4-2 (66.7%),3-2-1 (60.0%),8-8-0 (50.0%)
Los Angeles Chargers,5-11 (31.3%),4-9-3  (30.8%),3-7 (30.0%),2-7-1  (22.2%),2-5 (28.6%),1-5-1 (16.7%),1-4 (20.0%),0-4-1 (0.0%),7-9-0 (43.8%)
Los Angeles Rams,9-7 (56.3%),10-5-1  (66.7%),9-4 (69.2%),8-4-1  (66.7%),4-3 (57.1%),3-3-1 (50.0%),4-2 (66.7%),3-2-1 (60.0%),7-9-0 (43.8%)
Miami Dolphins,5-11 (31.3%),9-7  (56.3%),0-0,0-0-0,3-5 (37.5%),4-4-0 (50.0%),0-0,0-0-0,9-7-0 (56.3%)
Minnesota Vikings,10-6 (62.5%),9-7  (56.3%),9-3 (75.0%),7-5-0  (58.3%),6-2 (75.0%),5-3-0 (62.5%),6-1 (85.7%),4-3-0 (57.1%),9-7-0 (56.3%)
New England Patriots,12-4 (75.0%),8-7-1  (53.3%),12-4 (75.0%),8-7-1  (53.3%),6-2 (75.0%),3-4-1 (42.9%),6-2 (75.0%),3-4-1 (42.9%),7-9-0 (43.8%)
New Orleans Saints,13-3 (81.3%),11-5  (68.8%),9-2 (81.8%),7-4-0  (63.6%),6-2 (75.0%),4-4-0 (50.0%),5-2 (71.4%),3-4-0 (42.9%),9-7-0 (56.3%)
New York Giants,4-12 (25.0%),7-9  (43.8%),3-2 (60.0%),3-2-0  (60.0%),2-6 (25.0%),2-6-0 (25.0%),2-1 (66.7%),2-1-0 (66.7%),10-6-0 (62.5%)
New York Jets,7-9 (43.8%),7-9  (43.8%),2-3 (40.0%),1-4-0  (20.0%),5-3 (62.5%),4-4-0 (50.0%),1-1 (50.0%),0-2-0 (0.0%),7-9-0 (43.8%)
Oakland Raiders,7-9 (43.8%),8-8  (50.0%),3-2 (60.0%),1-4-0  (20.0%),4-3 (57.1%),3-4-0 (42.9%),2-1 (66.7%),1-2-0 (33.3%),7-9-0 (43.8%)
