Week,Favorites_StraightUp,Favorites_vs_Spread,Home_Records,Home_vs_Spread,Home_Favorites,Home_Favorites_vs_Spread,Home_Underdogs,Home_Underdogs_vs_Spread,Over/Unders
1,7-1 (87.5%),4-6-0  (40.0%),5-3 (62.5%),7-3-0 (70.0%),4-0 (100.%),3-2-0 (60.0%),1-3 (25.0%),4-1-0 (80.0%),--
2,8-3 (72.7%),6-5-0  (54.5%),7-4 (63.6%),9-2-0 (81.8%),5-1 (83.3%),5-1-0 (83.3%),2-3 (40.0%),4-1-0 (80.0%),--
3,8-3 (72.7%),8-3-0  (72.7%),7-4 (63.6%),7-4-0 (63.6%),6-2 (75.0%),6-2-0 (75.0%),1-2 (33.3%),1-2-0 (33.3%),--
4,11-0 (100.%),9-2-0  (81.8%),4-7 (36.4%),4-7-0 (36.4%),4-0 (100.%),3-1-0 (75.0%),0-7 (0.0%),1-6-0 (14.3%),--
5,6-4 (60.0%),4-7-0  (36.4%),8-2 (80.0%),7-4-0 (63.6%),5-1 (83.3%),3-3-0 (50.0%),3-1 (75.0%),4-1-0 (80.0%),--
6,6-4 (60.0%),5-6-0  (45.5%),6-4 (60.0%),6-5-0 (54.5%),3-1 (75.0%),2-2-0 (50.0%),3-3 (50.0%),4-3-0 (57.1%),--
7,5-5 (50.0%),3-8-0  (27.3%),8-2 (80.0%),7-4-0 (63.6%),4-1 (80.0%),2-3-0 (40.0%),4-1 (80.0%),5-1-0 (83.3%),--
8,6-4 (60.0%),6-4-0  (60.0%),4-7 (36.4%),4-7-0 (36.4%),2-3 (40.0%),2-3-0 (40.0%),1-4 (20.0%),1-4-0 (20.0%),--
9,5-5 (50.0%),2-9-0  (18.2%),7-3 (70.0%),6-5-0 (54.5%),4-2 (66.7%),2-5-0 (28.6%),3-1 (75.0%),4-0-0 (100.%),--
10,7-3 (70.0%),5-6-0  (45.5%),5-5 (50.0%),7-4-0 (63.6%),4-2 (66.7%),4-3-0 (57.1%),1-3 (25.0%),3-1-0 (75.0%),--
11,7-4 (63.6%),3-7-1  (30.0%),7-4 (63.6%),3-7-1 (30.0%),6-3 (66.7%),2-6-1 (25.0%),1-1 (50.0%),1-1-0 (50.0%),--
12,8-2 (80.0%),6-4-1  (60.0%),5-5 (50.0%),3-7-1 (30.0%),5-2 (71.4%),3-4-1 (42.9%),0-3 (0.0%),0-3-0 (0.0%),--
13,8-2 (80.0%),4-6-0  (40.0%),7-4 (63.6%),5-6-0 (45.5%),6-1 (85.7%),3-4-0 (42.9%),1-2 (33.3%),2-1-0 (66.7%),--
14,5-4 (55.6%),4-5-1  (44.4%),5-5 (50.0%),5-5-1 (50.0%),2-1 (66.7%),2-2-0 (50.0%),3-3 (50.0%),3-2-1 (60.0%),--
15,7-4 (63.6%),5-6-0  (45.5%),3-8 (27.3%),5-6-0 (45.5%),2-3 (40.0%),2-3-0 (40.0%),1-5 (16.7%),3-3-0 (50.0%),--
16,2-2 (50.0%),1-3-0  (25.0%),3-1 (75.0%),2-2-0 (50.0%),2-1 (66.7%),1-2-0 (33.3%),1-0 (100.%),1-0-0 (100.%),--
Playoffs,3-0 (100.%),2-0-1  (100.%),0-2 (0.0%),0-1-1 (0.0%),0-0,0-0-0,0-2 (0.0%),0-1-1 (0.0%),--
